Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
top_k =  100
Partition function (log Z): -4.049186895394737

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.979252364605358
Position 844: 0.3715463833490403
Position 961: 0.1039415070122935
Position 346: 0.08540164104977595
Position 519: 0.08299075688793982
Position 96: 0.07061986608055787
Position 790: 0.04584151368930532
Position 645: 0.035332288352667655
Position 922: 0.027522372359878918
Position 1792: 0.02342835980757959
Position 873: 0.022011519563822995
Position 380: 0.020477157733460576
Position 1524: 0.01879119625873618
Position 89: 0.0170022888947775
Position 728: 0.01628958981943487
Position 34: 0.014358997554201098
Position 983: 0.011737039283244358
Position 2010: 0.01115048050898125
Position 460: 0.010542133381790766
Position 1872: 0.01046204094327473
Position 623: 0.009870551250459615
Position 1728: 0.007335485721673894
Position 240: 0.005453622017260805
Position 106: 0.005356531661883401
Position 7: 0.0047512490226229364
Position 350: 0.004716571901033668
Position 780: 0.0039452979036997075
Position 895: 0.0038718181910862644
Position 371: 0.0038616104642662016
Position 66: 0.0036155700768910623
Position 766: 0.0029228776184709406
Position 1857: 0.0028066559609817568
Position 138: 0.002753518051078816
Position 867: 0.0026092137181270903
Position 38: 0.002550893546109006
Position 443: 0.0024483590076102295
Position 2472: 0.002117700515917587
Position 1887: 0.0019190369943739214
Position 354: 0.0018915025511253385
Position 378: 0.0018780712329796666
Position 1638: 0.0017121353784661458
Position 282: 0.0015127978749087149
Position 52: 0.0011591526578899386
Position 195: 0.0009953751159972493
Position 446: 0.0008383649707406419
Position 1838: 0.0003982775190686419
Position 1544: 0.0003377435201919295
Position 565: 0.00011828304859522495
Position 856: 7.428204793700244e-05
Position 136: 3.118835853017053e-05
Position 1725: 5.032240725341591e-06
Position 1683: 4.398637351352423e-06
Position 1737: 2.707674738557021e-06
Position 45: 1.264269411884722e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.9743530329905511
Position 1208: 0.8516497137278793
Position 909: 0.11392941302252657
Position 1945: 0.05052336323914836
Position 2066: 0.019229339612605395
Position 1327: 0.01289495514509247
Position 1924: 0.008691918809327594
Position 842: 0.00867902976210612
Position 1039: 0.007903419852971124
Position 150: 0.0038047703398190066
Position 2590: 0.0026522371142311063
Position 1666: 0.0020338367504068636
Position 626: 0.0017383396954322688
Position 2164: 0.0010798718211570135
Position 170: 0.0008833668828176134
Position 188: 0.0008753842821646131
Position 1872: 0.0005180256996041804
Position 2553: 0.00041431499036572085
Position 480: 0.00026001549827266526
Position 1782: 0.00023147584434569902
Position 561: 0.0001592150204849649
Position 298: 6.159775701642464e-05
