Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  100
Partition function (log Z): 9.532566840832468

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.99995389896838
Position 9677: 0.9994698287684033
Position 6533: 0.9929024505858782
Position 7202: 0.9697222467865709
Position 5397: 0.9689231653835155
Position 119: 0.8766479780223144
Position 1794: 0.2775397976526597
Position 5768: 0.11326304596705386
Position 7916: 0.0644633116479676
Position 9816: 0.06104725234974203
Position 10607: 0.04692756717046394
Position 10431: 0.041630596075244705
Position 333: 0.032444108040701476
Position 87: 0.02094612755260761
Position 329: 0.017936083048905094
Position 8678: 0.015620262681878367
Position 9819: 0.01263927952317542
Position 1403: 0.011658928614766226
Position 309: 0.00859298151977004
Position 10687: 0.008532936623416271
Position 10642: 0.007575920424739498
Position 7198: 0.005826852208054269
Position 726: 0.005269199636014195
Position 7254: 0.00479342181239305
Position 9949: 0.004767984473794356
Position 520: 0.004697895484797539
Position 6886: 0.004130017155545697
Position 7823: 0.0029489333818172444
Position 1017: 0.00270192381875007
Position 560: 0.002579243702010446
Position 576: 0.0024535132834950023
Position 10404: 0.002264951138590863
Position 243: 0.0020835640686513615
Position 245: 0.0018685240224422589
Position 457: 0.0017773851378233647
Position 911: 0.0017478349971192123
Position 247: 0.0017392433795138172
Position 992: 0.0017388807712607967
Position 1374: 0.0016686355074896492
Position 239: 0.001446768410009681
Position 11093: 0.0013069530674568958
Position 10059: 0.0012186424720904048
Position 5934: 0.0011630239816169086
Position 7221: 0.0007597228948102952
Position 1944: 0.00029518976066278483
Position 9882: 0.00029222272630770226
Position 1788: 0.0002491668446862899
Position 10254: 3.3552614723864334e-05
Position 10422: 1.5819944581620558e-05
Position 10176: 1.0816128344302016e-05
Position 10783: 4.183148589109868e-06
Position 249: 1.1809815585707268e-06
Position 10180: 2.84763116897319e-07
Position 9964: 1.4161974497923902e-08
Position 10190: 5.75090723109669e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.9999617071984316
Position 9746: 0.9983964694997345
Position 9299: 0.9964538808415724
Position 6604: 0.9955722671949269
Position 5343: 0.9840846509938659
Position 5463: 0.9623943280165286
Position 1651: 0.2732623268747536
Position 5855: 0.11292276106130192
Position 9877: 0.07402730378163175
Position 11029: 0.06729913064970675
Position 7474: 0.04385865036631215
Position 5580: 0.01687665643191434
Position 10829: 0.01081348790966882
Position 8594: 0.010027175853674188
Position 10936: 0.009400681229147004
Position 10764: 0.006937481041716444
Position 10487: 0.005394607087113858
Position 10013: 0.005341692079735317
Position 7247: 0.005290650089697345
Position 11283: 0.005000102369692283
Position 676: 0.004821827383254681
Position 7533: 0.004248120959664925
Position 7253: 0.003934963953638203
Position 8547: 0.0037394683098522525
Position 10594: 0.003340284324605328
Position 8730: 0.0022374206237222977
Position 7582: 0.0015159580976643924
Position 6936: 0.0010414327612434254
Position 10127: 0.0007874559575149591
Position 9881: 0.0006096458258170612
Position 10109: 0.0004297556712800076
Position 9748: 0.00014038522512060052
Position 10475: 4.294098478174877e-05
Position 10292: 3.8099076271919386e-05
Position 6612: 1.914410732630778e-05
Position 10890: 1.734709221302608e-05
Position 10500: 1.286490443765618e-05
Position 10335: 1.932096204402316e-07
