Gene = IRSp53
index = 1223
Annotated 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884]
Annotated 3SS: [14823 22089 22292 22455 22579 22870 23247 23709 23997 24731 25422]
SMsplice 5SS: [  240 15509 22166 22377 22518 22778 23515 23933 24678 24884 27440]
SMsplice 3SS: [14823 22089 22292 22455 22579 22870 23709 23997 24731 27366 27505]
top_k =  100
Partition function (log Z): 30.04116508417471

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 1.000000000000007
Position 22778: 0.9999447847988259
Position 24884: 0.9998100607217683
Position 24678: 0.9980211185557507
Position 23933: 0.9947549982388124
Position 22166: 0.9890010140504801
Position 22377: 0.9783526786348727
Position 15509: 0.9529143513154184
Position 23515: 0.9313808255504713
Position 22518: 0.9311998161977589
Position 27440: 0.8227946779281613
Position 22937: 0.5099295676111858
Position 23344: 0.10632830365251594
Position 27176: 0.053127022811647585
Position 23051: 0.04566523568817926
Position 23092: 0.011324343083557438
Position 23007: 0.005703912284947366
Position 22522: 0.004097954121238605
Position 23911: 0.003416889945052631
Position 24178: 0.0032627759343317312
Position 23060: 0.001592435935288209
Position 23271: 0.0007192019966927064
Position 22532: 0.0006670363918977942
Position 22995: 0.0006526104509315075
Position 23111: 0.0005520171620529741
Position 27609: 0.0005327230571710966
Position 27866: 0.0004180930754494249
Position 27846: 0.0003026335091158601
Position 22400: 0.00023549923570497395
Position 24147: 0.00019469844885808719
Position 23843: 0.00017373591626803082
Position 24639: 0.00014184292589369937
Position 22381: 0.00013172413019967694
Position 23320: 9.991118561011148e-05
Position 22482: 8.356101084248027e-05
Position 24246: 2.6645830519738316e-05
Position 23136: 2.532210338580404e-05
Position 22476: 1.7256457919749332e-05
Position 22782: 1.2336474237562677e-05
Position 22456: 8.96299176625451e-06
Position 24627: 7.694675824751323e-06
Position 24334: 7.500983637297573e-06
Position 24072: 7.05456927025715e-06
Position 22685: 6.015188170534276e-06
Position 22643: 1.1073560908654834e-06
Position 24888: 3.4030715435657446e-07
Position 23795: 1.6523754990765263e-07
Position 22666: 9.2179191462429e-08
Position 22646: 9.20735792418442e-08
Position 22712: 2.2222490842715795e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 24731: 0.9994029984748062
Position 22089: 0.999397117242571
Position 23997: 0.9971582633793102
Position 22870: 0.9955684885648992
Position 27505: 0.9923479467698358
Position 23709: 0.9922030624347166
Position 22579: 0.9911268186738484
Position 22292: 0.9885232604914876
Position 14823: 0.9529143513154184
Position 22455: 0.9030787201780573
Position 23179: 0.47685899986164343
Position 27366: 0.3110845718819023
Position 27096: 0.19633101620083312
Position 27334: 0.13269451684970462
Position 27267: 0.128512706806282
Position 27337: 0.06524711795509919
Position 23247: 0.05402116567391253
Position 27437: 0.04412868104892106
Position 22461: 0.02072865763611317
Position 23429: 0.020160479006611474
Position 23465: 0.019743194849715817
Position 23259: 0.009984389311142506
Position 23462: 0.008762582210739852
Position 23121: 0.008479436421065046
Position 23721: 0.005083115813330609
Position 23007: 0.00451423369663323
Position 23394: 0.0032571658148414324
Position 26977: 0.0031613556657489484
Position 23136: 0.0030505518998218857
Position 23420: 0.0027202551790067734
Position 23435: 0.0023043827081048194
Position 23745: 0.0020305570555329434
Position 23152: 0.0014267077788382254
Position 23468: 0.0012992519426249295
Position 22988: 0.0011823584591116826
Position 27036: 0.0008664215150074952
Position 23163: 0.0007340844533460549
Position 24566: 0.0007245271048529173
Position 27914: 0.0007207265845652849
Position 24011: 0.0006443030327263922
Position 22325: 0.0005969287321082935
Position 27780: 0.0005518132769762112
Position 24415: 0.0004594078445384573
Position 23640: 0.0004399025593220595
Position 24050: 0.0004281191263207404
Position 24592: 0.00036387516964204596
Position 24243: 0.00036334669101528244
Position 24793: 0.00030121935129342645
Position 25422: 0.00025539526570727774
Position 27794: 0.0002469295092522827
Position 25193: 0.000241343070437897
Position 25002: 0.00020232712850970256
Position 24026: 0.00018004199547323144
Position 22586: 0.00016043408212735764
Position 24982: 0.00015796000975500636
Position 25096: 8.411045092564024e-05
Position 24197: 8.173422541750426e-05
Position 24948: 6.785132022579095e-05
Position 25834: 4.8127549539543315e-05
Position 25506: 3.4632551239293635e-05
Position 22532: 3.295803714713768e-05
Position 22678: 3.083858887177986e-05
Position 22618: 2.77108041989724e-05
Position 22551: 2.6468358408616812e-05
Position 22642: 1.989963200126061e-05
Position 22633: 1.7884334390208076e-05
Position 22548: 9.193159779942556e-06
Position 23054: 6.376988889053208e-06
Position 22651: 6.343127765561145e-06
Position 23051: 6.024683863196505e-06
Position 22825: 5.622693931308464e-06
Position 22897: 5.091936074287267e-06
Position 22894: 4.412937273916602e-06
Position 22499: 3.043335929930316e-06
Position 22490: 2.6083990769428153e-06
Position 22924: 5.70083955712456e-08
Position 24733: 4.739014084887059e-08
Position 24740: 1.5211359231144493e-08
Position 22903: 1.1144676084706725e-08
Position 22888: 6.394032835679891e-09
Position 24776: 5.38061137039859e-09
Position 24790: 2.808370947019097e-09
