Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  100
Partition function (log Z): 7.441371261902754

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9998182853244296
Position 870: 0.9857934962324241
Position 1733: 0.8096267116426502
Position 1749: 0.10714466945641464
Position 1515: 0.056531306079297926
Position 1754: 0.048362905973157684
Position 560: 0.04162967116890494
Position 2335: 0.02694939343968801
Position 827: 0.011727674927420653
Position 2478: 0.009454355457547263
Position 344: 0.005407027204816335
Position 1277: 0.004250834881965692
Position 494: 0.003491754978200119
Position 1425: 0.002539485066256815
Position 2318: 0.0023499872131550383
Position 1231: 0.001565567652649826
Position 2505: 0.0009261481135282773
Position 119: 0.0009197846953739958
Position 1809: 0.0005377671362940591
Position 1417: 0.0005194108070435662
Position 2509: 0.00040295124429439805
Position 1239: 0.00040068266958471685
Position 515: 0.00038000511329941444
Position 568: 0.0003112725328615186
Position 1170: 0.0003048989281297642
Position 602: 0.0002737104354557801
Position 2449: 0.00026397405156136546
Position 153: 0.00022415199277499425
Position 2312: 0.0001788784521189768
Position 2123: 0.0001454867554741458
Position 1148: 0.0001147497020616851
Position 365: 0.00011123930558730714
Position 2500: 0.00010215347324881219
Position 538: 7.762824312474009e-05
Position 2350: 7.417314090491005e-05
Position 369: 7.026554501920078e-05
Position 2269: 6.648358457670144e-05
Position 546: 6.471124428550327e-05
Position 225: 5.071610603809384e-05
Position 874: 3.0855744323707723e-06
Position 2133: 1.1679780733456198e-06
Position 1304: 8.720705796127619e-07
Position 615: 4.2839690560626854e-07
Position 682: 3.565893556269585e-07
Position 2002: 1.7683637015639378e-07
Position 2341: 1.6003649654709643e-07
Position 415: 1.5538375980463343e-07
Position 2259: 1.4448870824482129e-07
Position 2011: 6.338757099304256e-09
Position 2140: 1.420100065420584e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2175: 0.9996560978104393
Position 1925: 0.9860357506582043
Position 935: 0.806137413716644
Position 1031: 0.07536820271219856
Position 961: 0.07431935522331479
Position 1600: 0.03140413811975809
Position 2392: 0.02811691305363802
Position 1504: 0.023490624647017268
Position 667: 0.01850530318530301
Position 1335: 0.013677882531430397
Position 2554: 0.008117483075443549
Position 1977: 0.007480553369244891
Position 627: 0.007355947520795453
Position 592: 0.006038582314270985
Position 654: 0.005587747701983297
Position 615: 0.004684867433488914
Position 612: 0.0034474081158829715
Position 1891: 0.0032856864674132577
Position 1605: 0.0029274506456936837
Position 1507: 0.002788358805214062
Position 651: 0.0020819342590295688
Position 483: 0.0017813741111775666
Position 1447: 0.0017771560217214701
Position 2615: 0.001506724730794991
Position 2585: 0.001231673684404411
Position 736: 0.0011567997164143523
Position 2624: 0.0011224866013421551
Position 781: 0.000758675610905398
Position 1980: 0.0006866942979128274
Position 1089: 0.0003906808132142922
Position 2564: 0.0003676753490277369
Position 559: 0.00033208714998934994
Position 2209: 0.0003100896323433615
Position 480: 0.000254637471901132
Position 2651: 0.00022037572296322144
Position 399: 0.0002146095081634416
Position 1945: 0.00014143197201295718
Position 1951: 0.0001271246219490859
Position 568: 0.00010781697395252041
Position 2462: 8.583316073941122e-05
Position 826: 5.637286634198433e-05
Position 175: 1.7039095545603473e-05
Position 262: 1.4838974353884304e-05
Position 1151: 3.7032862500129395e-07
Position 714: 3.085579229810846e-07
Position 634: 2.5273169985650334e-07
Position 747: 9.273523940866442e-08
