Gene = NijA
index = 1318
Annotated 5SS: [ 311 1249 1854]
Annotated 3SS: [1172 1461 2150]
SMsplice 5SS: [ 311 1400 1854]
SMsplice 3SS: [1172 1461 2150]
top_k =  100
Partition function (log Z): 0.06778682427154703

Sorted 5' Splice Sites (High to Low Probability):
Position 1854: 0.9741670164768843
Position 1400: 0.5912563939519182
Position 311: 0.5865639534709272
Position 1249: 0.33336323311728694
Position 348: 0.19673894703554878
Position 299: 0.08529082441520924
Position 1381: 0.026935888515099697
Position 176: 0.01886082782463799
Position 1002: 0.008478823318876942
Position 1294: 0.005179836259022234
Position 1932: 0.004194322720801941
Position 1253: 0.004139234588899612
Position 1590: 0.0040902119927495
Position 117: 0.003873271620617204
Position 1868: 0.0029739355966352044
Position 2033: 0.0026826142092264207
Position 676: 0.0021495295689148474
Position 1222: 0.0020116788724346972
Position 2023: 0.001846336904193216
Position 1584: 0.0016206476909699018
Position 986: 0.0015519113200236157
Position 2050: 0.0013843398802309051
Position 2342: 0.0013446179481391343
Position 1692: 0.0006312007139261674
Position 2244: 0.0005549477441840821
Position 1889: 0.0004331432840867588
Position 2370: 0.0004209593790014067
Position 370: 0.00034683277157332795
Position 2351: 0.00032637781225093506
Position 1947: 0.00026043179459156164
Position 849: 0.00022275273822086394
Position 972: 0.00014069115656588832
Position 100: 0.00012071045397880571
Position 2271: 8.598585378404617e-05
Position 1540: 8.185198969587701e-05
Position 2313: 6.892726099129548e-05
Position 2277: 3.364719676054336e-05
Position 321: 1.2445553638459853e-06
Position 469: 5.124359530277991e-08
Position 436: 2.872728607156596e-08
Position 560: 2.5640622792590844e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2150: 0.9964989591882593
Position 1461: 0.9825152649654443
Position 1172: 0.6271629519795561
Position 702: 0.12450835154068066
Position 1063: 0.10039066049014425
Position 947: 0.008650730679937747
Position 1509: 0.003430563462173617
Position 1922: 0.002789281528784584
Position 1017: 0.0024121298367106073
Position 745: 0.002365536254256083
Position 443: 0.00225364583678028
Position 771: 0.0019503980397268896
Position 2398: 0.0011443844112037074
Position 546: 0.001054847404424165
Position 2439: 0.0009582114320140894
Position 2363: 0.0006836943733833535
Position 513: 0.0006710442683201073
Position 1899: 0.0006628367494980948
Position 393: 0.000658977330397969
Position 1434: 0.0006132125575591604
Position 824: 0.0005023009949630804
Position 1068: 0.0004485825146686857
Position 2083: 0.0003993229231792722
Position 930: 0.00033371324396302477
Position 576: 0.0002772444978706007
Position 2053: 0.00018919643302812416
Position 1973: 0.00018648058189669388
Position 972: 0.00016932227334722259
Position 2386: 0.00016457366604093649
Position 653: 0.00014711756433183261
Position 1192: 0.00011986391482675927
Position 983: 0.00011480667835576368
