Gene = mxt
index = 1811
Annotated 5SS: [  57 1654 2042 2209 2584 3127 3578 3756]
Annotated 3SS: [1078 1719 2136 2522 2648 3183 3636 4947]
SMsplice 5SS: [  57 1654 2042 2584 2987 3127 3578 3756]
SMsplice 3SS: [1078 1719 2343 2648 3052 3183 3636 4947]
top_k =  100
Partition function (log Z): 13.654871113949012

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9993271875203037
Position 3578: 0.99113367244363
Position 2584: 0.9648146363523288
Position 3127: 0.9379938107090307
Position 2042: 0.9214170901865786
Position 3756: 0.8420383929774438
Position 2987: 0.7870184121454903
Position 57: 0.7383825513148293
Position 4490: 0.21785972846548574
Position 4857: 0.0772643181079735
Position 576: 0.07027432729860791
Position 1017: 0.057628182359007345
Position 2209: 0.043186678841680634
Position 1033: 0.02535145142772199
Position 2593: 0.023709083625655807
Position 2992: 0.017260007853349288
Position 1006: 0.011733744667643714
Position 195: 0.009268169512019664
Position 3530: 0.007823932904347334
Position 3131: 0.007517364439488645
Position 67: 0.005927170105791475
Position 1937: 0.005049080853837754
Position 2588: 0.00485560043766402
Position 132: 0.004372725997205595
Position 215: 0.004163800639743759
Position 4758: 0.003955182849657197
Position 885: 0.003614236246504776
Position 652: 0.003172133295360863
Position 770: 0.0024130716352260013
Position 3152: 0.002025520200779409
Position 957: 0.0013702746182739517
Position 4375: 0.0010773634167755351
Position 14: 0.0010587837845844775
Position 2421: 0.0009976456033702406
Position 2136: 0.000658257911139246
Position 3121: 0.0005482343396039727
Position 1942: 0.0005322711800583225
Position 2999: 0.000520592747290651
Position 648: 0.0005190191526243972
Position 622: 0.0005021549468790478
Position 3846: 0.00044041407329095444
Position 1949: 0.00034821973138109125
Position 1658: 0.00033968989350655765
Position 3787: 0.000245314465661527
Position 2801: 0.00019875278303887933
Position 1663: 0.0001919652946869575
Position 2698: 9.542651205187135e-05
Position 218: 8.406214170292254e-05
Position 2773: 8.222119360557333e-05
Position 1801: 7.045701530598079e-05
Position 2926: 5.628739446169888e-05
Position 1799: 2.6284432869716208e-05
Position 1789: 2.2245592760219904e-05
Position 199: 1.5493990142192512e-05
Position 3389: 9.64515289237973e-06
Position 411: 3.3084069009123244e-06
Position 51: 2.6073271740694128e-06
Position 3142: 1.110819954081048e-06
Position 3136: 9.769762215639126e-07
Position 113: 2.0804836662730065e-09
Position 101: 1.318612301307665e-09
Position 36: 1.1437610058684758e-09
Position 30: 3.4631049591726203e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3636: 0.9996625062512341
Position 1719: 0.9983274362676869
Position 2648: 0.9982973767946612
Position 3052: 0.7955620219257755
Position 1078: 0.6663415851027343
Position 2343: 0.5796580832735064
Position 3183: 0.5582507918903292
Position 4947: 0.40879301620799396
Position 3215: 0.29585636412478306
Position 2522: 0.24969728081422984
Position 1527: 0.19524192310062358
Position 4561: 0.16159573163571775
Position 4532: 0.13345876548589153
Position 3218: 0.09932424843074152
Position 4437: 0.08747179763348475
Position 4917: 0.08023086935669954
Position 2319: 0.06866155907081271
Position 2493: 0.06226402402789033
Position 4692: 0.04251853009748337
Position 4330: 0.0305434867643442
Position 3829: 0.03002574198025931
Position 275: 0.02668956744548002
Position 4444: 0.025566824512608576
Position 4369: 0.0245347388669504
Position 4307: 0.018113723535801166
Position 3907: 0.015878493441063585
Position 108: 0.014204001730498895
Position 5373: 0.013568597708585584
Position 4374: 0.012387849131758229
Position 316: 0.010952066216317608
Position 3945: 0.010566633345993389
Position 5727: 0.010169564059021585
Position 4275: 0.0097405841171883
Position 4481: 0.006235380528978426
Position 4301: 0.005355401175531975
Position 5250: 0.005275585423753084
Position 132: 0.0049716464641505614
Position 506: 0.004914833442407736
Position 4828: 0.004295319932035071
Position 5780: 0.0033785712258245686
Position 1398: 0.0033659746046390496
Position 3376: 0.0032555413998568653
Position 2136: 0.0028151220442311875
Position 110: 0.0024405265113577163
Position 3846: 0.00206329623956412
Position 1181: 0.0018170734912164909
Position 793: 0.0014066260053262458
Position 3974: 0.0011122119497537478
Position 517: 0.001091676646328885
Position 1155: 0.0009399277034973468
Position 2854: 0.0007971870172322418
Position 1335: 0.0007959944212120534
Position 2373: 0.0007435333852262531
Position 2392: 0.000696213949188067
Position 1178: 0.0006521335570711689
Position 813: 0.0006469377571254173
Position 2206: 0.0006190514763391297
Position 2907: 0.0005951463557783045
Position 1855: 0.0005297044297777917
Position 1755: 0.0004937625934393769
Position 1158: 0.0004448484936685316
Position 333: 0.00043873930497025467
Position 847: 0.0004381619480236471
Position 1151: 0.00043277233756883416
Position 239: 0.0003843864967632183
Position 2218: 0.00035899187197490544
Position 2091: 0.00031035991062299163
Position 1017: 0.00027888379798522234
Position 741: 0.0002506948240782981
Position 168: 0.00023151324859362654
Position 1737: 0.00022531049973262523
Position 2150: 0.00022064289270081985
Position 570: 0.00017207926686522025
Position 2554: 0.00012111067335892588
Position 143: 0.00011994498145737082
Position 1992: 9.611990007241975e-05
Position 180: 9.082339222391118e-05
Position 3063: 8.938831827662053e-05
Position 1980: 7.56411638306695e-05
Position 1864: 7.354139620172222e-05
Position 2670: 6.159162684616681e-05
Position 1793: 5.451398880953811e-05
Position 2004: 3.3822250455907664e-05
Position 153: 2.9774342447209363e-05
Position 2058: 2.8810722600253946e-05
Position 2041: 2.7223152440481943e-05
Position 1769: 1.5094091089639286e-05
Position 3609: 3.6873268291662735e-06
Position 3682: 1.714902283373106e-06
