Gene = bchs
index = 1626
Annotated 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
Annotated 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
SMsplice 5SS: [  119  1467  1767  3603  3849  5230  6310  6947  8199 11627 11787 12767
 13000 13279 13435 13628 13810]
SMsplice 3SS: [ 1143  1520  3247  3661  3903  5293  6366  7005  8267 11682 11853 12824
 13071 13332 13492 13694 13907]
top_k =  100
Partition function (log Z): 69.87848189255185

Sorted 5' Splice Sites (High to Low Probability):
Position 5230: 0.9999541471793669
Position 13000: 0.9997833214301065
Position 13435: 0.9983531583845736
Position 13810: 0.9983146019554772
Position 13279: 0.9979120564219364
Position 11627: 0.9974651399760813
Position 12767: 0.9968330849590397
Position 6947: 0.9960453739173206
Position 1767: 0.9953294229286604
Position 8199: 0.9949507364556008
Position 3849: 0.9942540147589503
Position 1467: 0.9913079807082004
Position 11787: 0.989828970384851
Position 3603: 0.9889132142682581
Position 13628: 0.9849542660856438
Position 6310: 0.9835102057599192
Position 119: 0.6673287809058976
Position 6442: 0.2358004829404078
Position 14100: 0.19657499403747578
Position 1923: 0.1706538189974877
Position 1083: 0.15583003946862162
Position 14766: 0.10987827304887592
Position 3003: 0.10044351622965751
Position 14152: 0.08308393208529927
Position 4665: 0.06574897981327868
Position 5815: 0.06255939972288524
Position 2689: 0.059425069346991
Position 475: 0.05614109787093976
Position 14127: 0.054496229949803424
Position 14566: 0.05131653075070745
Position 5524: 0.04803624218031299
Position 757: 0.03563504127498002
Position 2788: 0.03177612963861566
Position 7127: 0.025965225049196548
Position 4739: 0.02345638756137749
Position 400: 0.02328181513009704
Position 201: 0.022982727189133165
Position 388: 0.02286332880194391
Position 7662: 0.022447736098439853
Position 14829: 0.02237365577878871
Position 4684: 0.019289735484538648
Position 7217: 0.018752563412742864
Position 896: 0.017292200050931107
Position 3353: 0.015246852698788662
Position 14023: 0.015085348987630339
Position 7788: 0.014895364692893842
Position 12131: 0.013370019799868084
Position 922: 0.012943741156121697
Position 13135: 0.012199114719973187
Position 7850: 0.009294253839838599
Position 1353: 0.008326739372557434
Position 6314: 0.008148203660770164
Position 14042: 0.007888725830011599
Position 444: 0.007627447982178596
Position 2989: 0.006952395514968224
Position 834: 0.005346272656243646
Position 8171: 0.005049263544425937
Position 12006: 0.00496320095832014
Position 421: 0.004539659892999384
Position 3607: 0.00434745822434049
Position 2488: 0.004338922125827406
Position 433: 0.0036896939354464373
Position 3778: 0.002764759497451058
Position 719: 0.002713769675001105
Position 189: 0.002701664837283209
Position 904: 0.0025618209714849184
Position 2302: 0.002552320362152833
Position 1927: 0.0024943803380377797
Position 1011: 0.002384543958906075
Position 5529: 0.0023614624652714663
Position 3818: 0.00235177297799549
Position 1946: 0.0023386072303873016
Position 6290: 0.0022970612821560546
Position 14544: 0.0022400000220391026
Position 14017: 0.0022048033338723893
Position 396: 0.0021670011704272396
Position 3357: 0.002088066100951828
Position 225: 0.0020529267073652806
Position 5356: 0.0020159169754852655
Position 2328: 0.0018886817674094454
Position 7131: 0.0015801365567772395
Position 297: 0.001480288631328698
Position 13789: 0.0013453146489802992
Position 231: 0.001158990711497199
Position 12758: 0.001101563611705249
Position 929: 0.0010983337455690836
Position 4181: 0.0010904674614416008
Position 12761: 0.0010542548695790781
Position 43: 0.0009642035678897098
Position 1003: 0.000918971555890061
Position 152: 0.0008726931362613409
Position 1803: 0.0008479050160132521
Position 6496: 0.000751553804759216
Position 6465: 0.0007419188837883063
Position 729: 0.0007294872754123533
Position 12155: 0.000725702144211314
Position 13449: 0.0007081462931164583
Position 726: 0.0005862894583175028
Position 594: 0.0005822285198305257
Position 4109: 0.0005713013429895329
Position 3833: 0.0005701543722712254
Position 3584: 0.0005689051633660121
Position 4096: 0.0005232694174244434
Position 14549: 0.000512864086732406
Position 535: 0.0005064894591160711
Position 158: 0.00042868683154138377
Position 14161: 0.000419460166836495
Position 541: 0.0004151065762404285
Position 353: 0.00037725791602443646
Position 5526: 0.0003585963839613057
Position 3587: 0.0003159065317307116
Position 13624: 0.0003020319977325321
Position 3985: 0.0002918024530860157
Position 15: 0.000288593611080612
Position 1471: 0.00028855996727804686
Position 14285: 0.0002441217283934606
Position 13840: 0.0002361122364480024
Position 267: 0.0002235069418400286
Position 515: 0.00022077926390846856
Position 123: 0.00021634337991125098
Position 3521: 0.0001706139816977668
Position 403: 0.0001506755011469861
Position 3853: 0.00014151750360758594
Position 12973: 8.93341350386482e-05
Position 13439: 8.818706731070303e-05
Position 2033: 8.135935807281198e-05
Position 13153: 6.188151137169771e-05
Position 14061: 6.053305403454478e-05
Position 5601: 6.040405120664801e-05
Position 13389: 5.867392445033042e-05
Position 14145: 4.744989797625614e-05
Position 12885: 4.696520833251958e-05
Position 3398: 4.606825923966757e-05
Position 1752: 4.523337517747394e-05
Position 14139: 4.2967175183734486e-05
Position 13004: 3.848856113280022e-05
Position 13814: 3.5422877765100615e-05
Position 1680: 3.192345278711791e-05
Position 3738: 2.9774691688334606e-05
Position 13174: 2.82061655203025e-05
Position 5866: 2.7069537585166644e-05
Position 5564: 2.478286517319397e-05
