Gene = SRm160
index = 1464
Annotated 5SS: [ 444 1838 2519]
Annotated 3SS: [ 602 1907 2583]
SMsplice 5SS: [ 444 1838 2519]
SMsplice 3SS: [ 602 1907 2583]
top_k =  100
Partition function (log Z): 5.054030145743857

Sorted 5' Splice Sites (High to Low Probability):
Position 1838: 0.9995439479086897
Position 2519: 0.9976497416538241
Position 444: 0.9694305262416916
Position 3718: 0.48664001658307415
Position 3740: 0.021485233133074284
Position 818: 0.020870400978062188
Position 3729: 0.006348412783949961
Position 3608: 0.004024587271069746
Position 788: 0.0039700227948254035
Position 2937: 0.003072324256122759
Position 937: 0.0013002232684085598
Position 490: 0.0011350917789963225
Position 251: 0.0007502383631875622
Position 249: 0.000658560740515584
Position 253: 0.0005267735662332302
Position 513: 0.00041445964819421504
Position 892: 0.0003886445359681917
Position 79: 0.0003729058294206077
Position 4015: 0.00011946162369187069
Position 295: 0.0001136056443737381
Position 517: 7.214042020703567e-05
Position 2322: 6.616152054845936e-05
Position 4062: 6.0330602318520614e-05
Position 349: 5.788512071662477e-05
Position 285: 5.3987771151509026e-05
Position 2099: 4.9462293541677234e-05
Position 288: 4.2734130645983074e-05
Position 2761: 4.238593648896982e-05
Position 46: 1.915545086065098e-05
Position 363: 1.786530957608345e-05
Position 255: 1.2458752354138341e-05
Position 2510: 9.681979346759475e-06
Position 2525: 9.518140455977186e-06
Position 148: 9.422597435799126e-06
Position 1781: 9.156689192784273e-06
Position 2426: 9.07830853117466e-06
Position 2523: 8.781444880021178e-06
Position 1816: 8.018139398906398e-06
Position 265: 6.89831393943198e-06
Position 84: 4.4784144537307895e-06
Position 170: 3.2016684697035973e-06
Position 1365: 2.962856751297651e-06
Position 257: 2.3854205071789645e-06
Position 457: 2.1058105926000624e-06
Position 168: 2.0770875709336586e-06
Position 11: 1.251947743383995e-06
Position 9: 8.942328489348175e-07
Position 185: 3.615811385897253e-07
Position 3691: 7.316242489921814e-08
Position 2378: 4.8296112172892594e-08
Position 2483: 3.5236152886716433e-09
Position 1135: 2.5190827811666246e-10
Position 1774: 1.4673917632410577e-10
Position 693: 4.972521910273219e-11
Position 1633: 4.3273111312273246e-11
Position 1388: 3.306254617310547e-11
Position 2408: 2.6684844455489072e-11
Position 437: 4.847742620236246e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1907: 0.9983454518018752
Position 2583: 0.997604306911086
Position 602: 0.756619795745639
Position 3795: 0.46030369055011794
Position 617: 0.07259634728556888
Position 1102: 0.07031568587169115
Position 923: 0.04094884108494975
Position 614: 0.027765898216977242
Position 3825: 0.020120059495633585
Position 3822: 0.01782754125048353
Position 3800: 0.010295569231935772
Position 1780: 0.008403727525303004
Position 1091: 0.004580566033362986
Position 1760: 0.004410352028959689
Position 3837: 0.0037804225938355587
Position 4049: 0.0031850540007941856
Position 1471: 0.002552526371572049
Position 3949: 0.002304774836544755
Position 620: 0.002267632622067158
Position 884: 0.0020739091655670077
Position 1946: 0.0015818951172645805
Position 803: 0.0015164489859254057
Position 3912: 0.0010021432779370354
Position 1147: 0.0008571867828178054
Position 404: 0.000848814192681155
Position 989: 0.0006073371807163976
Position 3865: 0.0005896108625237294
Position 1051: 0.000577523089919156
Position 3711: 0.0005253979362527836
Position 3920: 0.0005024549274465235
Position 4074: 0.00042304522624436925
Position 739: 0.00042211868312290576
Position 1118: 0.0003989081640251897
Position 3964: 0.0003428735553074402
Position 136: 0.00034065546824659773
Position 968: 0.0003259159695098918
Position 339: 0.0003134042663276329
Position 1057: 0.0002907724376810202
Position 962: 0.0002784065362978631
Position 945: 0.00021743623207312723
Position 3139: 0.0001338067060841144
Position 4097: 0.00013132092285347263
Position 4117: 0.00012005356442695695
Position 363: 0.00011947481342815865
Position 689: 9.016110391114239e-05
Position 2825: 8.884694202073649e-05
Position 2377: 6.211349065102771e-05
Position 3409: 4.839960080641229e-05
Position 426: 4.26638814043477e-05
Position 2238: 3.812797402618424e-05
Position 3149: 3.255180221438304e-05
Position 2208: 3.1053892350778626e-05
Position 3674: 2.7951696272331e-05
Position 3280: 2.6240849034338165e-05
Position 2157: 2.089596725914799e-05
Position 2998: 1.6246037623723767e-05
Position 2750: 1.5963956983949282e-05
Position 2648: 1.2984020566427006e-05
Position 3074: 1.123049135256522e-05
Position 2645: 1.118478671032376e-05
Position 268: 1.0361496019378457e-05
Position 117: 1.0051519506780526e-05
Position 198: 8.147455744282372e-06
Position 2111: 6.216260561466681e-06
Position 2169: 5.2032794080379476e-06
Position 1989: 3.130595980609016e-06
Position 97: 3.034608847011976e-06
Position 146: 2.593429731061341e-06
Position 79: 2.146180592318813e-06
Position 166: 1.6969783981274706e-06
Position 385: 1.1023027195817842e-06
Position 101: 5.171598647513429e-07
Position 431: 1.661290207076547e-07
Position 2766: 2.6826637526654215e-09
Position 2642: 1.9832599338803633e-09
