Gene = Tif-IA
index = 1560
Annotated 5SS: [ 439  978 3810 4046 8027]
Annotated 3SS: [ 495 3317 3869 7776 8083]
SMsplice 5SS: [ 439 3810 4046 8027]
SMsplice 3SS: [3317 3869 7776 8083]
top_k =  100
Partition function (log Z): -1.0656363847807235

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.9999388164517256
Position 3810: 0.9467692159021801
Position 4046: 0.9454499342034013
Position 8027: 0.9156235718193568
Position 978: 0.6348606631357497
Position 2426: 0.2028797893761486
Position 67: 0.15955344280756217
Position 3457: 0.08400300897286443
Position 4821: 0.052454964203736076
Position 1493: 0.04168620419798578
Position 608: 0.012247702731210635
Position 239: 0.006705868531561223
Position 793: 0.005887506305346734
Position 900: 0.005198423404356854
Position 1522: 0.004668851223075756
Position 1507: 0.004032781698311036
Position 53: 0.0021004992786035634
Position 159: 0.0011211856610590203
Position 146: 0.001031321130482254
Position 505: 0.0005458506297891427
Position 3903: 0.0005302980376877015
Position 4117: 0.00030719485034859856
Position 189: 0.00021358840749290597
Position 85: 0.00013696528643710544
Position 280: 5.59824288555526e-05
Position 921: 4.3035473131483655e-05
Position 163: 1.591401205228843e-05
Position 165: 9.436172685258819e-06
Position 250: 3.727172714901754e-06
Position 460: 3.1314826329603004e-06
Position 319: 1.7991119795244686e-06
Position 443: 5.185692249592115e-07
Position 464: 5.165393639276127e-07
Position 476: 5.6473230740225176e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7776: 0.9957398171205847
Position 3869: 0.9418553779618971
Position 3317: 0.9137847131214921
Position 8083: 0.8294078090803074
Position 495: 0.48110932206383134
Position 2271: 0.1795706552419299
Position 556: 0.09529150103992773
Position 8123: 0.08453854926003179
Position 136: 0.07590150486852407
Position 668: 0.07305898909228298
Position 267: 0.07001436689052032
Position 3510: 0.06161705781242216
Position 3063: 0.04363502172991523
Position 1038: 0.04010947674152546
Position 4498: 0.03928787219439688
Position 1078: 0.0193819707433368
Position 3892: 0.01106021825997003
Position 1055: 0.010329231327693419
Position 163: 0.00969498461958707
Position 1340: 0.00896397694544743
Position 844: 0.00835980140214961
Position 4083: 0.007980065559669399
Position 294: 0.006854978864619111
Position 189: 0.006488630500407538
Position 504: 0.004172409880437231
Position 2115: 0.003943424760439462
Position 8176: 0.0016772134790179027
Position 340: 0.0015499140298704534
Position 7411: 0.0009498812464967856
Position 523: 0.0006890019358826193
Position 198: 0.00023899538848785583
Position 5540: 0.00023869904698365366
Position 879: 0.00019812655198865202
Position 793: 0.0001300410579649644
Position 243: 6.939965979026194e-05
Position 345: 5.2168759311269553e-05
Position 319: 4.7389771535039134e-05
Position 600: 1.7906104584166357e-05
Position 4141: 1.701957334176658e-05
Position 928: 1.5829884649883378e-05
Position 239: 8.552069108828168e-06
Position 355: 7.6861382632237e-06
Position 376: 7.309727078860637e-06
Position 967: 4.947305104199267e-06
Position 342: 2.807530832444246e-06
Position 206: 2.567392109753596e-06
Position 361: 2.5452541164703375e-06
Position 379: 1.3071306603738484e-06
Position 402: 5.511819781962665e-07
Position 430: 1.7837984007912464e-07
