Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  100
Partition function (log Z): 10.30718788962108

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9994246558495433
Position 2507: 0.9928760678164656
Position 389: 0.9582713896992411
Position 1074: 0.9446209131412538
Position 2003: 0.087032077459568
Position 15: 0.06545125865820788
Position 42: 0.03562827675247232
Position 1086: 0.03524559670908935
Position 424: 0.03406538993328096
Position 2298: 0.025969096376446038
Position 2033: 0.011683248903258194
Position 1519: 0.006942284447904186
Position 3048: 0.006367045591536197
Position 2469: 0.00442321292522066
Position 570: 0.0040830365472197235
Position 1404: 0.0026686367777253614
Position 3116: 0.00254607733286253
Position 1321: 0.002476768026213748
Position 2163: 0.0023826463439394372
Position 1182: 0.002328877410950838
Position 393: 0.0021801983933173977
Position 115: 0.0018458926135451522
Position 2679: 0.0017677089060617998
Position 3145: 0.0015956108026118046
Position 648: 0.0015219347135812088
Position 1628: 0.0015091672020135563
Position 2702: 0.0008694970745411224
Position 202: 0.0008338936787297477
Position 3277: 0.0007294022103971014
Position 930: 0.0006511091449165878
Position 852: 0.0006057446314070134
Position 2982: 0.0005780828735246617
Position 2693: 0.0005536208429356164
Position 2511: 0.0005248747014101915
Position 3200: 0.00037683503329432683
Position 418: 0.0003349328341094098
Position 2970: 0.00025084072287636435
Position 2847: 0.00025036021858724583
Position 411: 0.00018276140052409317
Position 131: 0.00014193743353048155
Position 3120: 0.0001089364757758576
Position 3215: 9.507178861672479e-05
Position 55: 8.40699673811303e-05
Position 214: 6.227552480032582e-05
Position 1301: 6.168802788033789e-05
Position 1258: 3.744764040800757e-05
Position 159: 1.0296651421059126e-05
Position 21: 1.5390608219404864e-06
Position 90: 7.491033423409223e-07
Position 293: 6.026057110219474e-07
Position 2731: 3.1935652492024387e-07
Position 2877: 3.1143191264382406e-07
Position 277: 2.9852668570652496e-07
Position 19: 2.8735400314531793e-07
Position 263: 2.412782722565268e-07
Position 296: 8.284516597764974e-08
Position 2786: 3.1455673581276796e-08
Position 2789: 6.413219898609187e-09
Position 2648: 4.927493262874709e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.9913772063720847
Position 2563: 0.9907292866839733
Position 1820: 0.7923907438491871
Position 809: 0.6766281616677188
Position 2388: 0.2541881326308332
Position 893: 0.2510638406473195
Position 114: 0.09070488785667531
Position 1181: 0.05291801407426908
Position 527: 0.016572648664506886
Position 2215: 0.014754124909533161
Position 639: 0.014244663965908597
Position 929: 0.01281404864452885
Position 268: 0.008385936132785854
Position 2945: 0.008298846689218528
Position 1709: 0.006307498583483517
Position 3116: 0.006255394837872158
Position 835: 0.005817359535323809
Position 2550: 0.005562070570057703
Position 446: 0.004690542469135728
Position 720: 0.004668169737274386
Position 2279: 0.0046471733345504335
Position 3192: 0.0033383779161483564
Position 1633: 0.002879034446865447
Position 2757: 0.0028776764101406797
Position 1614: 0.0023514058470694805
Position 1470: 0.0021426080715406955
Position 1753: 0.00199723613413779
Position 1533: 0.001909949176982132
Position 2744: 0.0015815330269701071
Position 3260: 0.0011916164283079626
Position 1582: 0.0009926923787890068
Position 3208: 0.0009770430827035334
Position 995: 0.0009519052828523792
Position 2624: 0.0007419900560194591
Position 3360: 0.0007294022103971009
Position 1536: 0.0006719446658827449
Position 202: 0.000527869031121823
Position 479: 0.0004841658652497364
Position 731: 0.0004674585844421548
Position 970: 0.00046283447283432125
Position 208: 0.00044177316383824724
Position 149: 0.0002020937066530771
Position 302: 0.0001985134983827695
Position 815: 0.0001848071577591653
Position 2602: 0.00017559392140461584
Position 2630: 0.00017134771165187756
Position 214: 0.00015608349372738043
Position 3044: 0.00015606947352193268
Position 226: 0.00013212981022827147
Position 482: 5.4019859136162805e-05
Position 347: 3.0024509293084528e-05
Position 540: 2.111552072033631e-05
Position 738: 1.1100760797385146e-05
Position 570: 9.714226472352382e-06
Position 644: 4.5169667880000105e-06
Position 622: 3.840988168334745e-06
Position 1219: 3.3100277662791746e-06
Position 1387: 3.166143829058211e-06
Position 168: 4.841209107750157e-07
Position 270: 1.8128937059018655e-08
