Gene = mEFTs
index = 1761
Annotated 5SS: [ 615 1072]
Annotated 3SS: [ 822 1176]
SMsplice 5SS: [ 615 1072]
SMsplice 3SS: [ 822 1176]
top_k =  100
Partition function (log Z): 1.3040362858890118

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9933777141836767
Position 615: 0.9011441977944235
Position 653: 0.05306254923221939
Position 1384: 0.03937785796802545
Position 619: 0.038830055562851226
Position 412: 0.02380707579528372
Position 1392: 0.013703067879642625
Position 1096: 0.0025841802827535607
Position 999: 0.0017991866965860808
Position 606: 0.0012272376809726025
Position 730: 0.0011947242440620023
Position 304: 0.00105731913090507
Position 648: 0.0008493865361191316
Position 1327: 0.0005665823628456676
Position 1405: 0.00039651116611218504
Position 633: 0.00036624194412708424
Position 1121: 0.00021860637897861646
Position 47: 0.000148285487434607
Position 30: 0.0001346458038973974
Position 220: 0.00010173912542900422
Position 452: 9.774827630989716e-05
Position 60: 8.523245019239318e-05
Position 622: 3.7770706796086366e-05
Position 256: 3.0026223575443976e-05
Position 905: 8.159269652192168e-06
Position 526: 8.120133932249163e-06
Position 946: 3.6002239823426695e-06
Position 880: 1.7448965562378477e-06
Position 259: 1.3358108532917758e-06
Position 336: 8.257464667666152e-07
Position 130: 7.179653961217656e-07
Position 973: 4.3108994987987623e-07
Position 1025: 3.9923730253909023e-07
Position 1065: 2.1046110442963616e-07
Position 127: 1.5290135707949573e-07
Position 1012: 7.667671196222611e-08
Position 1023: 6.703537043095109e-08
Position 511: 1.413762028410232e-09
Position 1003: 4.5773744773141853e-10
Position 916: 3.165697060866345e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 822: 0.997158726123596
Position 1176: 0.9721227612430811
Position 1464: 0.04055379215359267
Position 485: 0.023166094751054654
Position 1202: 0.01681748046423786
Position 1141: 0.0074539899271038774
Position 1452: 0.00651743245727153
Position 1443: 0.00267733347994413
Position 1557: 0.0017956446483138396
Position 1157: 0.0015643777378341133
Position 742: 0.001410493268974201
Position 1482: 0.0010544574783041478
Position 1491: 0.00040702383521719235
Position 1383: 0.0003636953496372598
Position 1748: 0.00028108649012345354
Position 1560: 0.00016614245267675397
Position 1515: 0.00013043504979880335
Position 1602: 0.00010900658552312936
Position 86: 7.763437120563929e-05
Position 127: 7.70706387471559e-05
Position 1581: 7.507829510305467e-05
Position 1819: 3.716944971748221e-05
Position 846: 3.625223741502433e-05
Position 247: 3.361076313506738e-05
Position 303: 2.5056737889266093e-05
Position 451: 2.151491992857543e-05
Position 264: 1.7181830996533928e-05
Position 412: 1.1123369435540175e-05
Position 93: 1.0711013965207215e-05
Position 831: 1.0288016136634777e-05
Position 352: 1.0132586571849925e-05
Position 297: 9.763409212260278e-06
Position 976: 6.385371008742616e-06
Position 843: 4.202166366347739e-06
Position 524: 3.286375843212443e-06
Position 392: 2.1975522383525572e-06
Position 996: 1.6325901830357832e-06
Position 672: 1.2447674191632834e-06
Position 204: 1.1702050351129044e-06
Position 1305: 5.913149907791184e-07
Position 1115: 5.13201583109736e-07
Position 98: 9.730031203253542e-10
Position 143: 8.965106215823619e-10
