Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  100
Partition function (log Z): 16.819822798038523

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9994033046611746
Position 358: 0.997663935386781
Position 4495: 0.9953690170089421
Position 3215: 0.9938121870030058
Position 1001: 0.9736670061174553
Position 2018: 0.9152872679478234
Position 1213: 0.8933095362353372
Position 1355: 0.055430876360865446
Position 1576: 0.046684818849643935
Position 1418: 0.04285562738744505
Position 70: 0.025880099090646595
Position 1006: 0.016510874615444156
Position 3476: 0.016370170509329852
Position 778: 0.011379162202536064
Position 2022: 0.01002214194999083
Position 1357: 0.009351944978220625
Position 4667: 0.006178059270476521
Position 2294: 0.005253016848178754
Position 897: 0.005098346954484936
Position 759: 0.004257160374845101
Position 4835: 0.004101040323294594
Position 4843: 0.0038771708074761386
Position 3196: 0.0028357864605207863
Position 74: 0.002737061864998397
Position 786: 0.0026916058162925953
Position 273: 0.002254254765011969
Position 1201: 0.0018543969387460131
Position 3872: 0.0012228628160283047
Position 3493: 0.001193289209668058
Position 3178: 0.0010963813507384422
Position 918: 0.001007845550097273
Position 1220: 0.0006525542109715234
Position 4951: 0.0004257587711981617
Position 60: 0.00024199946019276328
Position 94: 0.00020887709506421754
Position 32: 0.00020733922920784383
Position 362: 0.00020719537310818714
Position 3166: 0.0001788690460423079
Position 379: 0.00016605127309941677
Position 757: 0.00015414183893694988
Position 4499: 0.00014406947182638732
Position 37: 0.00013733182107621622
Position 96: 0.00013143213638984084
Position 4700: 0.00010950341393505707
Position 644: 9.998987024186042e-05
Position 2540: 9.956744464105029e-05
Position 843: 9.705359342161459e-05
Position 884: 5.2064038566232105e-05
Position 323: 2.1553458714360664e-05
Position 546: 1.2550759413586423e-05
Position 566: 1.1319044852231065e-05
Position 1361: 1.0128927317872718e-05
Position 173: 7.614283675798808e-06
Position 275: 6.955369008979982e-06
Position 1157: 6.851763640296432e-06
Position 72: 4.256071478744118e-06
Position 277: 2.7588232505201485e-06
Position 117: 2.2822258802678824e-06
Position 144: 1.7980624424598357e-06
Position 1529: 1.232822771684878e-06
Position 2327: 1.2023118008238134e-06
Position 2162: 7.594534111832371e-07
Position 2397: 5.663994906589147e-07
Position 4653: 1.7639733657581982e-07
Position 4225: 1.2962664528727147e-07
Position 4417: 4.979418382935522e-08
Position 3617: 2.5601234293639477e-10
Position 187: 8.420707776390152e-12
Position 309: 8.188312887592021e-12
Position 137: 3.1863135093090417e-12
Position 161: 2.796914773121502e-12
Position 207: 2.309866956933473e-12
Position 4117: 1.242990771020156e-12
Position 128: 8.058843728518249e-13
Position 146: 5.754172908560337e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 615: 0.997283974564789
Position 1056: 0.9958243058067522
Position 4552: 0.9951150342496444
Position 423: 0.9925989086715944
Position 3271: 0.9907381722690614
Position 2074: 0.9834934480324423
Position 1266: 0.7336485608814544
Position 1417: 0.09259568727655974
Position 1698: 0.09208927699827522
Position 1273: 0.045289393484464265
Position 155: 0.025808223649330737
Position 834: 0.019819096703711507
Position 1279: 0.013973956171742035
Position 1658: 0.011425378119597906
Position 3766: 0.010026887599897812
Position 3694: 0.0075905225861793895
Position 3283: 0.006627730228667905
Position 2749: 0.004868273451570779
Position 5021: 0.004559210498672728
Position 435: 0.00349653604263622
Position 5037: 0.0030189057575892176
Position 4104: 0.002349651821975394
Position 2353: 0.0023237835661711562
Position 4903: 0.002156949687489962
Position 258: 0.0020272551036107046
Position 4726: 0.0019536505988680076
Position 4732: 0.0017291256596344944
Position 323: 0.0015296437753064228
Position 495: 0.0010638766448337264
Position 161: 0.0009702761494851863
Position 426: 0.0008426774104979194
Position 347: 0.0007419547130039834
Position 878: 0.0005600014083297596
Position 4916: 0.0005017070476126857
Position 1073: 0.00044161709312441936
Position 4887: 0.0004300847367328795
Position 320: 0.00041129941172556787
Position 1085: 0.0003529118211622065
Position 3671: 0.0002824297299645006
Position 1451: 0.00022263842581530252
Position 4736: 0.00020127058048329783
Position 4619: 0.0001522424360473886
Position 4790: 0.00013387758841383065
Position 5099: 0.00012958983961175224
Position 4719: 0.00012629907476685462
Position 273: 0.00011611440947815964
Position 937: 9.243778368602303e-05
Position 627: 6.38055719971687e-05
Position 634: 5.595974075630997e-05
Position 896: 5.351697308692407e-05
Position 704: 3.516011411295594e-05
Position 187: 1.811621682451356e-05
Position 384: 1.5090203135002132e-05
Position 917: 1.4390347038536244e-05
Position 1062: 1.4370668756942815e-05
Position 884: 1.3885763513838955e-05
Position 503: 1.3754595727077893e-05
Position 965: 1.2766368393684518e-05
Position 225: 8.18763093383093e-06
Position 1131: 5.757970746332146e-06
Position 515: 1.7335827922555186e-06
Position 527: 4.588405693984428e-07
Position 512: 4.29471422206867e-07
