Gene = Grasp65
index = 1201
Annotated 5SS: [164]
Annotated 3SS: [599]
SMsplice 5SS: [164]
SMsplice 3SS: [599]
top_k =  100
Partition function (log Z): -4.628635912889952

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9726184997457291
Position 441: 0.018214791949631756
Position 265: 0.010512891840296211
Position 1042: 0.005397208729197253
Position 375: 0.003557169923393348
Position 2091: 0.0026480646573066387
Position 1775: 0.0025154433007055087
Position 201: 0.002124222347466915
Position 1596: 0.001798729850118758
Position 1079: 0.001380623830059029
Position 788: 0.001337374146880383
Position 1349: 0.000762633658094254
Position 959: 0.0005633451292994442
Position 1529: 0.00024314121006073679
Position 503: 0.00018172926926647863
Position 274: 0.00016207712616323378
Position 445: 0.0001231468776792057
Position 168: 9.693453894081995e-05
Position 170: 8.72016138245264e-05
Position 2026: 8.449596867682703e-05
Position 248: 6.308064278246017e-05
Position 470: 5.814236353124093e-05
Position 349: 1.7708383868398063e-07
Position 363: 6.827955628125982e-08
Position 70: 4.460696748583008e-08
Position 185: 1.9883822819677894e-09
Position 3: 3.648396124399971e-12
Position 61: 3.535700015474787e-12
Position 50: 3.0903793450077683e-12
Position 142: 2.2043657722160976e-12
Position 29: 1.6524863393609874e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 599: 0.9878519269218654
Position 1168: 0.006477160280541867
Position 1657: 0.006289509767684135
Position 2162: 0.005632618667672225
Position 307: 0.002726194755931984
Position 231: 0.0026650319511223705
Position 1831: 0.002354285503800237
Position 432: 0.0015786836781736778
Position 349: 0.0014490297610113324
Position 542: 0.0012089416423247538
Position 1856: 0.0008365628222874394
Position 562: 0.0005848376178431762
Position 506: 0.0005590099202805181
Position 622: 0.000548195357496539
Position 1027: 0.0004143055876003677
Position 1702: 0.0004120235522297875
Position 264: 0.0003949257766976223
Position 2198: 0.0003894131720274232
Position 546: 0.0003033391221880665
Position 509: 0.0002531204392720558
Position 643: 0.00025136755949489145
Position 485: 0.00023524440786624285
Position 363: 0.00023369759945536073
Position 565: 0.00022688633418207652
Position 1450: 0.00020390495855122793
Position 616: 0.0001711742137397582
Position 923: 8.764404465937867e-05
Position 774: 7.427505225957791e-05
Position 274: 4.8378453924888105e-05
Position 238: 3.566827331852781e-05
Position 279: 3.38489654752158e-05
Position 248: 3.453100019822415e-08
