Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179 5890]
SMsplice 3SS: [ 5835 11067]
top_k =  100
Partition function (log Z): -4.022997154175544

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9989765180121076
Position 5890: 0.5532669326977102
Position 104: 0.1262482500233684
Position 100: 0.10050199089440945
Position 198: 0.06923001254410785
Position 6779: 0.03240668443775888
Position 1602: 0.02453275851147542
Position 151: 0.023276813816589737
Position 6538: 0.017186259274502076
Position 189: 0.011092042044069302
Position 6534: 0.005667031172726038
Position 1969: 0.004136296079671781
Position 6: 0.003814597807972356
Position 6858: 0.0028412068910486487
Position 6132: 0.0024974980643150384
Position 380: 0.0008558555890719622
Position 1850: 0.0003559932693672432
Position 284: 0.00020750268262702067
Position 67: 0.00018463591800306812
Position 148: 7.979703663275661e-05
Position 1791: 8.783574657690022e-06
Position 1091: 3.8622479444017286e-06
Position 1236: 2.581208267608337e-06
Position 2029: 2.4432074538306568e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11067: 0.9989189115394055
Position 5835: 0.5695274336442245
Position 250: 0.16830870416330448
Position 449: 0.09519253415937574
Position 1053: 0.034112506332969826
Position 6273: 0.023951468220195976
Position 1427: 0.023238394253387154
Position 5799: 0.01714097060593151
Position 418: 0.01267749410129063
Position 284: 0.007388179109679927
Position 1107: 0.004904704268926131
Position 423: 0.004110023933091591
Position 6154: 0.003418171471756436
Position 297: 0.003053909336580958
Position 1515: 0.0020548160793369633
Position 185: 0.0019848479512519484
Position 1910: 0.0018516413401125187
Position 70: 0.0017936151003117387
Position 1715: 0.001353840559952848
Position 10110: 0.0006292167038166299
Position 664: 0.0005855238554088574
Position 1380: 0.0005213181935620472
Position 732: 0.0003323606941474411
Position 7686: 0.00027172209214009217
Position 508: 7.845344246186753e-06
Position 67: 6.6114899414116605e-06
Position 729: 6.018235578982591e-06
Position 1324: 4.469905451601006e-06
Position 565: 4.364910622345237e-06
Position 5946: 3.87987611204554e-06
Position 460: 3.3096005187694697e-06
Position 1388: 3.297770061325653e-06
Position 6322: 2.9591028339403715e-06
Position 213: 1.907237924513151e-06
Position 1435: 1.7602366923139814e-06
Position 1364: 1.4057175679838462e-06
Position 1531: 1.2459344396377117e-06
Position 1300: 1.2395884042557142e-06
Position 1563: 9.473512123884593e-07
Position 2104: 1.3734079798851023e-07
Position 2586: 1.0082375954305077e-07
Position 3467: 6.541370919851151e-08
Position 1914: 3.044804604395011e-08
Position 2711: 2.4192397705405048e-08
