Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  100
Partition function (log Z): -2.403234152407994

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9955401130214524
Position 414: 0.7456003098992373
Position 3595: 0.40316936016532146
Position 942: 0.29397251086881215
Position 5869: 0.07844544757416147
Position 745: 0.016328787227796022
Position 2335: 0.014852298660131559
Position 5887: 0.01149511239615493
Position 55: 0.009681622416755147
Position 5358: 0.007726089564624721
Position 801: 0.0038135345963687776
Position 1885: 0.0032605581798594054
Position 2331: 0.00277933676441091
Position 5004: 0.0019501070182420227
Position 5370: 0.00114053851512664
Position 5876: 0.0005986842019330741
Position 216: 0.000500873599392112
Position 1682: 0.00040965809735521956
Position 389: 0.00033611952344552327
Position 87: 0.0002633329911342462
Position 510: 0.00018875952947253
Position 617: 0.00017712721877384587
Position 5564: 0.00013468497165231946
Position 626: 0.00012723034785660115
Position 236: 6.262558368039459e-05
Position 5383: 5.376769991033779e-05
Position 25: 4.624468830917814e-05
Position 5203: 3.9635517133696104e-05
Position 1482: 2.494722235700292e-05
Position 1326: 1.2917238487772875e-05
Position 5048: 1.2717994208446539e-05
Position 210: 1.0136024960710735e-05
Position 230: 9.46087886771821e-06
Position 224: 7.68331450075191e-06
Position 79: 7.633563640857887e-06
Position 238: 3.5467406831052177e-06
Position 37: 2.0121937091067888e-06
Position 39: 1.3785038774724936e-06
Position 527: 8.96780850938769e-07
Position 47: 5.649870592447385e-07
Position 4994: 4.0413916620768455e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.9994040612659245
Position 3491: 0.7440091346408803
Position 4652: 0.35750951100011436
Position 3494: 0.15186207028023269
Position 3672: 0.12438828607705242
Position 5960: 0.09103040413070478
Position 579: 0.04655832763904352
Position 470: 0.01597988699489795
Position 3920: 0.012181892777351572
Position 1586: 0.008825781307863276
Position 3801: 0.008807695251990823
Position 1977: 0.004635707842492955
Position 5438: 0.004601713838704874
Position 2140: 0.003220830658793929
Position 1380: 0.002201850871064783
Position 5428: 0.0019396054458700714
Position 129: 0.0015000727299783292
Position 692: 0.0013450025371070488
Position 5748: 0.0012832065225956645
Position 1980: 0.0012745990406671428
Position 874: 0.001259444784625013
Position 2108: 0.001143081980875
Position 5065: 0.0010899146131657937
Position 290: 0.0010831356167545398
Position 609: 0.0008346448000767151
Position 5102: 0.0007876863221314281
Position 602: 0.0007275617000036668
Position 676: 0.0006061522680409749
Position 162: 0.0005716424306007723
Position 4903: 0.000546821893226095
Position 797: 0.0004726141816955703
Position 5793: 0.00032771762596299633
Position 445: 0.0002417702572056291
Position 5796: 0.0001532780929383525
Position 5617: 0.00013468497165231946
Position 5547: 8.57037397658483e-05
Position 5441: 7.389522921350546e-05
Position 5401: 4.94654147915075e-05
Position 5275: 3.9913644816705465e-05
