Gene = ICA69
index = 1217
Annotated 5SS: [ 933 1242]
Annotated 3SS: [1001 1302]
SMsplice 5SS: [ 933 1242]
SMsplice 3SS: [1001 1302]
top_k =  100
Partition function (log Z): -0.9724224436930631

Sorted 5' Splice Sites (High to Low Probability):
Position 933: 0.9835290273581853
Position 1242: 0.9613494196595811
Position 15: 0.04913598725035075
Position 1139: 0.01961479286597003
Position 1229: 0.009932037500528913
Position 907: 0.00788631883684735
Position 474: 0.0025328381391839807
Position 50: 0.002087685773799457
Position 95: 0.0018770716735644318
Position 879: 0.0013475719656343692
Position 671: 0.0008729082836889455
Position 1212: 0.0007978350574406061
Position 1226: 0.0007359584272601625
Position 619: 0.0006553656046714444
Position 847: 0.0006052054252609145
Position 1194: 0.00046975922650681703
Position 210: 0.0004390713409343531
Position 396: 0.00033710598166625987
Position 857: 0.00026288856318544974
Position 1367: 0.00017792946371428242
Position 24: 0.00014915507352092697
Position 1150: 8.742561431910639e-05
Position 565: 8.480546908824726e-05
Position 303: 7.757634865242302e-05
Position 885: 5.8617728293663344e-05
Position 578: 4.95291934288977e-05
Position 1436: 4.9323585524218624e-05
Position 1574: 3.610164696051523e-05
Position 563: 3.574894918958993e-05
Position 1152: 2.807840865301113e-05
Position 809: 2.731234274411962e-05
Position 317: 2.6584102380743665e-05
Position 956: 2.4980659905172487e-05
Position 366: 2.1468396945639985e-05
Position 645: 1.8643427356724553e-05
Position 1067: 1.560611712090267e-05
Position 681: 1.3375793250588874e-05
Position 399: 1.2824697711643119e-05
Position 359: 1.0549448021158924e-05
Position 1034: 6.409258885811198e-06
Position 1568: 5.422225994549637e-06
Position 476: 2.9475353677266957e-07
Position 708: 1.3039697779585826e-07
Position 675: 1.3035830212452654e-07
Position 569: 8.232650351556785e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1001: 0.9963112123494376
Position 1302: 0.9857230811425183
Position 135: 0.03206227936186783
Position 161: 0.013299819077432733
Position 1188: 0.0073237950457763785
Position 533: 0.0025317906817606296
Position 1017: 0.001518835886080155
Position 395: 0.0014242468627092579
Position 200: 0.0013859717383627292
Position 320: 0.0010957148494018323
Position 300: 0.000615771543141013
Position 1308: 0.0005568873514254809
Position 557: 0.0003309376488463136
Position 258: 0.0002956416367226063
Position 1014: 0.00027390544573352183
Position 665: 0.00022195724138169458
Position 455: 0.00021430450868666239
Position 1425: 0.0001260953435705979
Position 1514: 7.228964548752553e-05
Position 1654: 3.499512924212481e-05
Position 1314: 1.9396570426725537e-05
Position 1521: 1.5184371139102004e-05
Position 1484: 1.2440838589825186e-05
Position 1422: 1.1057576202724386e-05
Position 1737: 9.342875299655018e-06
