Gene = Nelf-E
index = 1314
Annotated 5SS: [ 217  793 1049]
Annotated 3SS: [ 274  881 1112]
SMsplice 5SS: [ 217  793 1049]
SMsplice 3SS: [ 274  881 1112]
top_k =  100
Partition function (log Z): 8.333369120158112

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9993420715653396
Position 793: 0.9976140128856115
Position 217: 0.9963570068630118
Position 50: 0.03112418814057639
Position 12: 0.0010425277132647805
Position 195: 0.0008354730842800945
Position 1160: 0.00023325234473031242
Position 816: 0.00017548975707360192
Position 647: 0.00016813166411874458
Position 1203: 0.0001559203974372223
Position 797: 0.00011096606795449498
Position 973: 7.104300801829954e-05
Position 810: 5.2638188695288005e-05
Position 363: 4.481617987466769e-05
Position 108: 2.8550192645036048e-05
Position 368: 2.7033284028945105e-05
Position 716: 2.0915283513512243e-05
Position 18: 2.056204751441985e-05
Position 1240: 2.0452570830895725e-05
Position 764: 1.821425835698275e-05
Position 555: 1.769564253235579e-05
Position 93: 1.0897766892467813e-05
Position 1038: 9.384914899386326e-06
Position 1053: 8.456002451758287e-06
Position 1134: 5.99350156064292e-06
Position 1060: 5.013511483541535e-06
Position 339: 4.846264679907304e-06
Position 1062: 4.177748329533963e-06
Position 87: 3.5740915273072397e-06
Position 1258: 1.7558026471401896e-06
Position 139: 1.4524730743111677e-06
Position 952: 8.203475731098439e-07
Position 1033: 5.65084968463564e-10
Position 1026: 5.550802582540179e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1112: 0.9989104916490603
Position 274: 0.9949248230123925
Position 881: 0.965182244231107
Position 122: 0.025884351779545824
Position 972: 0.023240068012405822
Position 849: 0.00866910633169247
Position 119: 0.004758942549861971
Position 280: 0.002426610126524531
Position 90: 0.0009421482768588439
Position 919: 0.0006324429041302122
Position 1240: 0.00037811323370829866
Position 93: 0.00018554201577447794
Position 1258: 0.00017655694650969334
Position 1137: 0.0001435175888171956
Position 1132: 0.00012247527491027787
Position 715: 0.00011000145497728704
Position 978: 9.368274087266072e-05
Position 172: 8.858157467581411e-05
Position 526: 7.509163142484319e-05
Position 1216: 7.239617665899086e-05
Position 1033: 7.167278155842577e-05
Position 912: 6.513102192810256e-05
Position 948: 5.736271952007576e-05
Position 260: 5.264933880855149e-05
Position 415: 5.088697330035428e-05
Position 1324: 3.5458464909270103e-05
Position 1339: 2.73627937943357e-05
Position 337: 2.6039272786352168e-05
Position 508: 2.4116489655030312e-05
Position 412: 2.381399105551045e-05
Position 1246: 1.771128131182573e-05
Position 1119: 1.2463423790656638e-05
Position 1370: 9.78302344308746e-06
Position 445: 8.78625739833419e-06
Position 613: 7.418787975388923e-06
Position 290: 5.790507057293278e-06
Position 418: 5.616505478649889e-06
Position 298: 4.337480849645014e-06
Position 1189: 3.393491584685261e-06
Position 1175: 3.0589389307728134e-06
Position 455: 2.005845825099739e-06
Position 999: 1.5958457057204563e-06
Position 174: 1.2219126515906e-06
Position 739: 1.1970913609031207e-06
Position 307: 7.314574922063546e-07
Position 189: 3.404889008915507e-07
Position 195: 1.6307184370880485e-07
Position 210: 3.791351184437395e-08
Position 201: 1.963410219109462e-13
Position 177: 1.5781639924823623e-13
