Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  100
Partition function (log Z): 20.27344954512511

Sorted 5' Splice Sites (High to Low Probability):
Position 2235: 0.9974667403622336
Position 1257: 0.9974226693911874
Position 1082: 0.9973820372667113
Position 1500: 0.9924906307202228
Position 1772: 0.9819126418842616
Position 159: 0.7754966637460726
Position 187: 0.2189392490503906
Position 23: 0.06111370874587076
Position 1922: 0.033808342613429826
Position 2009: 0.025689874333711997
Position 777: 0.01335485224132429
Position 631: 0.012725951038296431
Position 612: 0.011432074809629968
Position 2001: 0.007510287837465877
Position 2021: 0.005836066870985612
Position 1735: 0.004297413543758223
Position 808: 0.003359583778116464
Position 2229: 0.0021699521834579174
Position 2344: 0.0015872645753497627
Position 2568: 0.001378753096894587
Position 2607: 0.0008405716589119462
Position 461: 0.0008044572935287462
Position 994: 0.0006955529960228721
Position 799: 0.0006615569297781018
Position 2411: 0.0005514073352877851
Position 2373: 0.00048495751270435846
Position 2571: 0.00046659618571238346
Position 788: 0.000418655211473828
Position 990: 0.000363168485352527
Position 2520: 0.00027603037608829844
Position 2573: 0.0002403350132184557
Position 640: 0.0002391424947732062
Position 1463: 0.00023387999886620412
Position 1477: 0.00016804237595683907
Position 30: 9.810601681294708e-05
Position 95: 9.539503634944929e-05
Position 2468: 6.924280939339755e-05
Position 2447: 6.239940642109403e-05
Position 415: 4.9960481915627964e-05
Position 2375: 3.0268252575693988e-05
Position 1191: 2.95545357474164e-05
Position 1456: 2.8473258557732208e-05
Position 1266: 2.2739133022109492e-05
Position 1261: 2.224427381654841e-05
Position 1263: 1.5163581159576868e-05
Position 1382: 1.5127355532375007e-05
Position 1769: 1.3865007184881874e-05
Position 1317: 7.111678048508819e-06
Position 1692: 5.609500608624449e-06
Position 1202: 4.692738204742007e-06
Position 2457: 4.253089244718934e-06
Position 1339: 3.2145826350224e-06
Position 1778: 2.4921792993525394e-06
Position 391: 2.079854080235891e-06
Position 1288: 1.6119126192595638e-06
Position 1368: 1.052462588963492e-06
Position 10: 8.077388744451265e-07
Position 1707: 6.245809644225842e-07
Position 63: 1.1307426901522247e-07
Position 84: 9.732554335392757e-08
Position 1465: 3.4852136877801065e-08
Position 145: 3.4635127891745364e-08
Position 232: 2.7937114248621346e-08
Position 1484: 2.749568500550128e-08
Position 107: 4.964982726710773e-09
Position 2182: 4.04887327337471e-09
Position 1448: 1.8685969749226467e-11
Position 1162: 1.834603030272565e-11
Position 1165: 1.4104232364485852e-11
Position 1530: 4.527839177926273e-12
Position 1045: 5.528761928608202e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9996684475286699
Position 1315: 0.9976285056251742
Position 1146: 0.9974475579623259
Position 525: 0.9936949131090913
Position 1561: 0.9800553169849686
Position 1836: 0.40664357239675614
Position 2071: 0.2181771867673799
Position 2080: 0.21709781857261523
Position 2083: 0.18217879105134385
Position 84: 0.058048328952171456
Position 2092: 0.03025327960287791
Position 897: 0.027950882804743636
Position 725: 0.007684097998859361
Position 675: 0.007012804765268919
Position 1563: 0.005617124289802174
Position 2655: 0.004285567999187801
Position 1579: 0.0031799475826654205
Position 1816: 0.0027121436537372694
Position 2098: 0.002481654245660983
Position 1567: 0.0014479463373097408
Position 1627: 0.0012766297128659519
Position 2462: 0.0012634727858502046
Position 867: 0.0011612813846486813
Position 225: 0.0008838945730597215
Position 457: 0.0007637435245300346
Position 2433: 0.0006491405313958891
Position 1032: 0.0005285837820948777
Position 1150: 0.00038793237253320417
Position 1380: 0.00028086774794270264
Position 553: 0.00027048813491367576
Position 1649: 0.00025942494636912447
Position 1901: 0.0002058492989540527
Position 1162: 0.00019302147134194552
Position 1721: 0.00018525702774195522
Position 1400: 0.0001673751300440345
Position 107: 0.00013820476644499916
Position 1438: 0.0001085886126959453
Position 95: 8.597218497881168e-05
Position 222: 8.074447831400517e-05
Position 370: 7.2796329785309e-05
Position 150: 5.4288525369170794e-05
Position 308: 4.555501185477795e-05
Position 1295: 2.423882324578099e-05
Position 1408: 1.6283169872042837e-05
Position 1599: 1.534012036663674e-05
Position 1317: 1.0582884032441141e-05
Position 1760: 4.680202482669262e-06
Position 1339: 3.959679397145049e-06
Position 158: 8.39098412537402e-07
Position 474: 3.9867877937685103e-07
Position 338: 2.2248026269471804e-07
Position 58: 5.594123357126658e-11
Position 129: 5.3726527449066005e-11
Position 182: 1.2339934886236413e-12
