Gene = Pfas
index = 1373
Annotated 5SS: [ 130 1623 3976]
Annotated 3SS: [ 523 1698 4038]
SMsplice 5SS: [ 130 1623 3976]
SMsplice 3SS: [ 523 1698 4038]
top_k =  100
Partition function (log Z): -3.2273843531085253

Sorted 5' Splice Sites (High to Low Probability):
Position 1623: 0.9987510753217583
Position 3976: 0.8856737100537015
Position 130: 0.5812457169885993
Position 92: 0.12240774641381733
Position 3066: 0.11604845851569401
Position 3988: 0.10044484410355597
Position 2720: 0.0947833655953703
Position 2522: 0.05866139778732845
Position 353: 0.04828628165055611
Position 157: 0.037065868253460275
Position 378: 0.027567039318741087
Position 3073: 0.02535825511792698
Position 384: 0.009932272180604497
Position 114: 0.008468180182997016
Position 783: 0.00837353333989096
Position 1886: 0.007226843624354739
Position 1966: 0.007056761048473079
Position 357: 0.0029255812808688456
Position 4473: 0.0021484940385647607
Position 489: 0.002088222019365569
Position 136: 0.002067801076233923
Position 4372: 0.0017584305954114316
Position 142: 0.0017487660517028956
Position 375: 0.0014859270665478902
Position 4417: 0.0011365467626195558
Position 280: 0.0009996715653891627
Position 335: 0.0008034535601669805
Position 128: 0.0007168376308264419
Position 952: 0.0006828423487443789
Position 212: 0.0006625744496125205
Position 40: 0.00046348340377378876
Position 480: 0.0004555549673171672
Position 166: 0.0004091769894358694
Position 4266: 0.000393879286099329
Position 360: 0.00039208896691745535
Position 216: 0.00038902597284644217
Position 878: 9.473967955607783e-05
Position 1083: 5.9114505230965886e-05
Position 134: 2.4049682626475856e-05
Position 116: 5.770525767357924e-06
Position 409: 3.119887870813727e-06
Position 206: 2.973124316588841e-06
Position 393: 1.6453916359420796e-06
Position 1376: 3.96835110360778e-07
Position 37: 2.688206766287141e-07
Position 493: 3.343887815929058e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9921642053290847
Position 1698: 0.9772551655246599
Position 523: 0.7124598415899113
Position 197: 0.119136354735678
Position 3162: 0.09492223171941795
Position 2782: 0.07610542774625846
Position 2573: 0.05122981023141093
Position 3504: 0.0440395629324692
Position 2897: 0.042633396338797314
Position 1763: 0.016301544179887825
Position 859: 0.01423479473572139
Position 562: 0.0073230305180488455
Position 4540: 0.005437350682695073
Position 248: 0.0028827176732176404
Position 407: 0.0013271909783178822
Position 205: 0.0008255831939644292
Position 2395: 0.0005649110595989151
Position 259: 0.00042870025180419486
