Gene = l(3)76BDm
index = 1754
Annotated 5SS: [ 242  698 1682 1988 2505 3512 3998]
Annotated 3SS: [ 535  756 1738 2041 2598 3571 4127]
SMsplice 5SS: [ 242  698 1682 1988 2505 3512 3998]
SMsplice 3SS: [ 535  756 1738 2041 2598 3571 4127]
top_k =  100
Partition function (log Z): 22.704273632564067

Sorted 5' Splice Sites (High to Low Probability):
Position 698: 0.9987412278379381
Position 2505: 0.9943144583411655
Position 1988: 0.9831860523063037
Position 1682: 0.981377300799725
Position 3998: 0.9789002274567912
Position 3512: 0.9454006988420193
Position 242: 0.9451412220322816
Position 3699: 0.06549002173668665
Position 3337: 0.05735313651340661
Position 2228: 0.04679599124179956
Position 2894: 0.021004239792773476
Position 3516: 0.020182740350630994
Position 294: 0.018486050987685163
Position 441: 0.014632107044579892
Position 1146: 0.014409125113234672
Position 1965: 0.013736140487262688
Position 3014: 0.01103199910900854
Position 1921: 0.008788789222498629
Position 2332: 0.00824952484591026
Position 265: 0.007951793885432705
Position 1631: 0.00733680540115991
Position 4763: 0.00701595380201564
Position 3823: 0.00655591702613279
Position 808: 0.00605146089679074
Position 977: 0.00521931099672904
Position 273: 0.0038123845639197996
Position 289: 0.0034096660254439924
Position 3509: 0.003339424950611167
Position 3769: 0.0032524214294539504
Position 3221: 0.0032428368257658414
Position 3055: 0.002926996284127127
Position 3018: 0.002640134101224563
Position 1135: 0.002267181152443039
Position 2513: 0.0021574024797236815
Position 2509: 0.0017922352678071821
Position 6: 0.0017528280233362486
Position 1189: 0.001523533290378566
Position 3990: 0.001255513041343761
Position 4995: 0.0012248578341436858
Position 2260: 0.001201562752018515
Position 2794: 0.0009135041939048861
Position 1980: 0.0008364227356951874
Position 996: 0.0008223395255398515
Position 1296: 0.0008110025668341956
Position 437: 0.0008053862655878729
Position 386: 0.000753023556198397
Position 362: 0.0007100294640107468
Position 2653: 0.0006863428626247314
Position 258: 0.0005825054727341732
Position 462: 0.00053885590982342
Position 1011: 0.0005148250294418852
Position 2202: 0.000514078451827582
Position 327: 0.0005066131601852036
Position 704: 0.0004918370359880441
Position 269: 0.00042543641092510136
Position 4382: 0.00038975519714922434
Position 794: 0.0003891921402720206
Position 3936: 0.00038779651797066325
Position 409: 0.00035911137300170094
Position 34: 0.00035874662200784785
Position 246: 0.00033838954500995446
Position 1775: 0.000331185434574927
Position 2668: 0.00031841601418556545
Position 1006: 0.0003112273659242293
Position 2319: 0.00030847989010897986
Position 2486: 0.000298648423064637
Position 934: 0.00025953481643994095
Position 3703: 0.00024845501047213186
Position 400: 0.00022591905166568593
Position 2244: 0.00022393453093405439
Position 4002: 0.00020342800374901202
Position 980: 0.00019346611853054028
Position 1097: 0.0001774145121535872
Position 1166: 0.00016031067990962192
Position 60: 0.00012462532031589374
Position 5003: 8.002494724594607e-05
Position 447: 7.101612485498608e-05
Position 49: 5.643109977645454e-05
Position 571: 4.848823213252965e-05
Position 228: 4.3443747804801207e-05
Position 1992: 4.138517816750268e-05
