Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  100
Partition function (log Z): -0.11924138132177797

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9838736632378142
Position 790: 0.8720576983580229
Position 167: 0.6426052521977925
Position 723: 0.07323307883911115
Position 1154: 0.013421827862465253
Position 1158: 0.012128010148162845
Position 545: 0.011496707942869902
Position 194: 0.010064000166177969
Position 78: 0.0038885871190819307
Position 772: 0.0029844383105821683
Position 1147: 0.0011658039904995825
Position 636: 0.0011317931294319396
Position 1072: 0.0011101442129135533
Position 306: 0.0009101033048307932
Position 534: 0.0008634290852674225
Position 1058: 0.0006688419046855399
Position 556: 0.0005693095232304155
Position 1162: 0.0002516375237572652
Position 309: 0.00019520750164666773
Position 154: 0.00010870344465859153
Position 1045: 7.76711484488435e-05
Position 42: 5.3157731841374915e-05
Position 424: 3.1453320133353093e-05
Position 498: 3.013455471029131e-05
Position 488: 1.5447232387847074e-05
Position 764: 2.1424101924432427e-06
Position 311: 2.9592748489937255e-07
Position 82: 2.4745323405965165e-07
Position 23: 1.6424988998434387e-07
Position 85: 4.4520795941247723e-08
Position 806: 4.422024800382693e-08
Position 108: 4.466495463321598e-09
Position 196: 3.62018010552655e-09
Position 146: 3.469183401351211e-09
Position 395: 1.6986563368287418e-09
Position 229: 1.8186333053164007e-10
Position 126: 1.7154994005345777e-10
Position 279: 1.2309265515410923e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9950683148897933
Position 844: 0.9469718878735885
Position 243: 0.5622428013542916
Position 364: 0.06565184439777101
Position 1227: 0.01920685077095577
Position 1211: 0.00795791561594656
Position 272: 0.006465916249304379
Position 387: 0.005074726237799678
Position 528: 0.00431720483897657
Position 488: 0.0038816605235596096
Position 257: 0.0033977914606568476
Position 873: 0.0019308443521442369
Position 1139: 0.0014144793507809904
Position 269: 0.0011299036559849244
Position 407: 0.0009953136770591373
Position 798: 0.0009563173748853772
Position 122: 0.0008821018337847081
Position 674: 0.0008674891221870976
Position 591: 0.0006981963868199933
Position 617: 0.0006835713892461332
Position 295: 0.0005670418344290018
Position 410: 0.0005209939631380785
Position 1232: 0.00048794647196362195
Position 341: 0.00032768896544574654
Position 626: 0.0002960588729806101
Position 695: 0.0002900654401890817
Position 772: 0.00028250403467316976
Position 545: 0.000202853389007056
Position 698: 0.00011483304066472336
Position 146: 2.640797676112771e-05
Position 126: 2.4659914755681954e-05
Position 133: 2.434641349857676e-06
Position 89: 2.3431503303862508e-07
Position 85: 9.113524077019785e-08
Position 136: 4.7851789802769295e-08
Position 78: 3.763906767133222e-08
Position 143: 1.4384854878644352e-08
Position 635: 8.742820145095185e-09
Position 100: 3.336902900931163e-10
