Gene = l(2)05287
index = 1742
Annotated 5SS: [ 260  707 1476 1719 2959 3393]
Annotated 3SS: [ 322  820 1539 1783 3021 7016]
SMsplice 5SS: [ 260  707 1476 1719 2959 3393]
SMsplice 3SS: [ 322  820 1539 1783 3021 7016]
top_k =  100
Partition function (log Z): 23.676388584082186

Sorted 5' Splice Sites (High to Low Probability):
Position 1719: 0.999985435935561
Position 3393: 0.9993757363640641
Position 2959: 0.9974335119759857
Position 707: 0.9967747419145108
Position 1476: 0.9938541019110219
Position 260: 0.967794173070869
Position 2692: 0.3713486831672309
Position 53: 0.23976989009384675
Position 1251: 0.08255718322729616
Position 1257: 0.0679909393606237
Position 1230: 0.053170845099204764
Position 2662: 0.028493850353116242
Position 217: 0.028481653881039085
Position 1908: 0.02771885048636983
Position 1089: 0.024061565635101378
Position 7379: 0.01066058112403282
Position 5651: 0.010448782374563351
Position 1913: 0.009816232353056453
Position 2037: 0.007288812516193426
Position 1363: 0.006444726870578163
Position 1190: 0.0056973246194927055
Position 1227: 0.004883977170685264
Position 36: 0.003593939427368868
Position 1955: 0.0033801891416700303
Position 505: 0.002473265636984307
Position 647: 0.001893819191256929
Position 3214: 0.0017977035953443757
Position 2937: 0.0017563433655704804
Position 160: 0.0015821454364937698
Position 1145: 0.0015239376269665015
Position 3208: 0.0015094053559434877
Position 1210: 0.0013721146988691412
Position 483: 0.0011816998412480248
Position 3839: 0.0009043743737709947
Position 1212: 0.0006122378024039477
Position 670: 0.0004589584703334448
Position 463: 0.00045635950755456753
Position 86: 0.0004040756330383684
Position 240: 0.00035295364927922016
Position 293: 0.00033967287034426797
Position 1410: 0.00028478540372683806
Position 639: 0.0002378988450811893
Position 26: 0.00022125440947478757
Position 2024: 0.00013246021749997277
Position 72: 0.00011872364884631669
Position 711: 8.656012049209827e-05
Position 2307: 8.381109331224691e-05
Position 2340: 7.295150099356329e-05
Position 225: 6.341065931811877e-05
Position 1899: 6.036669904555435e-05
Position 1469: 4.691218179554122e-05
Position 2280: 4.4425278572626313e-05
Position 1491: 4.168447272022674e-05
Position 203: 3.3167668875643345e-05
Position 1462: 2.7505516060684242e-05
Position 75: 2.3456735506519883e-05
Position 586: 1.549900277614085e-05
Position 1648: 8.512520961708737e-06
Position 654: 8.183883042572533e-06
Position 631: 7.585364937264412e-06
Position 2710: 5.992847845266751e-06
Position 461: 4.261947976630065e-06
Position 1960: 3.7718403844348858e-06
Position 3584: 3.735997627870331e-06
Position 1678: 2.1915464952988996e-06
Position 3614: 1.91409184427443e-06
