Gene = Pdk1
index = 1364
Annotated 5SS: [  439  6393  6886 13430 13768]
Annotated 3SS: [ 6007  6516 12319 13492 14064]
SMsplice 5SS: [  439  6393  6886 12242 13430 13768]
SMsplice 3SS: [ 6007  6516 12113 12319 13492 14064]
top_k =  100
Partition function (log Z): 3.6796500269802093

Sorted 5' Splice Sites (High to Low Probability):
Position 13430: 0.9968960590060033
Position 6393: 0.9831891441622916
Position 6886: 0.9788978273036412
Position 439: 0.8522813249025766
Position 12242: 0.835221624861794
Position 13768: 0.7731445625595634
Position 15066: 0.6943523597812186
Position 14477: 0.2999766138073378
Position 14004: 0.18519993430451565
Position 116: 0.17101406570894787
Position 14850: 0.15458599658563707
Position 11991: 0.13502602768580219
Position 7901: 0.07336173724198197
Position 8223: 0.05921243983829217
Position 3081: 0.05797712334154782
Position 16334: 0.054264807096116516
Position 13616: 0.044204236711041435
Position 459: 0.03644606752772389
Position 13596: 0.028540068289556905
Position 14596: 0.02447304891168095
Position 14459: 0.017804236455573268
Position 4628: 0.01642844834302076
Position 14620: 0.01585856596777781
Position 6423: 0.014225757427614776
Position 4632: 0.013848986795645267
Position 380: 0.011868662844580609
Position 13279: 0.010774658047065106
Position 252: 0.008875464617735336
Position 1537: 0.007986733563978648
Position 1633: 0.007426947449058985
Position 8776: 0.007320750144006759
Position 202: 0.005703683711710193
Position 3486: 0.00485125864636718
Position 8245: 0.004734317665646926
Position 7290: 0.004539532200835285
Position 1749: 0.004144995293413716
Position 9242: 0.0036663498072617437
Position 14367: 0.0034223476743921173
Position 13906: 0.003219577006975064
Position 9730: 0.003140066079302608
Position 13785: 0.002749278287473799
Position 12388: 0.002522880524878322
Position 6379: 0.0015378098135104285
Position 13865: 0.0012330337214800128
Position 6788: 0.001102988445488424
Position 7872: 0.0008462936117983707
Position 12924: 0.0006662219216334999
Position 8539: 0.0005875765750402666
Position 6083: 0.0003919102459777812
Position 6907: 0.0002723420702579758
Position 6314: 0.00026533081805305773
Position 13734: 0.00022560954217048715
Position 13834: 0.0001171665126341968
Position 585: 0.00011280154188815466
Position 1403: 9.785807464981138e-05
Position 14361: 6.510609269417757e-05
Position 464: 2.8680594888019738e-05
Position 25: 1.944533317678925e-05
Position 78: 1.0068797409884333e-05
Position 1316: 9.539704682010835e-06
Position 12421: 9.274158421778432e-06
Position 429: 7.915783578480716e-06
Position 30: 4.176521117936777e-06
Position 61: 3.909372362031572e-06
Position 33: 2.7676828632103098e-06
Position 12514: 1.5754414452015044e-06
Position 168: 2.6233740293178977e-07
Position 220: 1.9811895875299268e-07
Position 860: 1.3891185887502393e-07
Position 950: 1.3208136248062798e-07
Position 1021: 1.134030913924717e-07
Position 190: 1.1619083793060446e-08
Position 596: 8.379900780603808e-09
Position 141: 4.359761996898816e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12319: 0.9999999999999983
Position 13492: 0.9979592419297219
Position 6007: 0.9933441861515339
Position 6516: 0.9932354164983646
Position 14064: 0.9884516873556676
Position 12113: 0.835221624861794
Position 16051: 0.24567019059494227
Position 14925: 0.24424829476678175
Position 16434: 0.1389933946295216
Position 16270: 0.13648697110766386
Position 11869: 0.13502602768580219
Position 15238: 0.10806778269691324
Position 14691: 0.09575340122173019
Position 14660: 0.09407392076596972
Position 167: 0.08637857128725458
Position 15215: 0.0802880345088335
Position 14940: 0.0756684859812456
Position 7684: 0.0717756684956424
Position 13686: 0.043100878049204684
Position 16408: 0.03568525218258358
Position 4374: 0.030277435138666032
Position 1458: 0.02499915954938105
Position 7671: 0.020024582454613728
Position 2915: 0.01801569389993489
Position 7663: 0.017660476164400408
Position 1858: 0.01605434906495757
Position 8629: 0.014127166030571106
Position 7731: 0.011887571144812334
Position 1135: 0.010077694876518706
Position 15451: 0.009639145278847225
Position 13353: 0.009394320832532832
Position 13858: 0.006965137381812755
Position 6041: 0.006339741182702427
Position 7220: 0.006196037476739607
Position 2630: 0.005240712001106944
Position 3330: 0.0026633649667342865
Position 12444: 0.00251278242085717
Position 8156: 0.0023406944811836935
Position 2133: 0.0023217191546294584
Position 3359: 0.0019990567199468534
Position 14176: 0.0011200880650615674
Position 1717: 0.0009159927087090669
Position 6586: 0.00023713989356513812
Position 14418: 0.00022820863739568634
Position 3126: 0.00018883695968604017
Position 7728: 5.7041649809433026e-05
Position 6604: 3.897158719484851e-05
Position 7057: 2.7480239866953917e-05
Position 1396: 1.1472221285181173e-05
Position 1081: 6.4039508081180225e-06
Position 281: 3.8139364471898707e-07
Position 286: 3.729759295016651e-07
Position 220: 3.6738029423379995e-07
Position 225: 2.1111485986576078e-07
