Gene = CtIP
index = 1111
Annotated 5SS: [ 220  863 1626]
Annotated 3SS: [ 276 1003 1689]
SMsplice 5SS: [ 220  863 1626]
SMsplice 3SS: [ 276  947 1689]
top_k =  100
Partition function (log Z): 0.7427156795463888

Sorted 5' Splice Sites (High to Low Probability):
Position 220: 0.9957256088897073
Position 1626: 0.9915609982535529
Position 863: 0.8490480540357203
Position 1331: 0.050195020795003695
Position 10: 0.047304648797214535
Position 1341: 0.02365518671929947
Position 648: 0.009431771644611172
Position 1162: 0.0022949167417556197
Position 1191: 0.001879263517876824
Position 1607: 0.0016977657698260939
Position 1857: 0.0008005051135432351
Position 658: 6.101581584332805e-05
Position 639: 4.737602590431434e-05
Position 599: 4.688229723261076e-05
Position 891: 3.0151535677547116e-05
Position 624: 2.6290583807136122e-05
Position 592: 2.12519654750463e-05
Position 690: 1.791457457317537e-05
Position 171: 1.0134323687630584e-05
Position 105: 9.361900893933849e-06
Position 176: 5.5028404369899865e-06
Position 997: 1.2269525268176282e-06
Position 1630: 1.7732361340506103e-07
Position 123: 1.6858966844958304e-08
Position 137: 3.0405909259790688e-09
Position 120: 1.8682337238505256e-09
Position 154: 1.325498138634669e-10
Position 276: 5.593905351288256e-12
Position 148: 5.307730330605019e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.9916447864267238
Position 1689: 0.8304042032994574
Position 947: 0.5519138910782433
Position 1720: 0.15841981359143004
Position 996: 0.11635196722356472
Position 1003: 0.0466001718424454
Position 1439: 0.04622625105564081
Position 1054: 0.04372795393726883
Position 1386: 0.037109049923044576
Position 87: 0.028619103363338214
Position 1413: 0.025145202568631585
Position 1091: 0.020760490181801393
Position 120: 0.015427202533798699
Position 1032: 0.014806931496541087
Position 927: 0.012129507160331671
Position 1008: 0.005767033642476137
Position 769: 0.00532187396275933
Position 1248: 0.005185370341202219
Position 1749: 0.0038321365615675155
Position 1217: 0.0037611356698008715
Position 341: 0.001604713336567772
Position 105: 0.0014577835838746986
Position 1060: 0.0012035559122925738
Position 1952: 0.00105295503497867
Position 131: 0.0010510733706545234
Position 762: 0.0009250384041371537
Position 1819: 0.0005724977959002601
Position 294: 0.00042816338994977306
Position 740: 0.00036277925892547045
Position 1918: 0.0003303885869541731
Position 1728: 0.0002718415680770856
Position 483: 0.0001999903726833589
Position 2086: 0.00018171229715004047
Position 1982: 0.000159974672831729
Position 719: 0.00014071704082265567
Position 288: 0.00013051885268050594
Position 490: 0.0001095006361143972
Position 518: 8.687890727623118e-05
Position 701: 7.968613516465071e-05
Position 568: 5.9166896360880454e-05
Position 161: 4.909148881844019e-05
Position 315: 4.482351365734227e-05
Position 296: 3.856224816944721e-05
Position 498: 2.9583987564203094e-05
Position 326: 2.799296380211773e-05
Position 320: 2.674445387128818e-05
Position 350: 2.1135728991247186e-05
Position 368: 2.08319777214321e-05
Position 554: 1.725844564916604e-05
Position 449: 1.559272589843655e-05
Position 658: 9.929791497225989e-06
Position 186: 4.9769994681697845e-06
Position 166: 9.62499489853473e-07
Position 207: 3.687686728450211e-07
Position 377: 1.5662151294982864e-07
Position 176: 2.162219867543935e-08
Position 169: 2.5410178630885956e-09
Position 209: 3.7561550928841336e-11
