Gene = CNMa
index = 1044
Annotated 5SS: [ 879 3540 3930 4107]
Annotated 3SS: [3344 3619 4094 4172]
SMsplice 5SS: [ 879 3540 3930]
SMsplice 3SS: [3344 3619 4172]
top_k =  100
Partition function (log Z): -5.171526447702424

Sorted 5' Splice Sites (High to Low Probability):
Position 879: 0.9997464382713988
Position 3930: 0.8890185523038371
Position 3540: 0.7705413928651519
Position 4107: 0.11972498059755024
Position 1261: 0.07151890499097735
Position 1474: 0.02424114441228972
Position 49: 0.01092734139438766
Position 3878: 0.010177370469715813
Position 617: 0.0037426452696938802
Position 3957: 0.0024644751576245235
Position 3934: 0.002454072776700595
Position 18: 0.0020473817593282917
Position 4258: 0.0017814594076739835
Position 3835: 0.0017110559814856373
Position 294: 0.001651967633565937
Position 249: 0.0016039904185750418
Position 46: 0.0009266189955307668
Position 263: 0.0008808808061495488
Position 32: 0.0005905353437312496
Position 62: 0.0003010435341492536
Position 749: 0.0001918947716355018
Position 4536: 0.00017833768444912735
Position 306: 2.5057262470920087e-05
Position 239: 2.2580316969139304e-05
Position 887: 2.1256632062440443e-05
Position 1119: 1.4952622661537135e-05
Position 883: 1.3623549829476761e-05
Position 426: 1.3555660430459429e-07
Position 120: 7.435695813449766e-08
Position 919: 1.2775966630502238e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4172: 0.9458265819211129
Position 3344: 0.8039043395741562
Position 3619: 0.77042165826208
Position 4094: 0.11033242580917671
Position 3622: 0.09147569132038616
Position 959: 0.04864786955584003
Position 2583: 0.02363573756151565
Position 3230: 0.023439555502676835
Position 1172: 0.019191782278059687
Position 1023: 0.017133939111506555
Position 2593: 0.014656151834699895
Position 1043: 0.013734545283214062
Position 107: 0.01253791197798881
Position 937: 0.0037037036317211914
Position 371: 0.0033857939535488486
Position 684: 0.002628077004153358
Position 4323: 0.001781459407673985
Position 83: 0.0016986040256061529
Position 4129: 0.001261007619491503
Position 4195: 0.0012189676482845056
Position 3111: 0.0011892737781429917
Position 1333: 0.0011870899996277813
Position 754: 0.0006393345934808337
Position 697: 0.0005414736037740677
Position 115: 0.0004963722143961241
Position 741: 0.0004844780709205612
Position 4630: 0.0004466623209028281
Position 4019: 0.0004238951826710039
Position 804: 0.00034191596336174274
Position 1519: 5.21260354045495e-05
Position 1777: 4.2460267046797703e-05
Position 1916: 4.129099304548027e-05
Position 1197: 1.23705687433226e-05
Position 1116: 1.2254716769277007e-06
Position 778: 1.1297326011924482e-06
Position 672: 7.060276342273433e-07
Position 386: 5.09278359133224e-07
Position 489: 4.5256778699116497e-07
Position 663: 4.291016748222294e-07
Position 120: 3.7142798585068e-07
Position 1126: 2.0874064212190678e-07
Position 1395: 1.6316786496361671e-07
Position 186: 1.3496326513573165e-07
Position 441: 1.1728048343240596e-07
Position 1302: 9.674835356704986e-08
Position 337: 7.503801473752163e-08
