Gene = SCOT
index = 1462
Annotated 5SS: [1467 2131 3164]
Annotated 3SS: [1931 2186 3221]
SMsplice 5SS: [ 365 2131 3164]
SMsplice 3SS: [1931 2186 3221]
top_k =  100
Partition function (log Z): 7.553205370261673

Sorted 5' Splice Sites (High to Low Probability):
Position 3164: 0.999491459140924
Position 2131: 0.9990423965571805
Position 365: 0.714023924702429
Position 1467: 0.59197665738068
Position 868: 0.2073135314125915
Position 873: 0.14020910327251612
Position 349: 0.09437905771179074
Position 864: 0.07364526117721486
Position 862: 0.06458563737588209
Position 2240: 0.0497744946709571
Position 900: 0.037421927988831295
Position 2276: 0.032715226770711064
Position 696: 0.029048870462360432
Position 60: 0.017364256850011056
Position 448: 0.011545784238111988
Position 700: 0.004394747787202172
Position 2866: 0.0033892739835874514
Position 1148: 0.002520914154806015
Position 1042: 0.0016055093574537168
Position 218: 0.0013692718554219067
Position 1123: 0.001310503694528011
Position 671: 0.0011507645887672909
Position 555: 0.0010789737942596262
Position 119: 0.0009191141840739581
Position 475: 0.0008140045845261963
Position 108: 0.0007850397228772581
Position 1083: 0.0007302202072587146
Position 1637: 0.0006732747726139708
Position 2115: 0.0006404007299582507
Position 259: 0.0005437224260899187
Position 242: 0.00038934541746943135
Position 373: 0.00034193537464004444
Position 471: 0.00028462150634571675
Position 100: 0.00020673108480686678
Position 3168: 0.00012539722177167944
Position 423: 0.00011945545877232345
Position 418: 0.00011824876378345968
Position 210: 0.00010195572520109337
Position 223: 1.793207631820501e-05
Position 163: 7.659724915286394e-06
Position 247: 5.206006762982011e-06
Position 133: 4.802540564093644e-06
Position 158: 1.3319424128147688e-06
Position 85: 8.159548768094475e-07
Position 123: 5.268615286784825e-07
Position 35: 1.8438724223527146e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2186: 0.9999997419946599
Position 3221: 0.9992156740051115
Position 1931: 0.865948892319401
Position 1245: 0.5237157695147567
Position 763: 0.4749211891860101
Position 1916: 0.07494056442092373
Position 2812: 0.04437370436922232
Position 736: 0.01869445662142775
Position 3069: 0.013475948305345011
Position 1693: 0.01294429144318231
Position 2616: 0.011843619221917349
Position 1523: 0.0074438938184273745
Position 740: 0.005984131318641356
Position 2722: 0.005131335112933807
Position 778: 0.004846624112111697
Position 2920: 0.00441582271611158
Position 2324: 0.0033221060668431825
Position 1567: 0.003288348777773859
Position 2407: 0.0019435289993584536
Position 1600: 0.0018723399836209536
Position 1533: 0.0016379894282629128
Position 689: 0.0016037393112896259
Position 925: 0.0013770651339060332
Position 2333: 0.0010095146226860468
Position 297: 0.0005901962185858603
Position 3236: 0.0005144653909745676
Position 455: 0.0003183601718338428
Position 586: 0.0002742081552921136
Position 201: 0.00018409971569711278
Position 2297: 0.00013037734845064045
Position 2294: 0.00011975562899684779
Position 240: 0.00010652968024627962
Position 432: 1.0265405098082873e-06
