Gene = GlcAT-S
index = 1189
Annotated 5SS: [1372 4949 5273 5840]
Annotated 3SS: [4675 5009 5487 5896]
SMsplice 5SS: [1141 4949 5273 5840]
SMsplice 3SS: [4675 5009 5487 5896]
top_k =  100
Partition function (log Z): 2.5237589852129

Sorted 5' Splice Sites (High to Low Probability):
Position 4949: 0.997026343928187
Position 5840: 0.9752434965933612
Position 5273: 0.7275265261948187
Position 1141: 0.5550148721616254
Position 38: 0.293567779693517
Position 5225: 0.22332627540958855
Position 156: 0.13963643281217858
Position 45: 0.07829656893538967
Position 1868: 0.07047614162163288
Position 183: 0.014080997320644611
Position 5178: 0.010570462404045697
Position 5229: 0.0076982164760509755
Position 6292: 0.0073388417480156724
Position 5331: 0.005711431173506906
Position 6007: 0.003984143712453837
Position 5834: 0.003692237408394729
Position 448: 0.0022462430375320376
Position 6130: 0.002106042829275946
Position 6012: 0.0019872279491573584
Position 473: 0.0019352120014287486
Position 6335: 0.0014441303876213114
Position 326: 0.001395283566444142
Position 5079: 0.0013510531419436086
Position 726: 0.0011902089034193815
Position 5358: 0.0011089549380683308
Position 5318: 0.0009219509498376406
Position 5249: 0.0008206523637981022
Position 1237: 0.0006544181494781672
Position 5583: 0.0006315048416916863
Position 678: 0.0005661126545380611
Position 5740: 0.00048010058654767665
Position 5264: 0.0003391598459390142
Position 5355: 0.0001887690695532661
Position 6546: 0.00016440886420274705
Position 5378: 0.00015882617179160683
Position 1372: 3.325450774464939e-05
Position 5107: 2.0232013419072272e-05
Position 1877: 1.3681186607434676e-05
Position 5844: 1.3507354096029132e-06
Position 5210: 8.910106705544976e-07
Position 5261: 8.870502826055068e-08
Position 142: 6.712098943552748e-09
Position 442: 3.240229668967164e-09
Position 124: 2.5463102143005174e-09
Position 97: 6.01901648480062e-13
Position 86: 4.6726337166905294e-14
Position 116: 2.0297404144601611e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 5009: 0.9997258892245852
Position 4675: 0.9774335845731231
Position 5896: 0.9707467047158581
Position 5487: 0.8313470044674207
Position 5441: 0.09680645198119898
Position 105: 0.06827505131784492
Position 868: 0.03256715327466751
Position 244: 0.02520880528329958
Position 5493: 0.024449681320634242
Position 4370: 0.019594972361456957
Position 5560: 0.016386789504351434
Position 6075: 0.008521744696828062
Position 5228: 0.005527166133727782
Position 6354: 0.005280988737304969
Position 1802: 0.005190815943470886
Position 1348: 0.003994104760878287
Position 1772: 0.0039188746847899775
Position 5990: 0.003861450928347666
Position 874: 0.0038394735369445595
Position 1395: 0.003830911513065069
Position 281: 0.00382004684155494
Position 6400: 0.003186191894504679
Position 5642: 0.0029875669229857856
Position 6200: 0.002461061226252755
Position 1307: 0.0020555199862403
Position 592: 0.0020499551894481113
Position 722: 0.0016945980256039845
Position 1366: 0.0014831417597316952
Position 5341: 0.0012735335595429804
Position 374: 0.001178559115611982
Position 5715: 0.0008703224791263854
Position 6206: 0.0008585256928185534
Position 6364: 0.0007157041114025276
Position 5954: 0.0005879491702435226
Position 5998: 0.00033892268970326777
Position 5386: 0.0003262011540683805
Position 5034: 0.00027189776902264033
Position 6617: 0.00016440886420274705
Position 5410: 0.00011860527366824173
Position 354: 7.086041251044111e-08
Position 251: 6.629251134518988e-08
Position 507: 6.481338035156029e-08
Position 142: 3.589989023419867e-09
Position 116: 1.4659613081408659e-09
Position 124: 5.312140164026198e-10
Position 148: 2.6293721621197917e-10
Position 156: 1.9105307958919513e-12
Position 166: 2.0636145395424491e-16
