Gene = bdl
index = 1627
Annotated 5SS: [ 576 4892 5367 5988 6409]
Annotated 3SS: [4383 4956 5758 6201 6476]
SMsplice 5SS: [ 576 4892 5367 5988 6409]
SMsplice 3SS: [4383 4956 5758 6201 6476]
top_k =  100
Partition function (log Z): 4.920811806807697

Sorted 5' Splice Sites (High to Low Probability):
Position 5367: 0.9946235742886759
Position 576: 0.9932231986202811
Position 6409: 0.985001588307947
Position 4892: 0.969979174610517
Position 5988: 0.9593015256862338
Position 4156: 0.26906141334430955
Position 2014: 0.13070067523545809
Position 1804: 0.11037593481710825
Position 1070: 0.016264668463955474
Position 7140: 0.016239482201974256
Position 1489: 0.016036874212786507
Position 6107: 0.00410886025981817
Position 4837: 0.003312506246262186
Position 6362: 0.0031793316933814313
Position 4523: 0.00290179283438449
Position 492: 0.0018837898713036094
Position 5607: 0.0010285784407491243
Position 6419: 0.000640150690998354
Position 7205: 0.0005615601878635132
Position 6332: 0.0004075602171749618
Position 591: 0.0003742042295204306
Position 632: 0.0003677145997079147
Position 6776: 0.0003089826313115158
Position 610: 0.00030463215890341527
Position 5437: 0.00016932521958226904
Position 5614: 0.00016654841533122122
Position 5451: 0.00014448012843342614
Position 919: 9.698112883337153e-05
Position 1051: 7.391297148947732e-05
Position 7162: 7.350715388391784e-05
Position 6761: 5.941467234067677e-05
Position 699: 7.77169238031466e-06
Position 580: 3.305862958341058e-06
Position 223: 3.300425399354842e-06
Position 317: 3.268115369599978e-06
Position 6061: 2.3845635069150776e-06
Position 6002: 2.2654133466532935e-06
Position 126: 1.893132454127234e-06
Position 558: 1.686019856675174e-06
Position 442: 1.681614019268577e-06
Position 6291: 1.6061001940145836e-06
Position 585: 1.5616974127963922e-06
Position 6377: 1.3975019928200287e-06
Position 1105: 4.5151842701308296e-08
Position 504: 3.194403188358869e-09
Position 715: 2.9631974087453e-09
Position 507: 2.554211339280452e-09
Position 287: 2.130217536212358e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4956: 0.997610625326598
Position 6476: 0.9881752619387238
Position 5758: 0.9678887451879346
Position 6201: 0.8661499369731069
Position 4383: 0.6918629891832202
Position 3800: 0.4940369191592281
Position 1860: 0.07388644084861272
Position 4239: 0.06174435336642838
Position 6251: 0.05244485405038215
Position 1655: 0.052238497876675935
Position 1882: 0.044684856287494155
Position 1155: 0.043289529580075224
Position 820: 0.03401895086267001
Position 6182: 0.030279549515957817
Position 7270: 0.01165782774333898
Position 1390: 0.01076476292351348
Position 6489: 0.00826860930428105
Position 6290: 0.007232403584084055
Position 5629: 0.006396155917614139
Position 6224: 0.005688432530034391
Position 7195: 0.005204201898176213
Position 1265: 0.0048341803344503454
Position 6177: 0.0044343407442952905
Position 5535: 0.0034369738042936697
Position 5762: 0.0025341842930192986
Position 6514: 0.002103047884837754
Position 828: 0.001677319223841197
Position 752: 0.0015457824074684048
Position 5571: 0.001447839631732096
Position 1395: 0.0011227553363462332
Position 5606: 0.0009100127994218503
Position 1108: 0.0008563546160945526
Position 5575: 0.000522484576629861
Position 1533: 0.0004914361195762358
Position 6162: 0.00042687934581323316
Position 6838: 0.0003089826313115154
Position 5436: 0.00022219281259024316
Position 899: 0.00010739476059228446
Position 5660: 0.00010125235106227408
Position 7251: 7.193457454718672e-05
Position 5613: 5.746806745543847e-05
Position 5952: 5.691925142342775e-05
Position 1307: 5.1542537878477844e-05
Position 783: 4.981233451949858e-05
Position 1143: 4.337391758357565e-05
Position 923: 1.7754512404955194e-05
Position 1416: 1.4377287330524307e-05
Position 632: 9.66274517259289e-06
Position 713: 6.022689491471395e-06
Position 993: 5.3713691816121506e-06
Position 629: 5.295594668719959e-06
Position 1380: 5.121567761045352e-06
Position 5463: 1.6323626708997293e-06
Position 1123: 5.151296657280622e-07
