Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  100
Partition function (log Z): 34.274679622758825

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.9988081852146083
Position 7186: 0.9984016807423411
Position 5971: 0.9982968431081211
Position 5475: 0.9973412027273016
Position 6412: 0.992623467030103
Position 7496: 0.9904136587373062
Position 7661: 0.987657157227092
Position 8149: 0.9602083420533238
Position 8510: 0.9290297915462795
Position 760: 0.8981042579781581
Position 5836: 0.4825852885441651
Position 8654: 0.16899293334428248
Position 9383: 0.14819856619479235
Position 50: 0.10502273246834772
Position 4959: 0.0436514802680441
Position 6763: 0.02701124747077033
Position 9694: 0.02445391257911238
Position 2346: 0.02404388913334691
Position 8449: 0.023345437255684356
Position 4362: 0.022943595212873556
Position 8137: 0.012248475405955396
Position 553: 0.010357093565670128
Position 7833: 0.009435380097095982
Position 4351: 0.008341098497062806
Position 5587: 0.00821470868151523
Position 1614: 0.00788808998940874
Position 1106: 0.007386496907477192
Position 1366: 0.006758419901123816
Position 9498: 0.006454729363227042
Position 113: 0.005955930286456276
Position 1067: 0.005422327609051923
Position 7667: 0.005060164035643262
Position 8054: 0.004857240591285075
Position 1181: 0.004812020898014186
Position 4332: 0.004731411103431717
Position 4337: 0.004390184422810499
Position 6418: 0.0042047053844594395
Position 787: 0.0038266543163876753
Position 601: 0.003574450363596436
Position 4229: 0.003225314888902558
Position 461: 0.0028041097329961403
Position 9753: 0.0025173835313090087
Position 5585: 0.002415758550459812
Position 764: 0.001959843363283206
Position 2226: 0.0018076576722283527
Position 1966: 0.0016782144748229658
Position 797: 0.0016493925635740463
Position 4299: 0.0015187421729919402
Position 6917: 0.0015176319445442403
Position 606: 0.0014498914109198741
Position 7814: 0.0013145573644256572
Position 2299: 0.0011060984056277183
Position 6155: 0.0010684168745482131
Position 1277: 0.0008548583456895261
Position 1885: 0.000775734143111544
Position 6629: 0.0007563907343927324
Position 7768: 0.0007438671668090989
Position 7758: 0.0007232498917631189
Position 409: 0.0006630687965875365
Position 8153: 0.0006552662620461652
Position 6416: 0.0006412109488174942
Position 8294: 0.0006400075412880057
Position 6898: 0.0005936547188857997
Position 6398: 0.00048365591884139863
Position 8024: 0.0004707487169526706
Position 7641: 0.00044430624670478594
Position 5390: 0.0003913253719104049
Position 5301: 0.0003875251435240159
Position 619: 0.0003121378252777387
Position 1452: 0.0003069629847270465
Position 128: 0.00030221129411310685
Position 6816: 0.0002962956474808848
Position 7485: 0.00024841547289324614
Position 8514: 0.00023424306124831753
Position 442: 0.0002273651197492719
Position 7060: 0.0002206142255715126
Position 4796: 0.00017412779101404454
Position 8159: 0.00017158401255482338
Position 7470: 0.0001678333630224043
Position 7500: 0.0001595217552096408
Position 458: 0.00014461425691755648
Position 5768: 0.00012694159164660664
Position 5850: 0.00010697042715257575
Position 8456: 9.681781468239046e-05
Position 531: 9.452587929910729e-05
Position 294: 7.752295182094705e-05
Position 7665: 7.511572535875883e-05
Position 7149: 7.438658224241776e-05
Position 542: 6.227025450673564e-05
Position 5481: 5.309305344605387e-05
Position 7325: 5.230706210868955e-05
Position 8488: 4.140415352834032e-05
Position 6287: 2.8886835974403153e-05
Position 6335: 2.3675354963494337e-05
Position 482: 2.2005994664809407e-05
Position 1078: 1.878748045803587e-05
Position 379: 1.8705273404634674e-05
Position 480: 1.773067819891906e-05
Position 6960: 1.4430098409982192e-05
Position 415: 1.33811311975645e-05
Position 126: 3.3332257586116588e-06
Position 8191: 2.656201448225767e-06
Position 6575: 3.6393847854537323e-07
Position 7603: 2.2108098643599461e-07
Position 6792: 7.787331593059042e-08
Position 6782: 6.061345649156239e-08
Position 6904: 5.3614477841410054e-08
Position 5993: 2.4498547183263676e-08
Position 6572: 1.4008739205192133e-08
Position 5983: 8.393265225817312e-09
Position 7177: 6.76656269455187e-09
Position 5985: 3.6719811715007492e-09
Position 4238: 3.3825331671950816e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4144: 0.9998671569593734
Position 6679: 0.9989188091632085
Position 6475: 0.9977668311007821
Position 7252: 0.9970328468454664
Position 7726: 0.9951977761756657
