Gene = Gug
index = 1204
Annotated 5SS: [  536  2207 12182 13316 18153 18337 18562 18783 19002 19572 19761 20266
 20458 20562]
Annotated 3SS: [ 1852 12049 13081 13378 18212 18416 18621 18944 19487 19642 20165 20362
 20508 21229]
SMsplice 5SS: [  536 18153 18337 18562 18783 19572 19761 20266 20608 21118]
SMsplice 3SS: [16402 18212 18416 18621 19487 19642 20165 20362 20832 21229]
top_k =  100
Partition function (log Z): 3.265084253738862

Sorted 5' Splice Sites (High to Low Probability):
Position 19572: 0.9995546506343113
Position 536: 0.9719595649418946
Position 20266: 0.9506503397418314
Position 20608: 0.5748974962216709
Position 21118: 0.5144772212169301
Position 19761: 0.5142554857459513
Position 19770: 0.4656749096732322
Position 20562: 0.41736543881349714
Position 2207: 0.3614022441451747
Position 21122: 0.20301769664719505
Position 10132: 0.1534633199807397
Position 9386: 0.05728446138117407
Position 9390: 0.051638032913978144
Position 22371: 0.047639169804364646
Position 20458: 0.04309189389316016
Position 21111: 0.03017089459605224
Position 1418: 0.01624446682360043
Position 21671: 0.013437153107678457
Position 20288: 0.008105953141178268
Position 21083: 0.0078258684351813
Position 20911: 0.005533703896116167
Position 245: 0.004990597401401343
Position 766: 0.003864069693461781
Position 20928: 0.0019629650364314053
Position 19739: 0.001751266122689758
Position 19765: 0.0011911718943612276
Position 20926: 0.0007882361270765778
Position 275: 0.0007267444756740354
Position 557: 0.0007177643423169269
Position 20612: 0.0005849902867849124
Position 1104: 0.0005840640501013033
Position 582: 0.0003948506713677457
Position 94: 0.00026460544747206705
Position 20947: 0.00025370290126193993
Position 559: 0.00025327215270876623
Position 21039: 0.00018864748575287993
Position 20593: 0.00016439377344202113
Position 20270: 0.00012116237626743102

Sorted 3' Splice Sites (High to Low Probability):
Position 19487: 0.9999999999999991
Position 19642: 0.988159241721385
Position 20832: 0.9749662653563035
Position 20362: 0.955170222145037
Position 21229: 0.6461550543355902
Position 20165: 0.5734096794023205
Position 19883: 0.2290220532246532
Position 1499: 0.1616095297517879
Position 9678: 0.1534633199807397
Position 2038: 0.10988753591971308
Position 21188: 0.10728968061112364
Position 20231: 0.0992323918220024
Position 9178: 0.07090790651780679
Position 22441: 0.047639169804364646
Position 20517: 0.04633338914201116
Position 9119: 0.0380145877773454
Position 1852: 0.03661597307473514
Position 2079: 0.033491464686299946
Position 20405: 0.028260962280433573
Position 21025: 0.025376986797593766
Position 20074: 0.023694806468325544
Position 19838: 0.012526770728996306
Position 19618: 0.009972952715045526
Position 21841: 0.008551425400876356
Position 19899: 0.008219018336210466
Position 21153: 0.00510341070130984
Position 21894: 0.004885727706802105
Position 611: 0.004751863105800097
Position 1952: 0.004338254108144587
Position 739: 0.0033121008147835146
Position 1949: 0.002247312944240297
Position 20508: 0.002136444332347974
Position 21282: 0.001909985922324942
Position 19923: 0.0018309114723272092
Position 1734: 0.0017849405550791457
Position 1324: 0.0016744333415155102
Position 1613: 0.0015401832272992954
Position 19661: 0.0014224561978802748
Position 19904: 0.0012076976407274015
Position 20307: 0.0001567210294906989
Position 1371: 0.00014865261577613536
Position 20645: 7.098627693541781e-05
