Gene = kin17
index = 1739
Annotated 5SS: [1062]
Annotated 3SS: [1133]
SMsplice 5SS: [1062]
SMsplice 3SS: [1133]
top_k =  100
Partition function (log Z): -4.952483228084908

Sorted 5' Splice Sites (High to Low Probability):
Position 1062: 0.9941578060488321
Position 105: 0.008672886753789024
Position 21: 0.0072137191122644325
Position 925: 0.0034617084273469555
Position 471: 0.0020825146051828333
Position 500: 0.0018574669303629025
Position 1395: 0.0007684064323469011
Position 167: 0.0006680634941312914
Position 1053: 0.00056468853392341
Position 1362: 0.00026845616857063307
Position 996: 0.0002099824642848475
Position 109: 0.00014692427327949055
Position 1365: 0.00011620408622275985
Position 444: 0.00010661233701364554
Position 845: 9.49125412022532e-05
Position 179: 9.184753375413683e-05
Position 1287: 6.863245052842589e-05
Position 1245: 6.506909005812498e-05
Position 1349: 4.4483501431683346e-05
Position 215: 3.957579612485216e-05
Position 1267: 3.238710957251896e-05
Position 930: 2.450549502052061e-05
Position 668: 2.3444159712599853e-05
Position 933: 2.0482772413110928e-05
Position 338: 1.848809577079424e-05
Position 148: 1.8111359186232474e-05
Position 380: 1.5762371562257964e-05
Position 1025: 1.4732968064814936e-05
Position 1296: 1.2891204995953198e-05
Position 965: 1.2850844850528082e-05
Position 8: 6.274233781502708e-06
Position 449: 1.8711703901431925e-08
Position 233: 1.3474769022116794e-08
Position 801: 1.078903590944269e-08
Position 731: 1.0737538201561591e-08
Position 434: 8.477292495642857e-09
Position 984: 7.2445349945048774e-09
Position 1107: 5.3910119701374e-09
Position 60: 1.1944995033194502e-09
Position 248: 8.581928970038363e-10
Position 747: 2.5885056606477043e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1133: 0.9985563842140811
Position 81: 0.006709469776665345
Position 155: 0.0034116584201421747
Position 523: 0.0024227954537442624
Position 158: 0.0017849606849978216
Position 981: 0.001744770743971922
Position 289: 0.0008315285402704571
Position 835: 0.0008176651553552856
Position 1443: 0.0006930957466700754
Position 1106: 0.0006533975787622703
Position 768: 0.0005960031208869748
Position 1427: 0.0005679201856223225
Position 1006: 0.0005012390842110511
Position 1145: 0.0004138663193423566
Position 789: 0.0003943032449907463
Position 528: 0.00026065636464890553
Position 1169: 0.0002503253938246852
Position 295: 8.30324548712763e-05
Position 176: 7.724570137714638e-05
Position 1492: 7.531068567682543e-05
Position 1362: 4.1745366512011375e-05
Position 1399: 1.250893821839709e-05
Position 551: 4.86536014725022e-08
Position 563: 3.650456537469432e-08
