Gene = Shc
index = 1501
Annotated 5SS: [315]
Annotated 3SS: [376]
SMsplice 5SS: [315]
SMsplice 3SS: [376]
top_k =  100
Partition function (log Z): -4.544402935376997

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9952971693837925
Position 543: 0.00626773493164275
Position 319: 0.004332984212637791
Position 1190: 0.0020646253926928965
Position 864: 0.0018827441508857904
Position 1445: 0.000889366446689527
Position 739: 0.0005651047194109116
Position 989: 0.00042989268158578154
Position 766: 0.00040518730324306233
Position 243: 0.00025766537935445423
Position 498: 0.00019404369091586507
Position 220: 0.00015278493168572948
Position 30: 0.00013328932832649108
Position 696: 0.0001296968020166777
Position 1558: 0.00012746215222896393
Position 18: 0.0001260835614029283
Position 299: 0.000110678210356012
Position 1368: 8.455449931876836e-05
Position 306: 7.306375279100816e-05
Position 1161: 3.659196910422114e-05
Position 238: 1.1455794972749857e-05
Position 224: 5.1462873910539e-07
Position 262: 3.610676193784185e-07
Position 208: 1.7330370422968184e-07
Position 256: 6.835987477775405e-08
Position 167: 2.4171254661704537e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.992261843404784
Position 1086: 0.0040477358109431245
Position 624: 0.0029019566024192965
Position 1624: 0.002847174198638128
Position 781: 0.0027883869405255957
Position 1285: 0.0019032158029333541
Position 1534: 0.0017532060323473115
Position 827: 0.0014217225419424252
Position 1250: 0.0012052293369926154
Position 920: 0.0005617255460355772
Position 463: 0.00034022057610311966
Position 742: 0.0002650266497851361
Position 863: 0.0002619181189670266
Position 306: 0.00021840283141515488
Position 1023: 0.0001291415299153743
Position 121: 0.0001229267529211799
Position 64: 0.00012053152595847057
Position 940: 0.0001147898451998756
Position 739: 0.00011093479135558999
Position 1650: 0.00010225373976049122
Position 523: 6.038560401848987e-05
Position 294: 1.215790101400571e-05
Position 310: 5.618954887240781e-06
Position 141: 4.187873458020981e-06
Position 89: 4.022823379112809e-06
Position 83: 3.235852202695255e-06
Position 71: 2.7739851189903277e-06
Position 112: 1.2267682139715788e-06
Position 267: 8.097886708752482e-07
Position 182: 1.657238284046772e-07
Position 96: 1.4044337647356717e-07
Position 93: 9.452951020841301e-08
Position 416: 7.201417569871226e-08
Position 261: 3.393237186594901e-08
Position 428: 3.348397198098419e-08
Position 470: 1.2150500252913788e-08
Position 393: 6.418606162730926e-09
