Gene = Mur29B
index = 1294
Annotated 5SS: [ 185 1317 2618]
Annotated 3SS: [1143 1386 2690]
SMsplice 5SS: [ 185 1317]
SMsplice 3SS: [1143 1386]
top_k =  100
Partition function (log Z): -8.16369060052722

Sorted 5' Splice Sites (High to Low Probability):
Position 1317: 0.9489646124568069
Position 185: 0.6160032296995684
Position 2618: 0.5532952575115823
Position 906: 0.03467271533890964
Position 900: 0.022142987505540317
Position 745: 0.018478771886127083
Position 5: 0.017991443898353436
Position 970: 0.006625961419239392
Position 1321: 0.006316059366588649
Position 930: 0.005403476815159186
Position 238: 0.003986039161804797
Position 1324: 0.003944519124997874
Position 963: 0.003438127367553262
Position 821: 0.0026870539802454673
Position 987: 0.001535904237015774
Position 732: 0.0004719236768009178
Position 575: 0.0002004255098565282
Position 30: 0.00010953455645614397
Position 556: 7.48352414263827e-05
Position 643: 3.8601675638054576e-05
Position 213: 3.566677671738063e-06
Position 281: 2.4097779980538453e-06
Position 310: 2.512351641487422e-07
Position 98: 1.0969416052181769e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1386: 0.8438846761350511
Position 1143: 0.5770468539254244
Position 2690: 0.4761401501601179
Position 2692: 0.045382161968954574
Position 817: 0.04154879154952873
Position 2713: 0.028813646915658117
Position 757: 0.027554647698412087
Position 1438: 0.023710880773278896
Position 2410: 0.017840234199184464
Position 1546: 0.013734740549669777
Position 2314: 0.01184348589270537
Position 1034: 0.011150636522532054
Position 1221: 0.010922481459053437
Position 1642: 0.01082005010867941
Position 2095: 0.00955160048604168
Position 2122: 0.009073338529516905
Position 1738: 0.008870936967538464
Position 1615: 0.008703783312927225
Position 2026: 0.008411630212966861
Position 1015: 0.008217163765252517
Position 1834: 0.007011434789880184
Position 327: 0.006694846226338805
Position 715: 0.005677192505257943
Position 643: 0.004460606309787915
Position 1165: 0.004365772479410295
Position 1519: 0.004043461344186649
Position 2287: 0.003091328565394474
Position 2740: 0.0029592984668523553
Position 878: 0.0029103178916098883
Position 372: 0.0028302972574420133
Position 246: 0.001738995516209291
Position 555: 0.001349140927478396
Position 310: 0.0010853212046467203
Position 105: 0.0009355554109169471
Position 1450: 0.0008975121558469718
Position 1462: 0.0008628030312149043
Position 513: 0.0006459828462468864
Position 459: 0.0006243626277269113
Position 517: 0.0005008743314430896
Position 655: 0.0004808227942812611
