Gene = Nufip
index = 1335
Annotated 5SS: [251 592]
Annotated 3SS: [310 648]
SMsplice 5SS: [251 592]
SMsplice 3SS: [310 648]
top_k =  100
Partition function (log Z): -3.0468956308067145

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9915866377410587
Position 592: 0.8975022431434128
Position 797: 0.07106075548317774
Position 533: 0.037391217491131994
Position 1158: 0.016582043047819937
Position 43: 0.0056597435524102
Position 47: 0.00443426223887621
Position 1142: 0.0037996689217926053
Position 873: 0.0008866631130380592
Position 103: 0.0008177052277977677
Position 1122: 0.0006904131501047019
Position 71: 0.0006131797506625528
Position 86: 0.00021219740738943825
Position 199: 0.0002090550781642157
Position 34: 6.650518037688484e-05
Position 527: 2.703867463897414e-05
Position 204: 2.5029459880945927e-05
Position 269: 1.4612210573072507e-05
Position 7: 1.3262871887953916e-05
Position 94: 8.433532943688972e-06
Position 596: 6.324887284850368e-06
Position 255: 4.879341784523228e-06
Position 542: 1.7945626416830193e-06
Position 17: 2.8071624458193024e-07
Position 221: 2.304313050549304e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 310: 0.8562531721430248
Position 648: 0.7423253153207994
Position 1331: 0.22278576947638595
Position 315: 0.09176661857042744
Position 344: 0.033135069668559065
Position 636: 0.01555851448909639
Position 1244: 0.012599615080927327
Position 681: 0.010489073910647207
Position 103: 0.009946783630938984
Position 1178: 0.008579692634160873
Position 1044: 0.004644413199105534
Position 697: 0.004437178856795735
Position 1277: 0.002933171417670831
Position 1308: 0.0025113977887653988
Position 1067: 0.0024706897677903308
Position 156: 0.0018708996265253692
Position 518: 0.0018221876440965175
Position 409: 0.0014485158651749105
Position 1556: 0.0012781559081051271
Position 932: 0.001016553649435822
Position 1594: 0.0008683406029472506
Position 633: 0.000676927707982933
Position 430: 0.0005042292878443611
Position 500: 0.0005022928788848813
Position 904: 0.00046584863919012
Position 755: 0.000334212696122507
Position 394: 0.00017010168505711081
Position 532: 0.00011046012878912342
Position 320: 7.404498258344999e-05
Position 312: 1.654739256442527e-05
Position 112: 6.0765024279835465e-06
Position 578: 4.655554843661469e-06
Position 538: 3.7404545179181063e-06
Position 686: 1.0555219482229688e-06
Position 184: 8.471215008762026e-07
Position 70: 5.986214413507438e-07
Position 245: 5.711121618506357e-07
Position 673: 5.19733388001681e-07
Position 65: 3.0455725398803424e-07
Position 221: 1.0117857525913507e-08
Position 227: 2.604373201266489e-09
Position 212: 6.484375345405257e-10
Position 269: 1.584597194857226e-11
