Gene = mus312
index = 1808
Annotated 5SS: [ 232  506 1108 2100 2205]
Annotated 3SS: [ 296  583 1166 2159 2260]
SMsplice 5SS: [ 232  506 1108 2100 2205]
SMsplice 3SS: [ 296  583 1166 2159 2260]
top_k =  100
Partition function (log Z): 6.385201586905464

Sorted 5' Splice Sites (High to Low Probability):
Position 1108: 0.9995467235342791
Position 506: 0.9891699878213162
Position 232: 0.9780846460263516
Position 2100: 0.9540029635144489
Position 2205: 0.9469989678954233
Position 2422: 0.4036155922551101
Position 1407: 0.016473277687719518
Position 2308: 0.011679765092243988
Position 65: 0.006466618887290361
Position 35: 0.004644061150498617
Position 4158: 0.00424681694845881
Position 4171: 0.003435786621769885
Position 1624: 0.0027073803856055173
Position 1212: 0.002691056483699894
Position 1487: 0.00253519190881313
Position 1658: 0.001922439545073923
Position 2074: 0.0012210966654524695
Position 255: 0.0007734126266506965
Position 1645: 0.0003796955399327031
Position 2209: 0.00031975447374152274
Position 2223: 0.0002560808277649217
Position 45: 0.00018577362752903305
Position 1560: 0.000183703473783169
Position 1928: 0.00014149393949351686
Position 3676: 0.0001263332364051528
Position 811: 0.00012323463275398937
Position 72: 0.0001229124300341464
Position 263: 7.427850916881327e-05
Position 1134: 7.288774620414164e-05
Position 1079: 5.959522430166889e-05
Position 806: 4.043623588124518e-05
Position 169: 2.8279348295651683e-05
Position 1017: 1.923065398334943e-05
Position 663: 1.7976929055235073e-05
Position 212: 1.4181790399020489e-05
Position 266: 4.800808280002192e-06
Position 1112: 4.4676087480871784e-07
Position 973: 1.82073379024453e-07
Position 894: 2.519765095197069e-09
Position 1063: 1.8157240626419856e-09
Position 387: 2.007239567938876e-11
Position 411: 1.0966392125332463e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1166: 0.9948972100915089
Position 583: 0.982291071091771
Position 2159: 0.950747414730505
Position 296: 0.8934791440184825
Position 2260: 0.7757891902200744
Position 3993: 0.3046213714877533
Position 312: 0.0810498666963111
Position 2284: 0.07492614527606574
Position 2494: 0.061236128695983744
Position 2272: 0.03471411410171491
Position 2763: 0.029454037637880834
Position 2404: 0.024165506018972303
Position 2949: 0.01435094063919913
Position 3117: 0.009857147542994325
Position 4227: 0.0076826035702286955
Position 3101: 0.007471108835176988
Position 1257: 0.006987851953550277
Position 1487: 0.005887816267330869
Position 130: 0.005117467124392589
Position 2164: 0.005057667042855719
Position 2612: 0.004936555132882717
Position 3294: 0.004613671177775441
Position 2411: 0.004329730885607377
Position 1870: 0.004294693801422682
Position 2365: 0.004168187610185086
Position 1724: 0.0034813815437592876
Position 92: 0.0026999160285374134
Position 695: 0.0026971814865839514
Position 3447: 0.002491852853929783
Position 2531: 0.002165651847582899
Position 104: 0.002128400171227995
Position 2497: 0.0017594534912676251
Position 1642: 0.00164608820644685
Position 1491: 0.0016425609583108544
Position 595: 0.0015438192824754214
Position 1519: 0.00152756671947381
Position 360: 0.0012595712423296357
Position 330: 0.0012519112017576074
Position 2333: 0.001200356943859957
Position 736: 0.001057277420561564
Position 612: 0.0009989752630328794
Position 881: 0.000990918859159189
Position 1556: 0.0009908878702900132
Position 2377: 0.000980975748570595
Position 2790: 0.0009575676057107311
Position 1587: 0.0009441236390707088
Position 141: 0.0008198402222511609
Position 1697: 0.0006789423231879523
Position 928: 0.0006381445493620077
Position 2185: 0.0004493839083528596
Position 1767: 0.000425104324493614
Position 2033: 0.00040369674796194265
Position 363: 0.0003589270008809687
Position 2065: 0.0003300966801785984
Position 1764: 0.00028111695371722416
Position 764: 0.00024324753169350965
Position 136: 0.00020563133777176052
Position 773: 0.00020486177619011587
Position 663: 0.000173190716971899
Position 339: 0.00014270704991992285
Position 606: 0.00010136290637498285
Position 905: 8.998636593687366e-05
Position 603: 7.318225175325844e-05
Position 401: 5.080907607968735e-05
Position 2328: 4.8100928478924e-05
Position 411: 2.6718016365507816e-05
Position 660: 2.6632559010524734e-05
Position 2311: 2.277037064159604e-05
Position 1076: 1.922270946605827e-05
Position 419: 1.638780004971181e-05
Position 371: 4.611743636025686e-06
Position 376: 2.159096111342455e-06
Position 432: 1.839747874751882e-06
Position 387: 1.8042257441170079e-06
Position 327: 1.1173785733587983e-06
Position 500: 1.1122762000159147e-06
Position 1203: 4.956988353735194e-07
Position 470: 4.2675612353193575e-07
Position 1236: 3.557449467357415e-07
Position 231: 7.653948075065735e-10
Position 239: 1.029049156036971e-10
