Gene = Tango1
index = 1546
Annotated 5SS: [ 293 2508 3057 3242 3990 4149]
Annotated 3SS: [ 398 2619 3108 3364 4046 4206]
SMsplice 5SS: [ 293 1146 3057 3242 3990 4149 4940]
SMsplice 3SS: [ 398 2619 3108 3364 4046 4206 5088]
top_k =  100
Partition function (log Z): 9.704231357422593

Sorted 5' Splice Sites (High to Low Probability):
Position 4149: 0.9998899628102474
Position 293: 0.9881932924708481
Position 3990: 0.8591438353582532
Position 3242: 0.8374818440877362
Position 1146: 0.6556687423173824
Position 3057: 0.6418522977541896
Position 4940: 0.5717938334984237
Position 897: 0.2962905406529334
Position 3039: 0.272960370895939
Position 2508: 0.06068442774146465
Position 3510: 0.030452573294897565
Position 3946: 0.021776715783852263
Position 3277: 0.019467074019891943
Position 4954: 0.018799420293337903
Position 2715: 0.01864400024894414
Position 4982: 0.01295688760245441
Position 649: 0.011203029738311535
Position 3636: 0.009981808994052311
Position 610: 0.009303848666937316
Position 617: 0.006581513603410031
Position 3814: 0.006522140764220758
Position 1169: 0.005723805288015718
Position 3869: 0.005324965628173722
Position 3404: 0.004738372831746568
Position 626: 0.004544101661136186
Position 1397: 0.004460800393824066
Position 845: 0.004371598335167116
Position 806: 0.004001329904438212
Position 444: 0.0038453687425804134
Position 5038: 0.0027414438605748354
Position 4368: 0.0026053306063661733
Position 319: 0.002477795321340136
Position 1855: 0.0016512472501268199
Position 3851: 0.0015766832000850253
Position 1945: 0.0015017000251385196
Position 3767: 0.0014666039473925062
Position 636: 0.0014564412084217542
Position 2010: 0.0012750116899780417
Position 3173: 0.0012716809851933046
Position 3011: 0.0010901292360377104
Position 525: 0.0008331272967435902
Position 674: 0.0007754416039760328
Position 3495: 0.0007144277731431013
Position 1885: 0.0007000070454055414
Position 3619: 0.0006548440540191775
Position 287: 0.0005954942228112056
Position 4843: 0.000502044334082303
Position 4403: 0.0003824887591536044
Position 270: 0.0002864571096637977
Position 4972: 0.0002783113026974358
Position 20: 0.0002467179012834554
Position 57: 0.00021188214308675188
Position 300: 0.00019129279400391069
Position 1612: 0.00014846623295469065
Position 347: 6.317518102466769e-05
Position 297: 4.0512575406770504e-05
Position 240: 2.8395784044420525e-05
Position 4153: 2.722668136842393e-05
Position 4839: 1.642917522577124e-05
Position 1442: 8.754976768645087e-06
Position 188: 6.587565598018466e-06
Position 4105: 5.9957387350913445e-06
Position 25: 3.366120689309579e-06
Position 86: 2.3745658270068908e-07
Position 213: 1.8870833376965653e-07
Position 104: 9.944650077203279e-08
Position 202: 8.816385005366492e-08
Position 224: 4.6627046956302467e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4206: 0.9944479659897695
Position 3364: 0.9761338264764621
Position 4046: 0.9564693036977111
Position 2619: 0.9369702738788727
Position 398: 0.8597300705304486
Position 3108: 0.6465968178386499
Position 5088: 0.5872674286272574
Position 956: 0.2032730084218464
Position 3094: 0.12978005119130398
Position 2869: 0.0744043110432824
Position 5002: 0.021462255162792314
Position 4048: 0.00678068083675391
Position 4213: 0.005456280827232865
Position 1069: 0.004584307052252036
Position 3311: 0.0023739195640683536
Position 1009: 0.0011160896035208485
Position 773: 0.0010710423076825486
Position 2824: 0.0010113492590246398
Position 5097: 0.0008856346170225765
Position 2555: 0.0008521582368710766
Position 979: 0.00048247539034683895
Position 3340: 0.00041391485027044236
Position 4914: 0.00022255400350634435
Position 5134: 0.00018545562297558578
Position 758: 9.325685063998258e-05
Position 3320: 8.53420612934739e-05
Position 86: 7.232321059839473e-05
Position 89: 6.703287267556395e-05
Position 3389: 6.587693144769913e-05
Position 583: 4.792622228160806e-05
Position 4601: 2.9879376766163867e-05
Position 4887: 2.2982021995797996e-05
Position 4267: 1.855853894096918e-05
Position 95: 8.820905547351758e-06
Position 177: 6.391775635315709e-06
Position 183: 3.3459561691774466e-06
Position 162: 5.747952427898952e-07
Position 264: 4.797493253667131e-07
Position 4262: 3.8329911251491504e-07
Position 166: 2.8570529142010717e-07
Position 104: 4.2184776585057355e-08
