Gene = SCAR
index = 1461
Annotated 5SS: [ 299 1935 2210 2942 4341 4657]
Annotated 3SS: [1125 2107 2860 3672 4406 4714]
SMsplice 5SS: [ 197 1935 2942 4341 4657]
SMsplice 3SS: [1125 2860 3672 4406 4714]
top_k =  100
Partition function (log Z): 3.031977573591864

Sorted 5' Splice Sites (High to Low Probability):
Position 4657: 0.9983204795246019
Position 4341: 0.9912932012039775
Position 197: 0.8473169865866729
Position 2942: 0.7964568982332444
Position 1935: 0.7709328165012105
Position 2581: 0.4102531013075999
Position 2192: 0.16437018583723823
Position 2012: 0.15115000637438725
Position 2206: 0.09634588419718419
Position 2210: 0.07308218585950021
Position 4994: 0.05287921525144463
Position 2664: 0.037453836290866876
Position 1041: 0.025131141425838287
Position 2459: 0.022591762039125846
Position 1033: 0.020528902805532972
Position 442: 0.018698893764121795
Position 2975: 0.012382792165554678
Position 739: 0.007563635062652422
Position 27: 0.007383944350158897
Position 821: 0.006662818562372595
Position 651: 0.006092124327712226
Position 220: 0.005951104249681927
Position 4947: 0.005718699492909658
Position 1030: 0.0051218014343160255
Position 393: 0.005094025502521814
Position 1463: 0.005045025439178754
Position 203: 0.00419389077724502
Position 1967: 0.003728262908132812
Position 733: 0.0035290489551952687
Position 603: 0.0033766660344801565
Position 826: 0.003212656678928953
Position 1454: 0.0030400283720409967
Position 154: 0.002677927912881095
Position 2415: 0.00232744759631319
Position 299: 0.0020847078324318946
Position 831: 0.0019125106015267525
Position 688: 0.0019028272908295897
Position 185: 0.0017599293901168654
Position 446: 0.001376809629687843
Position 215: 0.0013349720469627894
Position 4661: 0.0013318136908585085
Position 523: 0.0011879974300224587
Position 692: 0.0011841063405620682
Position 1353: 0.0011460989292564497
Position 655: 0.001088480270515688
Position 5116: 0.0009878508577710206
Position 2016: 0.0008535673645622719
Position 618: 0.0008279309130437127
Position 504: 0.0007989845106428426
Position 670: 0.00048121971194322834
Position 494: 0.00042845265900666685
Position 297: 0.00041574770608607486
Position 5542: 0.00040964501687589184
Position 2063: 0.000289482278777169
Position 13: 0.00016602023215841094
Position 4677: 7.883041167490975e-06
Position 314: 4.2727294061206445e-06
Position 471: 4.0995493963245215e-06
Position 4740: 3.951277347527133e-06
Position 225: 2.967089060256313e-06
Position 234: 1.0319363989695365e-06
Position 41: 1.006964860284638e-06
Position 29: 9.238001382697671e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4406: 0.9960264727861963
Position 4714: 0.9903477284779851
Position 1125: 0.8881967445150337
Position 2860: 0.8705153737502171
Position 3672: 0.596986902800836
Position 2107: 0.5126380043823279
Position 2251: 0.22195656018985443
Position 3322: 0.1442109873474946
Position 3066: 0.05585170629856759
Position 3028: 0.051259143018334064
Position 2001: 0.04949030577289294
Position 3051: 0.03724715647916943
Position 5168: 0.032230966197084945
Position 5143: 0.018175616931932002
Position 1214: 0.017433508717431677
Position 1525: 0.015969458098220844
Position 1249: 0.012438319248436035
Position 2545: 0.010461101808978801
Position 2648: 0.008604761011707205
Position 2484: 0.007639741561534294
Position 2267: 0.006656709605631459
Position 2112: 0.0061947686566825024
Position 4732: 0.005755700107161602
Position 5087: 0.0052387585314398345
Position 2501: 0.004482409218919663
Position 2368: 0.004383447963046754
Position 5383: 0.003968201421629591
Position 1405: 0.0032859875793073423
Position 514: 0.0027470261498912687
Position 5173: 0.002290885095432476
Position 69: 0.0022005643248518103
Position 350: 0.0016982921867145459
Position 336: 0.0009255984117637205
Position 4802: 0.0008971556776471249
Position 1246: 0.0008250449997549482
Position 1315: 0.0005619752533760611
Position 277: 0.0005069556801605986
Position 2127: 0.00047181059510187736
Position 5606: 0.0004096450168758917
Position 5427: 0.0003448806957870232
Position 96: 0.00018144139840770102
Position 77: 0.00012239030375713563
Position 280: 4.776141082906626e-05
Position 2941: 2.38870177068049e-05
