Gene = tup
index = 1920
Annotated 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
Annotated 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
SMsplice 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
SMsplice 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
top_k =  100
Partition function (log Z): 24.347592437061138

Sorted 5' Splice Sites (High to Low Probability):
Position 19082: 0.9999596199036687
Position 19306: 0.9998617411791229
Position 16869: 0.9985058357941328
Position 19580: 0.9970122468656675
Position 605: 0.9639147405913177
Position 17167: 0.9611753305820496
Position 15792: 0.9589242871295625
Position 20285: 0.6243799217069333
Position 17866: 0.41318787147708447
Position 21034: 0.2576376736388642
Position 18501: 0.2157823368767141
Position 18074: 0.18022778730627018
Position 20533: 0.05481095369237771
Position 469: 0.054195497054274594
Position 20297: 0.03972675302410017
Position 16192: 0.03327813142743051
Position 15740: 0.03272819348142651
Position 1528: 0.027034861766659642
Position 18544: 0.02045020202861555
Position 18813: 0.019692605323197065
Position 16144: 0.013776189469828554
Position 16599: 0.013607391288259394
Position 20615: 0.013410514316483177
Position 16168: 0.01233392114613533
Position 17445: 0.010097738071295902
Position 16152: 0.009217382921232916
Position 16213: 0.0073318191793228064
Position 17913: 0.007014414165963446
Position 18140: 0.005881406918090757
Position 17883: 0.0056416703335511065
Position 20810: 0.004666090321139456
Position 19567: 0.0009555060241475951
Position 129: 0.0008493179244661215
Position 17473: 0.0007374792753716624
Position 112: 0.0006626350291398032
Position 61: 0.00048342607315440047
Position 19592: 0.00047526838673603034
Position 17101: 0.0004619285553766739
Position 288: 0.00039319700113862925
Position 19571: 0.00032576797412262916
Position 19675: 0.0002903204132198263
Position 28: 0.0002275667337082182
Position 17104: 0.0001826531463318125
Position 19615: 0.0001428639824591022
Position 19743: 0.00014128524985235547
Position 19424: 0.00013339596939121473
Position 19717: 0.00013310517937857824
Position 315: 0.00010045853490836121
Position 812: 9.462340162130317e-05
Position 17072: 9.0672295676979e-05
Position 17076: 7.71561717177427e-05
Position 485: 6.730166886071307e-05
Position 373: 6.519248004008571e-05
Position 229: 5.577685399331996e-05
Position 1233: 5.2173359556793346e-05
Position 91: 5.133046605578821e-05
Position 36: 4.44470243427855e-05
Position 65: 4.051971475692921e-05
Position 19089: 3.628422125585737e-05
Position 20301: 3.403230741298786e-05
Position 94: 2.8274156084253196e-05
Position 432: 2.7054422070997024e-05
Position 57: 1.9108759193642313e-05
Position 19231: 1.1965905799589294e-05
Position 453: 1.045237046834803e-05
Position 40: 7.945538368065442e-06
Position 19195: 1.7897272527051132e-06
Position 19236: 1.2033442571292053e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19142: 0.9999124116104372
Position 20055: 0.9971063063641634
Position 19363: 0.9918060520504838
Position 15601: 0.9890935755942486
Position 16737: 0.9816256498226916
Position 18960: 0.9616928696820115
Position 20347: 0.6633461377301353
Position 16977: 0.5560299483816007
Position 17963: 0.44284904353556237
Position 21086: 0.26685399202983584
Position 16933: 0.24656811930656639
Position 16924: 0.17336411281631703
Position 17742: 0.1633628704729278
Position 17338: 0.14789491721450823
Position 16001: 0.0885047315000634
Position 20800: 0.06645981539265679
Position 17553: 0.06464546230644981
Position 17724: 0.03850444819018456
Position 1332: 0.02511250189991612
Position 546: 0.01868026831188697
Position 17369: 0.013583450036181464
Position 16109: 0.013039109316845647
Position 17513: 0.009450519983394372
Position 19366: 0.006376281075153117
Position 16779: 0.005049423259261828
Position 17507: 0.004812080558880736
Position 17527: 0.003583761063936063
Position 18133: 0.0035785193212959873
Position 17292: 0.0035690159148505894
Position 15041: 0.003014752719958743
Position 178: 0.0023273211373200558
Position 17536: 0.0021237309385687686
Position 17419: 0.0014390463422187193
Position 18569: 0.0013409307604792774
Position 19453: 0.0009506766933749617
Position 19943: 0.0008996874905154472
Position 754: 0.0006114906617695116
Position 1022: 0.0004985398320473522
Position 986: 0.00041471615792812525
Position 856: 0.0003976132149984871
Position 478: 0.0003834497083126441
Position 16454: 0.0003522083841598405
Position 17128: 0.0003356109616554991
Position 16269: 0.00032764438438124014
Position 17021: 0.00029932415223803805
Position 19416: 0.00025022506928360655
Position 18156: 0.0002403290383624956
Position 17146: 0.00012527268457127153
Position 19396: 9.89728405411968e-05
Position 19185: 3.775616038176227e-05
Position 19191: 3.3333501256496414e-05
Position 19242: 1.0583248233138682e-05
Position 19188: 7.535016845972151e-06
Position 19296: 7.184271732208904e-07
Position 19299: 4.9616078675294e-07
Position 19302: 1.383335369372256e-07
Position 19468: 2.6849283083439745e-08
