Gene = Fibp
index = 1166
Annotated 5SS: [ 218  351  737  908 1097 1248 1375 1622]
Annotated 3SS: [ 271  417  799  963 1146 1305 1435 1685]
SMsplice 5SS: [ 218  351  737  908 1097 1375 1622]
SMsplice 3SS: [ 271  417  799  963 1146 1435 1685]
top_k =  100
Partition function (log Z): 19.508940829839272

Sorted 5' Splice Sites (High to Low Probability):
Position 1375: 0.9989422229777292
Position 1622: 0.992294077201459
Position 351: 0.976534767605493
Position 908: 0.9754971709239089
Position 1097: 0.9693981511299369
Position 218: 0.8249709834661086
Position 737: 0.7364957509254659
Position 741: 0.2373637685936271
Position 1248: 0.029382861377355542
Position 713: 0.012635052201374236
Position 498: 0.010082874716484102
Position 1084: 0.008978719932700784
Position 1768: 0.008506774423064882
Position 1797: 0.003905948301958144
Position 1626: 0.003656152714577066
Position 767: 0.0017961210169089648
Position 186: 0.0015534201296874004
Position 1752: 0.0015301492139782452
Position 198: 0.0011872465483288156
Position 1726: 0.0004658546268129077
Position 1566: 0.00032371831505340835
Position 252: 0.00030844545380549944
Position 1558: 0.00023138232953968387
Position 772: 0.00022359498090577447
Position 139: 0.00019846976736148664
Position 732: 0.00010140795282178561
Position 1041: 9.482306412966757e-05
Position 617: 7.901893706168642e-05
Position 294: 7.742715264860322e-05
Position 87: 7.478217775167188e-05
Position 1516: 5.77552521542045e-05
Position 25: 4.397880212047823e-05
Position 967: 3.7229734207370525e-05
Position 1807: 3.6068559493613136e-05
Position 141: 3.44995124166167e-05
Position 857: 2.8250712779846236e-05
Position 125: 1.9762014163555984e-05
Position 355: 1.6392833079332154e-05
Position 816: 1.5518605189779695e-05
Position 123: 1.1084177579726945e-05
Position 48: 6.012654448765228e-06
Position 1287: 2.575229865324552e-06
Position 1540: 1.147750929869114e-06
Position 278: 9.222883462387826e-08
Position 284: 3.759359852669651e-08
Position 387: 5.423045940025962e-09
Position 1634: 1.1886014613101723e-09
Position 699: 5.169921291557569e-10
Position 1209: 2.5420470624236555e-10
Position 451: 8.29341553748055e-12
Position 1161: 7.1218720363166525e-12
Position 1021: 8.342141400708919e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.9998469774422443
Position 963: 0.9971394526501177
Position 1685: 0.9926512553739749
Position 1146: 0.9747162754905618
Position 417: 0.965706362832231
Position 799: 0.8868958101263495
Position 271: 0.8257146296866094
Position 833: 0.07810626815831737
Position 1305: 0.031150628820125086
Position 1848: 0.01725314698358368
Position 581: 0.011965735111657527
Position 421: 0.004225094105253543
Position 617: 0.002800352852578739
Position 837: 0.0018351347295089118
Position 449: 0.0018249708555139038
Position 317: 0.0014813942859253474
Position 446: 0.0009875133013440415
Position 1857: 0.00046214692705415927
Position 1186: 0.0003078003598925963
Position 1725: 0.0003076944423133254
Position 1292: 0.0002717335413053658
Position 1188: 0.00024118882364672912
Position 1693: 0.00023918143815673232
Position 967: 0.00018246541336370832
Position 1287: 0.0001516690010776755
Position 252: 0.00010268735832719534
Position 1765: 9.223181608667674e-05
Position 686: 7.0674639221716e-05
Position 1342: 6.232606652475426e-05
Position 294: 5.732667570113606e-05
Position 1021: 5.613977733803253e-05
Position 1096: 4.607535531713532e-05
Position 81: 4.007356178309193e-05
Position 1209: 2.968344874186206e-05
Position 328: 2.9050564387515128e-05
Position 1161: 2.799214451853104e-05
Position 566: 2.5922467495660917e-05
Position 478: 2.546371793325387e-05
Position 182: 1.8662507387175977e-05
Position 665: 1.740442011595843e-05
Position 139: 1.099497949530024e-05
Position 341: 9.129229267161178e-06
Position 207: 5.005920467039616e-06
Position 1597: 3.3929762325464427e-06
Position 87: 2.163682959031077e-06
Position 186: 1.7508214712704666e-06
Position 105: 1.5920645136551218e-06
Position 1523: 9.159857822562883e-07
Position 191: 5.4180708717086326e-09
Position 102: 2.865314380186517e-09
