Gene = MESR6
index = 1266
Annotated 5SS: [651 771]
Annotated 3SS: [728 992]
SMsplice 5SS: [651]
SMsplice 3SS: [992]
top_k =  100
Partition function (log Z): -6.019323361859711

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.9987838972859672
Position 899: 0.01695926552518227
Position 906: 0.01272337604729053
Position 1181: 0.00957809748620224
Position 1067: 0.007147638127582267
Position 1528: 0.004777901989077841
Position 247: 0.003987313698910646
Position 443: 0.0034072927200833655
Position 84: 0.002423113438302183
Position 1367: 0.001961740501928799
Position 814: 0.0018985336739977003
Position 743: 0.0013436433878660093
Position 28: 0.0010089296729249562
Position 461: 0.000896010750420941
Position 125: 0.0004343384275928082
Position 771: 0.00038111453079964685
Position 216: 0.0003100413686361583
Position 201: 0.0002734270171070421
Position 836: 0.00018504859040771837
Position 261: 0.00010377099077812858
Position 21: 0.00010354018184811702
Position 353: 8.889056799811895e-05
Position 386: 7.513111499962242e-05
Position 251: 3.1141292125022975e-05
Position 469: 3.0970226847168433e-05
Position 434: 2.8662599936830582e-05
Position 551: 2.627278047909961e-05
Position 67: 2.2226303364413387e-05
Position 114: 1.760703734448418e-05
Position 207: 1.6822123240091654e-05
Position 168: 1.5747370662304483e-05
Position 95: 9.927480037204902e-06
Position 601: 2.945206202215352e-06
Position 841: 1.8492518340649378e-06
Position 763: 3.8657030542284837e-07
Position 576: 1.350552086838184e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.6695718989098839
Position 728: 0.18605773456682972
Position 946: 0.1458921519009846
Position 1705: 0.021534547492117712
Position 511: 0.01171827243434887
Position 1278: 0.01085648555814307
Position 872: 0.0083112375237282
Position 802: 0.005357734970149063
Position 814: 0.003826203581774596
Position 1330: 0.0011407133679344605
Position 1021: 0.0008843349099943735
Position 786: 0.0008359275360800545
Position 95: 0.0006595642071968125
Position 1039: 0.0005418098275790145
Position 953: 0.0004064033293143575
Position 734: 0.0003937426784862139
Position 749: 0.00037036790019129203
Position 1309: 0.00020251518500570646
Position 763: 0.00014905378575848493
Position 2078: 0.00010923216563510349
Position 104: 5.242103037246818e-05
Position 84: 5.027128258013409e-05
Position 305: 4.2605071768332836e-05
Position 615: 3.185545954364776e-05
Position 163: 2.9037848919746612e-05
Position 119: 7.522199845768487e-06
Position 201: 7.175019521386413e-06
Position 298: 4.383226653686527e-06
Position 592: 4.224545091838648e-06
Position 391: 1.6586864498547367e-06
Position 272: 1.3330040141100604e-06
Position 313: 1.1729378277133133e-06
Position 125: 7.174548200952651e-07
Position 135: 6.525071423653132e-07
Position 316: 6.353804050060137e-07
Position 424: 3.8536510984136053e-07
Position 576: 3.799342859956073e-07
Position 67: 1.636011128652177e-07
Position 111: 9.03022339810714e-08
