Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  100
Partition function (log Z): 16.90957922740531

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.9989551384013537
Position 1841: 0.9980200006183982
Position 219: 0.996959363367561
Position 799: 0.991813938416783
Position 1042: 0.9831172074251806
Position 2034: 0.5082440809660879
Position 1481: 0.3537604017240467
Position 1465: 0.10862516914217903
Position 1472: 0.08909010618464926
Position 1233: 0.04544830562392503
Position 19: 0.03411860471877716
Position 2202: 0.015338105033084758
Position 529: 0.009146146725328281
Position 2057: 0.007589264092875128
Position 1534: 0.003832973841778022
Position 1245: 0.002395835964194143
Position 3: 0.0022026414308113857
Position 205: 0.002026551821636524
Position 8: 0.0016656073606220229
Position 658: 0.0016629710895450203
Position 1777: 0.0007188176874091114
Position 637: 0.00047166077044449514
Position 466: 0.00045114466950365266
Position 778: 0.0003056734997176752
Position 446: 0.0002954422835426839
Position 2170: 0.00026850279444201505
Position 1823: 0.00020206466736468425
Position 22: 0.0001860327539035091
Position 199: 0.0001663750812255241
Position 49: 0.0001411353299231061
Position 1691: 7.6054265914556e-05
Position 589: 5.5927570638152956e-05
Position 1069: 5.5189229671739726e-05
Position 545: 5.464749685021338e-05
Position 664: 5.310069480399961e-05
Position 781: 2.3023543290679446e-05
Position 806: 1.534176216563388e-05
Position 568: 1.5331484490702128e-05
Position 803: 1.006228679383955e-05
Position 413: 9.904612409421501e-06
Position 857: 8.410840750532417e-06
Position 2011: 7.022386400401213e-06
Position 2029: 6.268695072029095e-06
Position 208: 6.202152641376528e-06
Position 674: 6.201020890655443e-06
Position 386: 3.686264026170509e-06
Position 2038: 2.833834469204416e-06
Position 79: 1.8771233683570615e-06
Position 2032: 1.589140392807682e-06
Position 67: 9.06617398710056e-07
Position 1413: 8.693089505752706e-07
Position 82: 8.237076979253237e-07
Position 1095: 1.9453778418603742e-07
Position 76: 9.012560951602299e-08
Position 359: 5.9110198696818366e-08
Position 422: 5.16147650433583e-08
Position 472: 1.3270038119328476e-08
Position 551: 2.1796968276044105e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9987282305347235
Position 1898: 0.9986698627609263
Position 297: 0.9960979470542352
Position 857: 0.9605029740415056
Position 1095: 0.7986853512207934
Position 2090: 0.45001337558952037
Position 1532: 0.2992167489061231
Position 1546: 0.2614910136325851
Position 1113: 0.14146009057496522
Position 82: 0.037922378048257314
Position 2114: 0.032043848740680565
Position 1300: 0.028040580750210195
Position 1680: 0.02683940976002047
Position 1100: 0.025081472173302304
Position 2349: 0.019456758477686752
Position 2260: 0.014873375739397465
Position 921: 0.012998512220607527
Position 939: 0.009051757943517648
Position 592: 0.00900074960325119
Position 1572: 0.008386545872941667
Position 2225: 0.007061885895417619
Position 301: 0.0028206325347665245
Position 887: 0.002583348630547316
Position 2431: 0.001898463686387768
Position 2557: 0.0017893733127851623
Position 2501: 0.0015869442340521384
Position 1153: 0.001244266909637648
Position 732: 0.0012003692623800287
Position 2078: 0.0010264617046949116
Position 2328: 0.0009268116645175348
Position 1538: 0.0009053509460164674
Position 628: 0.0008614879757790914
Position 946: 0.0007530616943309606
Position 750: 0.0007030477788273054
Position 2668: 0.0005521114195422234
Position 1908: 0.00048315938657561347
Position 680: 0.00034578890801967955
Position 1179: 0.0003197756727938409
Position 1364: 0.00027017029697290056
Position 2240: 0.00023194461809751603
Position 1008: 0.00018977947255830542
Position 346: 0.00015039583842387704
Position 877: 0.00012510638120591158
Position 136: 0.00010395118168071863
Position 108: 0.00010388755487041347
Position 687: 0.00010045661780163144
Position 322: 8.749929135123824e-05
Position 978: 7.475860513605005e-05
Position 777: 7.409170020856342e-05
Position 923: 6.732098304989026e-05
Position 893: 6.526497355585154e-05
Position 729: 5.7709088423146354e-05
Position 372: 5.756480314676275e-05
Position 336: 5.287138577816818e-05
Position 528: 3.9920525409221356e-05
Position 1023: 3.4717533695578934e-05
Position 397: 3.223518274459463e-05
Position 664: 2.8590221851398216e-05
Position 607: 2.674793401812111e-05
Position 49: 1.9211234764320508e-05
Position 1118: 1.0008343142469534e-05
Position 438: 6.563311692044794e-06
Position 142: 7.777434411398321e-07
Position 422: 7.012784143745997e-08
Position 208: 3.385836038879359e-09
Position 110: 3.173582953453217e-09
Position 92: 1.5569949422322963e-09
Position 155: 1.7719242743064755e-11
Position 189: 1.615789196296943e-11
