Gene = osp
index = 1831
Annotated 5SS: [  875 49598 53262 77490 78657 86750 87014 87228 87490 87654 88209]
Annotated 3SS: [49570 53180 77423 78079 84095 86878 87087 87339 87541 87859 88464]
SMsplice 5SS: [  875 33327 53262 77490 78657 84600 86750 87014 87228 87490 87654 88209]
SMsplice 3SS: [32972 53180 77423 78079 84095 86233 86878 87087 87339 87541 87748 88464]
top_k =  100
Partition function (log Z): -103.04698751628884

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9954093010357359
Position 3604: 0.9228268821323176
Position 15115: 0.18540496417767946
Position 12103: 0.0194496515038308
Position 11919: 0.01107849041077333
Position 10857: 0.005376739769140261
Position 221: 0.004092611156469026
Position 3319: 0.003200569448942441
Position 5933: 0.0007577312279334344
Position 1285: 0.0006199042083450916
Position 956: 0.0005451275401206306
Position 1505: 0.00037629515959563517
Position 266: 0.00037574424934753303
Position 1147: 0.00015219790668409572
Position 2205: 0.00014154438803968755
Position 508: 9.660407652833784e-05
Position 254: 3.471687677698154e-05
Position 485: 2.4087964532957947e-05
Position 1101: 1.7887307371623393e-05
Position 250: 1.3651233919711717e-05
Position 428: 1.2856769629510535e-05
Position 256: 1.246169042749545e-05
Position 30: 8.370001698444914e-06
Position 575: 7.668559021890192e-06
Position 270: 6.782767610812969e-06
Position 124: 6.12327706469201e-06
Position 689: 4.567109891005099e-06
Position 479: 2.919544426924328e-06
Position 533: 1.8479024847221687e-06
Position 907: 4.4102992072049184e-07
Position 953: 9.675562785967117e-08
Position 879: 3.3183516154047036e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14904: 0.44698589270976474
Position 15306: 0.3404124758508092
Position 15862: 0.33183998057523145
Position 1371: 0.25732970839486374
Position 3433: 0.1260905004863704
Position 3520: 0.12266864375636563
Position 3405: 0.11619708222580254
Position 2776: 0.0724414893508521
Position 2718: 0.07198665201198051
Position 11850: 0.06567717377735106
Position 2317: 0.029782153764356285
Position 2517: 0.02970209032315328
Position 2739: 0.020942675306026955
Position 946: 0.02038784475376233
Position 2995: 0.020115373046059523
Position 12165: 0.01944965150383066
Position 2747: 0.011214487738979685
Position 11973: 0.01107849041077333
Position 1020: 0.009301988804096054
Position 1227: 0.009096947137901535
Position 1255: 0.005835961039408742
Position 10752: 0.005824820158951636
Position 3371: 0.0032005694489424343
Position 5838: 0.0006887796573222263
Position 1554: 0.000409494410808025
Position 737: 0.0003560757393255255
Position 611: 0.000256658201382789
Position 3094: 0.00024741057679421405
Position 646: 0.00020221953395078456
Position 649: 0.00010854019207974717
Position 5412: 7.494389799941507e-05
Position 1064: 2.5094870181790933e-05
Position 546: 2.297751192277231e-05
Position 996: 2.258852760612934e-05
Position 1173: 1.4736621470305245e-05
Position 7846: 9.783908439550866e-06
Position 575: 9.09156700253543e-06
Position 449: 6.882454195595359e-06
Position 5978: 6.793010119115768e-06
Position 7581: 6.055934666974076e-06
Position 294: 4.5534387624476596e-06
Position 7030: 4.345355807128954e-06
Position 1343: 3.827742797134521e-06
Position 6699: 2.213306044900076e-06
Position 1842: 1.8313864388132582e-06
Position 1753: 1.8039150454307432e-06
Position 5987: 1.6343413275188027e-06
Position 428: 1.452605204724141e-06
Position 1484: 1.422057686434645e-06
Position 6006: 1.389910665904515e-06
Position 5576: 8.925830956119758e-07
Position 388: 8.513357164304967e-07
Position 3685: 5.601217451938016e-07
Position 4272: 3.182936555449558e-07
Position 3851: 2.8338238535973877e-07
Position 3728: 1.6894114803080205e-07
Position 3896: 1.3116340712295616e-07
Position 3914: 1.286517473571787e-07
Position 1847: 8.735264819032385e-08
Position 4046: 8.426726506193722e-08
Position 3757: 7.977763356098397e-08
Position 1602: 1.3716172620922509e-09
Position 399: 3.1671872574034523e-12
Position 391: 3.0067686844968915e-12
Position 156: 1.3510945946026587e-12
