Gene = pim
index = 1837
Annotated 5SS: [150 537]
Annotated 3SS: [212 599]
SMsplice 5SS: [150 537]
SMsplice 3SS: [212 599]
top_k =  100
Partition function (log Z): 1.438435993910316

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9936342463760695
Position 537: 0.9929145089312741
Position 418: 0.07636480819266922
Position 273: 0.012663027880488434
Position 413: 0.011291044588354898
Position 888: 0.0019105616131969037
Position 164: 0.0018389084046395994
Position 824: 0.0014779219474333972
Position 345: 0.001049816093497626
Position 541: 0.0006157385603514356
Position 287: 0.000435225716510386
Position 392: 0.0002871369544765008
Position 865: 0.0002073730875273082
Position 254: 0.00013881283374187107
Position 961: 0.00012056923627243875
Position 516: 8.478944930094331e-05
Position 181: 3.064722772170676e-05
Position 850: 2.833314610931858e-05
Position 389: 2.0250553444248876e-05
Position 896: 1.3893857224917778e-05
Position 154: 1.3067366721190004e-05
Position 14: 8.785387704684444e-06
Position 185: 7.438987838202962e-06
Position 348: 4.973758457976898e-06
Position 175: 4.7421968199719975e-08
Position 452: 1.2858342048526661e-08
Position 239: 1.7579470596702304e-09
Position 23: 1.4748088337936045e-09
Position 212: 1.147565610877915e-10
Position 179: 7.943882570884786e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 212: 0.9943033012815523
Position 599: 0.9922904538594162
Position 471: 0.08704965821066803
Position 324: 0.007781761361625833
Position 343: 0.0048290099669674996
Position 952: 0.0019748370016526443
Position 883: 0.0017853003243837762
Position 608: 0.001193919171236911
Position 585: 0.001083522721544373
Position 262: 0.0006939307714933033
Position 348: 0.0004075116325086012
Position 399: 0.00032201453766276806
Position 699: 0.0001985973078051234
Position 218: 0.00018936032461421568
Position 1019: 0.00010849276093490537
Position 887: 0.00010614397629605305
Position 1022: 0.00010487723033918325
Position 716: 9.57444850169795e-05
Position 373: 8.444946448987285e-05
Position 196: 6.855519232100013e-05
Position 1051: 6.4805773980793e-05
Position 432: 6.183944839314336e-05
Position 749: 5.422847371148382e-05
Position 1028: 5.1878948102941974e-05
Position 396: 4.55977627070508e-05
Position 868: 4.5377430209530356e-05
Position 932: 4.507982488726792e-05
Position 835: 3.6265604985615145e-05
Position 531: 3.486923898669602e-05
Position 961: 3.0666836026212804e-05
Position 511: 1.2543409894050036e-05
Position 523: 7.339787211344315e-06
Position 473: 4.490952327461299e-09
Position 239: 3.787607708884631e-09
Position 163: 6.844417284740825e-10
Position 118: 4.0713619026195103e-10
Position 65: 2.4630907783971106e-10
Position 185: 1.202163790254998e-10
