Gene = Ilp8
index = 1229
Annotated 5SS: [ 195 1372]
Annotated 3SS: [1172 1795]
SMsplice 5SS: [ 195 1372]
SMsplice 3SS: [1172 1795]
top_k =  100
Partition function (log Z): -0.32496792455935153

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.996072224105662
Position 1372: 0.9898393937652958
Position 670: 0.23352921410350375
Position 1036: 0.03835376223407016
Position 894: 0.019032339905406283
Position 507: 0.007460017298606102
Position 964: 0.004028173901322415
Position 405: 0.002273039394297683
Position 2122: 0.0014714139035502324
Position 511: 0.0013860639369675718
Position 55: 0.000735343574928446
Position 2136: 0.0007075392939125229
Position 2090: 0.0006999861354836584
Position 17: 0.0006245475262634787
Position 2076: 0.000498029794832113
Position 1610: 0.00043144458810366647
Position 1376: 0.0003343335918232822
Position 39: 0.00010820967075367878
Position 2149: 9.63629523201241e-05
Position 120: 3.582187520576487e-05
Position 286: 3.3804333693533766e-05
Position 376: 1.8741460755084547e-05
Position 211: 1.1619981416641035e-06
Position 6: 8.803548460616653e-07
Position 1331: 7.880161254775762e-07
Position 22: 7.030268811028717e-07
Position 1618: 4.702442707944121e-07
Position 94: 2.818620201728801e-07
Position 100: 2.666037732553199e-07
Position 199: 1.7090375907579842e-07
Position 205: 2.1057967272520243e-08
Position 71: 5.247265270499797e-09
Position 105: 1.017276048675824e-09
Position 103: 6.11925359839504e-10
Position 187: 1.219144131080524e-10
Position 161: 5.092384662755074e-11
Position 282: 3.458296902259451e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1795: 0.9795151006443248
Position 1172: 0.8722401553016748
Position 527: 0.10843957097073778
Position 398: 0.06918308168931254
Position 266: 0.06109742814994403
Position 745: 0.05240056597821443
Position 248: 0.0452498262604216
Position 327: 0.04108478339807662
Position 274: 0.017475237928460917
Position 334: 0.007541946207144842
Position 488: 0.007149012987633372
Position 1676: 0.003450147013087057
Position 1460: 0.003429512719018388
Position 873: 0.003426266209409585
Position 2193: 0.002918848822821846
Position 1228: 0.002875889789801414
Position 1750: 0.0024415300498076406
Position 2228: 0.0017307666647573777
Position 282: 0.0016629988656787801
Position 1683: 0.0013947531828724573
Position 404: 0.0013133891474293642
Position 1579: 0.001274117010397078
Position 111: 0.001138387428311255
Position 839: 0.0009532212031967595
Position 1744: 0.000948494223155135
Position 751: 0.00088017006916412
Position 429: 0.0007115293163416493
Position 460: 0.0006764278126324619
Position 290: 0.0006647181025702916
Position 298: 0.000657718971487944
Position 1715: 0.0006198141519357378
Position 1597: 0.0005553268152188748
Position 590: 0.0005441425801893603
Position 1573: 0.0005080305655643622
Position 1829: 0.0003963210629558737
Position 1712: 0.000367914991736237
Position 103: 0.00026568426546711555
Position 2116: 0.00022965172997974862
Position 2167: 0.0001990929974386582
Position 2213: 9.042210230842604e-05
Position 507: 3.920643458357423e-05
Position 535: 2.917568150133117e-05
Position 86: 2.0039272346537797e-06
Position 170: 7.713227273606237e-07
Position 67: 7.673941186586287e-07
Position 115: 3.8154727109809306e-07
Position 71: 1.9842206807175884e-07
Position 59: 5.251845414960091e-08
Position 51: 1.971606519034754e-09
Position 55: 1.2766870447982565e-09
Position 119: 5.850205306979576e-10
Position 156: 3.6476386156436566e-11
