Gene = Iml1
index = 1230
Annotated 5SS: [  178   541  1090  1752  1984  2455  2644  4929  6361  6596  6845  7375
  7701  8750  9013  9167  9394  9610  9840 10008 10121]
Annotated 3SS: [  232   600  1146  1811  2045  2511  4805  5957  6420  6652  7281  7635
  8641  8805  9068  9225  9448  9676  9894 10064 10177]
SMsplice 5SS: [  178   541  1090  1752  1984  2455  2644  6361  6596  6845  8750  9013
  9167  9394  9610  9840 10008 10121]
SMsplice 3SS: [  232   600  1146  1821  2045  2511  5341  6420  6652  7302  8805  9068
  9225  9448  9676  9894 10064 10177]
top_k =  100
Partition function (log Z): 37.96821834097208

Sorted 5' Splice Sites (High to Low Probability):
Position 2644: 0.9999838227870492
Position 1984: 0.9997873752224965
Position 8750: 0.9984349205334061
Position 10121: 0.9983900527208327
Position 6361: 0.998083776638389
Position 6596: 0.9957885269092323
Position 6845: 0.9954078575456355
Position 9013: 0.9883830273046823
Position 541: 0.980960004568566
Position 10008: 0.9691291513075982
Position 9840: 0.9502055824269172
Position 2455: 0.9254106687362872
Position 9394: 0.8623837245622653
Position 1090: 0.8433983880704193
Position 9610: 0.8229883794409797
Position 178: 0.8197759282017169
Position 9167: 0.6106841334540634
Position 1752: 0.5886155794380183
Position 7701: 0.3637021766936699
Position 1220: 0.3194561323158694
Position 7823: 0.30656257755002425
Position 9573: 0.13768087934212017
Position 7375: 0.06119480411420836
Position 1234: 0.020081569655115417
Position 10012: 0.017461764564367092
Position 2127: 0.01734977325186254
Position 786: 0.009477372407472647
Position 9614: 0.00938594792668333
Position 7038: 0.00786760794738287
Position 9623: 0.00634227398425944
Position 1044: 0.004529536756866559
Position 837: 0.003312496435065431
Position 1327: 0.003228974389618058
Position 10281: 0.00274455140191419
Position 1034: 0.0026944326214538095
Position 6806: 0.002352275004061513
Position 1046: 0.0021668285898832846
Position 754: 0.002165066282083674
Position 2172: 0.0017655197170826703
Position 3294: 0.001678149796331676
Position 813: 0.001669225953082006
Position 3300: 0.0013314133170016995
Position 7068: 0.0012099275184562883
Position 2408: 0.0012003263375262303
Position 2437: 0.0011887936887491294
Position 9989: 0.0009571844589098781
Position 9598: 0.0008850014115635872
Position 2354: 0.0007471143524273508
Position 2372: 0.0007159623084043918
Position 9565: 0.0006907368946526278
Position 6575: 0.000485654932025509
Position 6907: 0.0003873802564267117
Position 9590: 0.0003313427171775577
Position 9568: 0.0003107168268496262
Position 10082: 0.00030782227578613603
Position 889: 0.00023937289323550882
Position 8876: 0.00022218897525681309
Position 9763: 0.00019651492827974556
Position 7085: 0.00018924016365459977
Position 10128: 0.00017185430331404197
Position 861: 0.0001666132987329443
Position 6553: 0.00013039716600945933
Position 615: 0.00012957955606967956
Position 188: 0.00012878632534619363
Position 704: 9.363944342919158e-05
Position 666: 9.290793841029197e-05
Position 756: 9.227469336144891e-05
Position 3246: 7.953306738902848e-05
Position 664: 7.354057831806929e-05
Position 9272: 7.320824116951011e-05
Position 289: 6.828851558568845e-05
Position 9142: 6.72935491814445e-05
Position 986: 5.917576628302215e-05
Position 86: 2.386778660996408e-05
Position 373: 1.6053192104069943e-05
Position 6878: 1.3806285463497529e-05
Position 6886: 1.124660054851387e-05
Position 6898: 1.029375845197503e-05
Position 277: 9.147015708159188e-06
Position 286: 6.693948176656304e-06
Position 244: 3.5251294678393035e-06
Position 75: 3.137182744050462e-06
Position 433: 2.359211410691144e-06
Position 100: 1.943275407409843e-06
Position 445: 1.875727783067973e-06
Position 430: 1.7746201252126052e-06
Position 10130: 7.288070733947695e-08
Position 506: 4.574022334449787e-08
Position 10135: 4.306035303855199e-08
Position 10106: 3.996653281506179e-08
Position 6567: 2.984066991360427e-08
Position 498: 2.8772311119562633e-09
Position 416: 2.7210551561100625e-09
Position 583: 1.1106804209191517e-09
Position 519: 2.1657934533862176e-10
Position 157: 1.425497232317338e-12
Position 134: 1.0899424017443723e-12
Position 210: 9.073730262747218e-13
Position 96: 5.693739957859225e-13
Position 104: 1.2935402511047604e-13
Position 120: 4.151804619464363e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6420: 0.9999269709813354
