Gene = Aps
index = 24
Annotated 5SS: [ 388 1146 2345 2655]
Annotated 3SS: [ 678 2245 2498 2713]
SMsplice 5SS: [1146 2345 2655]
SMsplice 3SS: [2245 2498 2713]
top_k =  100
Partition function (log Z): 1.5177130023784575

Sorted 5' Splice Sites (High to Low Probability):
Position 2655: 0.9996305779612099
Position 2345: 0.9941006066053507
Position 1146: 0.7438119479971272
Position 2164: 0.4863924603568949
Position 400: 0.05567571002252761
Position 2043: 0.05249436164227454
Position 3029: 0.045771208434630464
Position 388: 0.04499369730021641
Position 73: 0.04181551820462888
Position 272: 0.038737586163478895
Position 524: 0.037867737303845427
Position 472: 0.025904902835925496
Position 1503: 0.02276652334116356
Position 1226: 0.017151214763841433
Position 768: 0.015961987807585766
Position 1441: 0.013830575551171174
Position 83: 0.012732968619270505
Position 27: 0.009970233212135941
Position 1210: 0.007318662085358361
Position 1499: 0.005389803882355478
Position 42: 0.0032266094566485285
Position 3385: 0.002310273763986679
Position 369: 0.0018931456136743016
Position 3252: 0.0016971106056594377
Position 2407: 0.0014551181486827229
Position 264: 0.001001591080163847
Position 801: 0.0009395494766467897
Position 527: 0.0008151617542898226
Position 615: 0.0008075356580597371
Position 600: 0.0004806092522286131
Position 2373: 0.00044362109439389727
Position 763: 0.000370561342661283
Position 841: 0.00035884880145394454
Position 783: 0.00034040167119285883
Position 110: 0.0003171096146125329
Position 761: 0.00028205615535927035
Position 87: 0.0001817138487809451
Position 123: 7.818865057083592e-05
Position 132: 3.598549484696623e-05
Position 2776: 1.3066830251114922e-05
Position 81: 1.2954021162211193e-05
Position 1342: 6.845201570654298e-06
Position 2659: 6.796308955082261e-06
Position 2644: 5.9129058905704815e-06
Position 2646: 1.603611333559824e-06
Position 2799: 1.318366585219551e-06
Position 2815: 1.1651291217419443e-06
Position 2619: 3.7039295514659096e-07
Position 2812: 3.4920413318679505e-07
Position 2616: 8.987781420945066e-11
Position 2632: 1.0207788158776526e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9910850734490115
Position 2498: 0.9632615176355963
Position 2245: 0.9448006519462351
Position 1572: 0.2886941632307402
Position 1028: 0.25789763847907804
Position 1860: 0.03639889016434327
Position 1594: 0.033454637604492514
Position 1635: 0.024820197262771012
Position 2454: 0.021535311708302144
Position 1884: 0.02134645505272107
Position 1751: 0.020989192847445208
Position 3988: 0.018710793085087357
Position 3289: 0.01461423476549031
Position 2406: 0.009493572586771587
Position 4035: 0.006014600741774062
Position 2547: 0.0037147142538713294
Position 191: 0.003552193096401267
Position 3548: 0.003469171380076434
Position 3252: 0.0032761896761758927
Position 3140: 0.003161378513879606
Position 1897: 0.002967339318552552
Position 3704: 0.0028918709152355427
Position 3832: 0.0017825064271421408
Position 678: 0.0016996549167031525
Position 3204: 0.001183598053381929
Position 2550: 0.0011047689257392052
Position 1393: 0.001097283788012608
Position 3598: 0.0010290218545574734
Position 3221: 0.0008610924649373668
Position 194: 0.0008014535048219359
Position 228: 0.0006147697116333716
Position 1435: 0.0006078260758439049
Position 2842: 0.0005086571253417239
Position 4241: 0.0005049488389377538
Position 2764: 0.00034484562918899223
Position 1315: 0.00034403119314470294
Position 1696: 0.0003034414015513823
Position 2432: 0.00028541606599649205
Position 1462: 0.0001783296862432242
Position 2884: 2.2607014310076835e-06
Position 615: 1.6356828999301118e-07
