Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  100
Partition function (log Z): 2.7577330769028348

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9808368521547808
Position 831: 0.9511838939711286
Position 1097: 0.9500056363953967
Position 385: 0.04160194911147034
Position 1073: 0.02766379207810248
Position 1310: 0.01658101335981883
Position 1557: 0.013989363461694803
Position 1523: 0.00991005398519602
Position 838: 0.006631027408962321
Position 835: 0.004590414966500064
Position 1515: 0.004496732747254515
Position 804: 0.00412159497565899
Position 1070: 0.002873027122176195
Position 427: 0.0025655814891962446
Position 325: 0.0020188185615573266
Position 174: 0.0018617163244567289
Position 1521: 0.0009040386246850287
Position 1305: 0.0008878622516639083
Position 146: 0.0006675043520604389
Position 187: 0.0005887493080434378
Position 1902: 0.0005744887052781816
Position 1935: 0.0005631417884343534
Position 1263: 0.0005003806527831214
Position 574: 0.00043679922636400255
Position 1075: 0.00027408388971721543
Position 1156: 0.00021906029030529346
Position 1183: 0.00019587511243666998
Position 673: 0.00015378834261552533
Position 524: 0.00011714580914649837
Position 1921: 0.00010017324321537196
Position 468: 9.718702665758791e-05
Position 707: 6.1650376134788e-05
Position 640: 4.275017554075704e-05
Position 1939: 3.7667427357399845e-05
Position 28: 2.3076745999659982e-05
Position 406: 2.1438782097566218e-05
Position 786: 2.1420729566892337e-05
Position 340: 1.9108072767310163e-05
Position 509: 1.7263498827808233e-05
Position 383: 1.689574356861508e-05
Position 504: 1.6795652567283004e-05
Position 626: 1.393862732423452e-05
Position 49: 1.1701823381001012e-05
Position 1268: 1.5866052144070258e-06
Position 1038: 7.366266491599076e-07
Position 1035: 7.12795159646083e-07
Position 1014: 6.536832141032642e-07
Position 1051: 5.314230686480493e-07
Position 571: 3.7338182182962585e-07
Position 644: 2.4244811877261873e-07
Position 376: 2.415572121492547e-07
Position 355: 2.39750073508096e-07
Position 136: 6.603917065290044e-08
Position 150: 5.26047746278385e-08
Position 44: 2.4025523250548597e-08
Position 621: 2.0901559246206063e-08
Position 134: 4.6067793920444965e-09
Position 207: 3.967763866090286e-09
Position 38: 2.592329613801552e-09
Position 111: 1.8008405802971645e-10
Position 286: 4.697178495635517e-11
Position 389: 8.59637840605524e-12
Position 99: 3.3893805258603883e-12
Position 214: 4.671292148631723e-14
Position 228: 1.1451633457095517e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9954240690322892
Position 1363: 0.9805306693946856
Position 246: 0.9783628730855086
Position 1663: 0.014635967165761649
Position 648: 0.011815216956853208
Position 1244: 0.009927678227451494
Position 1660: 0.0085863105046103
Position 744: 0.006311557607346727
Position 1585: 0.0056945962405082476
Position 1969: 0.004571683916725915
Position 1263: 0.0035960155890360232
Position 516: 0.002712794996354104
Position 1215: 0.0011104379144471677
Position 2010: 0.0006008092157917524
Position 1449: 0.0006003834212985924
Position 895: 0.0005922189383435278
Position 1813: 0.0005136598687933919
Position 967: 0.00031877829427756014
Position 1414: 0.0003024512540373144
Position 468: 0.00029928597271312423
Position 970: 0.00027645417194175324
Position 402: 0.0002674505815860688
Position 946: 0.00022877930098336074
Position 909: 9.891509581079994e-05
Position 717: 7.841052032775905e-05
Position 340: 6.195417650743648e-05
Position 214: 9.536088106574679e-07
Position 228: 2.5522984063510884e-07
Position 300: 1.596529711833279e-07
Position 274: 1.5770380999870978e-07
