Gene = fwe
index = 1710
Annotated 5SS: [ 137  475 2992 3165]
Annotated 3SS: [ 353 2783 3056 5561]
SMsplice 5SS: [ 475 2992 3165]
SMsplice 3SS: [2783 3056 5561]
top_k =  100
Partition function (log Z): 1.4861967492129793

Sorted 5' Splice Sites (High to Low Probability):
Position 2992: 0.9873738381680801
Position 3165: 0.9700125896841901
Position 475: 0.9224934473401976
Position 705: 0.037556173457159
Position 694: 0.03324132702718279
Position 3963: 0.029242564886817545
Position 4076: 0.02720324868423895
Position 84: 0.022390247719533622
Position 2151: 0.020319353484323528
Position 796: 0.020309221122358043
Position 137: 0.018360986388405446
Position 5234: 0.016746856894313805
Position 3671: 0.014998897720389674
Position 3874: 0.014295604680452212
Position 4307: 0.011863274667910243
Position 248: 0.00914581878804693
Position 2518: 0.008202661139908394
Position 3362: 0.0079971001853171
Position 894: 0.007982886188185693
Position 5218: 0.007853718522145081
Position 2996: 0.007673249880525094
Position 428: 0.007488459863662483
Position 3581: 0.005744370070703876
Position 3403: 0.005395380530795175
Position 3976: 0.005367017985570502
Position 5758: 0.004251245106200062
Position 3169: 0.0038226741694722963
Position 4924: 0.003314733957126549
Position 221: 0.003277752175751557
Position 37: 0.0030820611834886623
Position 2948: 0.002901992265049115
Position 482: 0.002898708817719168
Position 1110: 0.002663112745856025
Position 843: 0.0020450014451331012
Position 2927: 0.0018297095484393453
Position 4376: 0.001545324440762072
Position 3816: 0.0015173279576500929
Position 75: 0.0014008489199317127
Position 4334: 0.0011445211347077293
Position 4185: 0.0011061907550477086
Position 3893: 0.000862062568620016
Position 4144: 0.0008211302263793195
Position 68: 0.0007613779842125047
Position 3967: 0.0006781016781111138
Position 291: 0.0005879597624376167
Position 202: 0.000459339270956051
Position 225: 0.0003045658906897076
Position 3325: 0.00022174063124694114
Position 246: 0.00020325164657053056
Position 2965: 0.00017916035369280122
Position 61: 0.0001506602298032454
Position 90: 0.00013890023339107514
Position 275: 0.0001095068617468167
Position 63: 9.442759395714506e-05
Position 141: 9.354047358840602e-05
Position 425: 6.14722668382367e-05
Position 223: 5.634076069924764e-05
Position 14: 5.542377301378742e-05
Position 186: 3.6070437620121834e-05
Position 3194: 3.209869428716421e-05
Position 177: 2.875424780967253e-05
Position 3136: 1.0158068714637833e-05
Position 619: 9.014127505173043e-06
Position 915: 5.4071936646592775e-06
Position 3133: 1.1677569658217854e-06
Position 3153: 6.723439611609956e-07
Position 3366: 1.0761346746340585e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3056: 0.9989015918631919
Position 2783: 0.9874523535693001
Position 5561: 0.9285878301228963
Position 3512: 0.16500187503597502
Position 622: 0.05931460055322429
Position 1897: 0.023774462703065467
Position 5016: 0.02365342497327009
Position 353: 0.013861792403223435
Position 526: 0.009171029010260458
Position 131: 0.007364201268111478
Position 1038: 0.006883720817753487
Position 5531: 0.00671590175449085
Position 1544: 0.0051116359628220025
Position 2832: 0.0033872029031519943
Position 2045: 0.0030781055523496897
Position 368: 0.0027210685011653433
Position 3558: 0.0020886595919070087
Position 140: 0.0020058583957448975
Position 4892: 0.001598111349566895
Position 5255: 0.0015433428222972358
Position 5905: 0.0015415157943643118
Position 5922: 0.001498567402078867
Position 5821: 0.0012111619097568806
Position 3037: 0.001094415521761088
Position 5400: 0.0010088680202140173
Position 2642: 0.0007719495792057659
Position 2243: 0.0006855662593725418
Position 4270: 0.0004220595660290071
Position 678: 0.0003884819640493499
Position 3272: 0.0002675732879033318
Position 4168: 0.0002148557776636006
Position 3225: 0.00015134421133511703
Position 4121: 0.00014202581582225572
Position 4249: 0.00013915684603583544
Position 3366: 0.00011131367592097063
Position 3344: 6.70588133079402e-05
Position 3214: 5.1679875802861065e-05
Position 3317: 1.75548699049524e-05
Position 3243: 1.5053928016314105e-05
Position 3237: 2.0174798246277973e-06
Position 144: 1.9210954779450047e-06
Position 3098: 9.993995787404227e-07
Position 3110: 2.1455044190437076e-09
