Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  100
Partition function (log Z): -3.121747941099076

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9910878367668882
Position 1607: 0.8158973329177439
Position 755: 0.42049315119722835
Position 68: 0.27425001594232523
Position 460: 0.2165100147687296
Position 1079: 0.12821467061981578
Position 7553: 0.08688709177422034
Position 172: 0.038129596397262724
Position 7579: 0.03103852077939201
Position 1419: 0.028640323188914112
Position 1200: 0.028397174215228742
Position 284: 0.027521001251942925
Position 872: 0.022496835983855254
Position 5861: 0.02227118314636847
Position 6345: 0.01855167145064827
Position 5820: 0.017816105038802387
Position 8432: 0.010306464355005788
Position 1611: 0.009526648364894752
Position 4428: 0.008690348144298263
Position 431: 0.006560462866410878
Position 77: 0.006138012924927295
Position 7435: 0.006083916930218308
Position 993: 0.0059256986138587
Position 3725: 0.0043068076885182625
Position 266: 0.004275980182421004
Position 1320: 0.004086891178662993
Position 751: 0.0032814135109702925
Position 5867: 0.003215212550964691
Position 974: 0.0028580480922032804
Position 5364: 0.0027221756598499775
Position 288: 0.0026851100051059674
Position 1059: 0.002634302494415953
Position 998: 0.0018150322299644714
Position 1067: 0.0016848768959859322
Position 290: 0.0010285375548030327
Position 2471: 0.0008724163157395784
Position 292: 0.0007169581046260775
Position 1540: 0.0005381732807490578
Position 436: 0.0004537344245678285
Position 296: 0.000314251458675458
Position 236: 0.00015547576785860924
Position 137: 9.621103647794026e-05
Position 386: 9.235932190881837e-05
Position 286: 8.860059697179442e-05
Position 379: 8.401891838129475e-05
Position 1063: 5.858146478596326e-05
Position 66: 3.1876630848227065e-06
Position 767: 2.5584700493123792e-06
Position 354: 1.7876124307968647e-06
Position 129: 1.0642018950877642e-06
Position 134: 8.906649754846071e-07
Position 57: 8.536536879516784e-07
Position 59: 4.136369179418455e-07
Position 33: 3.542857085430501e-09
Position 72: 1.4570421177088302e-09
Position 14: 1.2941069294322809e-09
Position 81: 5.546787583183107e-10
Position 96: 8.245734764982233e-11
Position 8: 1.6038274865695563e-11
Position 26: 7.2410086266071025e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9999649597917123
Position 7343: 0.9736880980795445
Position 1313: 0.7630011094740053
Position 519: 0.2289948116565985
Position 5554: 0.05633172961319428
Position 8121: 0.051063414101796996
Position 7654: 0.036562111826926
Position 7657: 0.031084644383026605
Position 8655: 0.02570864716005916
Position 621: 0.017535637107127546
Position 1540: 0.015064815885432813
Position 1491: 0.007247049464247241
Position 963: 0.0069918303830807035
Position 568: 0.006704769858757765
Position 7836: 0.005708267285436122
Position 5229: 0.005416218848094184
Position 117: 0.004968173578937036
Position 3562: 0.004306965332979839
Position 1141: 0.0031109673490467733
Position 5421: 0.0030574152770952616
Position 5691: 0.0029530168560988968
Position 4732: 0.002646755778854049
Position 527: 0.0018254692818248676
Position 6652: 0.0012607540611573819
Position 6395: 0.0008621596517306971
Position 5069: 0.0007801754133026248
Position 802: 0.0006410552305039669
Position 4959: 0.0006041902159627793
Position 679: 0.00025113919429072164
Position 4629: 0.00023667386804014163
Position 5406: 0.0002147080547003416
Position 4883: 0.00018234865558138414
Position 5147: 0.0001323216000476869
Position 4651: 9.336126970521468e-05
Position 4797: 8.351459630280152e-05
Position 188: 5.8752658237811475e-05
Position 407: 5.39030576754445e-05
Position 410: 4.548963415508224e-05
Position 4198: 3.4748996912094955e-05
Position 330: 3.3131863256914647e-05
Position 498: 2.8612641207475886e-06
Position 483: 1.7080045784059787e-06
Position 2774: 1.335669129759781e-07
