Gene = elg1
index = 1692
Annotated 5SS: [1211 3759]
Annotated 3SS: [1265 4167]
SMsplice 5SS: [1211 3759]
SMsplice 3SS: [1265 4167]
top_k =  100
Partition function (log Z): -0.07232828872628039

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9865911621121164
Position 1211: 0.9705201301508276
Position 262: 0.6165175960964588
Position 2804: 0.08406891619245109
Position 1555: 0.06493411317701053
Position 4331: 0.04022149853057116
Position 1956: 0.036899168322267695
Position 211: 0.01629294666949129
Position 2552: 0.015644151891216714
Position 951: 0.01254826212464385
Position 602: 0.00457871462580045
Position 207: 0.003471113445987687
Position 495: 0.003412640754638954
Position 227: 0.0033103924756846394
Position 205: 0.002815512562827236
Position 4299: 0.0019750387118554597
Position 511: 0.0019175208345974756
Position 280: 0.001385774613240235
Position 2353: 0.0004820820030276435
Position 1346: 0.00048161497368112976
Position 1355: 0.00047341979258574236
Position 61: 0.0004095772175471003
Position 4377: 0.0003901803567861378
Position 936: 0.00034695449603475934
Position 1761: 0.00017191408912056852
Position 4294: 0.0001681910780151136
Position 28: 7.09755160074064e-05
Position 1790: 1.2717026325045415e-05
Position 91: 1.0908477161104395e-05
Position 1765: 1.0403076036547906e-05
Position 1677: 5.895772653209106e-06
Position 1303: 5.387688639068049e-06
Position 1525: 4.973159647175766e-06
Position 2491: 3.894640179007979e-06
Position 1496: 2.9223248644882653e-06
Position 217: 2.2212776502094033e-06
Position 250: 2.2162047373406586e-06
Position 15: 2.060999368239331e-06
Position 2077: 2.040775691925785e-06
Position 1542: 2.02537030516507e-06
Position 285: 1.3734744571048308e-06
Position 131: 1.3536758768389055e-06
Position 293: 1.0453583584277437e-06
Position 215: 7.973151061950695e-07
Position 225: 7.190379604553542e-07
Position 209: 4.0775789927693773e-07
Position 117: 1.0804437120620765e-07
Position 375: 8.361097698635413e-08
Position 345: 6.49670134029059e-08
Position 354: 5.2736689631173345e-08
Position 1036: 2.8357440104485174e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4167: 0.9779244789420464
Position 1265: 0.8841204421509163
Position 3189: 0.3034696618719316
Position 357: 0.2838338675391633
Position 460: 0.12471186550240086
Position 650: 0.11947690844045707
Position 4377: 0.03144123880040214
Position 511: 0.030675175045582842
Position 1035: 0.019636176146070255
Position 552: 0.019408351845030675
Position 467: 0.018281235488785692
Position 382: 0.00903720610825621
Position 3908: 0.008773436651620855
Position 4401: 0.006889045869606352
Position 3884: 0.006219177404235351
Position 4183: 0.004200290024813414
Position 431: 0.004044848410785426
Position 4513: 0.003375050414482726
Position 375: 0.0018115690573155007
Position 394: 0.0016894092631914216
Position 445: 0.0015435124683593506
Position 686: 0.0013849176848621842
Position 2054: 0.0011939943518025021
Position 1613: 0.0011230673765089314
Position 2265: 0.0010949113919854199
Position 3965: 0.0010054544606735332
Position 683: 0.0008226376998278278
Position 473: 0.0007703002924656343
Position 3825: 0.0006653745002260465
Position 4404: 0.0004253407177537595
Position 120: 0.00036934021075983006
Position 4543: 0.0002919279190353502
Position 4547: 0.00026801914437638924
Position 4589: 6.428581157115973e-05
Position 117: 6.273615091693484e-05
Position 83: 4.846434411863732e-05
Position 1848: 6.513261059694417e-06
Position 153: 6.2573541902520995e-06
Position 162: 6.1193378797943745e-06
Position 131: 3.882418376795135e-07
Position 191: 1.9552000540344697e-07
Position 146: 2.9839794473691504e-08
Position 205: 1.536510091924732e-08
