Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  100
Partition function (log Z): -1.231169376531681

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9867164539877833
Position 766: 0.8961609451907133
Position 202: 0.058036865267923426
Position 778: 0.03175070626179475
Position 722: 0.026183395485883634
Position 793: 0.020467673939120946
Position 331: 0.005965676818515622
Position 1267: 0.005914417152114911
Position 1061: 0.004483940561621829
Position 42: 0.004428249089684066
Position 383: 0.002053945204252723
Position 153: 0.0011551156903982542
Position 82: 0.0005128983356159693
Position 462: 0.00042858612407693233
Position 1049: 0.00042855982486995886
Position 55: 0.00035553484262909894
Position 596: 0.0002872496977837563
Position 364: 0.00024657225491886344
Position 223: 0.00019730650783655562
Position 1248: 0.0001110744301644425
Position 1238: 9.216802415652804e-05
Position 991: 9.028690346162876e-05
Position 1255: 5.302515310858275e-05
Position 259: 1.136202586470224e-05
Position 525: 8.985039170380916e-06
Position 33: 3.0100475026081794e-07
Position 120: 1.4096489536902439e-10
Position 107: 6.117829834162796e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9884012729271576
Position 670: 0.9704322517888949
Position 274: 0.05392256344935047
Position 1330: 0.005804438375994726
Position 107: 0.004380005117514115
Position 833: 0.0038029805958564008
Position 433: 0.0032929988380860334
Position 425: 0.0026328551643943817
Position 1112: 0.0018590260164380171
Position 394: 0.0016844694390262189
Position 245: 0.001146303335175783
Position 402: 0.0008834037904987344
Position 1290: 0.0007942441235724849
Position 545: 0.0006843279504467792
Position 1185: 0.0006454502983192845
Position 1133: 0.0006196428557798082
Position 1121: 0.0006179970150220004
Position 509: 0.00046235452561170596
Position 113: 0.00040357997137636535
Position 452: 0.0003897887637609698
Position 413: 0.00038854277718954435
Position 897: 0.00030622635324971484
Position 145: 0.00030343309399913425
Position 684: 0.00028054783065575037
Position 449: 0.0002421077799055674
Position 1168: 0.0002234513520178416
Position 1191: 0.00021043353200574945
Position 699: 0.00020965968420802545
Position 455: 0.0002059174438541049
Position 1135: 0.00016740557378516576
Position 149: 0.0001551883394241607
Position 1315: 0.0001338825593753407
Position 250: 0.00012464958646750442
Position 1304: 9.52072454860943e-05
Position 223: 8.975661562556258e-05
Position 253: 6.858595800111107e-05
Position 702: 2.8811369701523158e-05
Position 259: 2.5880155329125755e-05
Position 286: 1.9117234791131592e-05
Position 1176: 2.2931017013660735e-06
Position 128: 2.3451762098479066e-07
Position 160: 7.690714296395244e-09
Position 198: 8.829709813893642e-10
