Gene = Naprt
index = 1310
Annotated 5SS: [ 925 1597 2338 2533 3055 3254 4533 4762 7513 7989]
Annotated 3SS: [1291 2166 2405 2970 3125 4391 4589 7246 7578 8051]
SMsplice 5SS: [1597 2338 2533 3055 3254 4533 4762 5439 7513 7989]
SMsplice 3SS: [2166 2405 2970 3125 4391 4589 5102 7246 7578 8051]
top_k =  100
Partition function (log Z): 36.96392840848946

Sorted 5' Splice Sites (High to Low Probability):
Position 7513: 0.9999947994389204
Position 2338: 0.9999944416454495
Position 4533: 0.9995000211410084
Position 7989: 0.99917213603152
Position 3055: 0.9310974083071925
Position 5439: 0.9155062277456609
Position 4762: 0.9096510500540649
Position 1597: 0.8429603762900743
Position 3254: 0.7581545115216457
Position 2533: 0.6771519601003879
Position 2898: 0.3852116618036595
Position 4104: 0.360895570345926
Position 199: 0.18066895755241483
Position 5956: 0.1777021503181335
Position 1883: 0.15929456392864416
Position 44: 0.09409362255531747
Position 6297: 0.08347521540129928
Position 107: 0.0740665254291545
Position 976: 0.05069979341688921
Position 1126: 0.03801720083708084
Position 3041: 0.02951470054589793
Position 2657: 0.025347594624637912
Position 1601: 0.023426231407814923
Position 1644: 0.02216914609174678
Position 3338: 0.021841041274475056
Position 765: 0.019342318280730606
Position 7752: 0.016697261757455256
Position 2497: 0.01637229239416173
Position 8349: 0.01570519671029983
Position 120: 0.014220608716068629
Position 925: 0.01380856594578116
Position 4747: 0.012236062889137594
Position 8375: 0.01113726419893528
Position 841: 0.01059455660203182
Position 1877: 0.007999308700595509
Position 7785: 0.007819483273736123
Position 820: 0.007520239460564062
Position 8515: 0.006826342545654682
Position 852: 0.00668189048194823
Position 1605: 0.005572537247056304
Position 7674: 0.005164335732113541
Position 8367: 0.005096198498709255
Position 4674: 0.004617323937551316
Position 2610: 0.004162463129214324
Position 2734: 0.003926522095315608
Position 2601: 0.0024201703557060836
Position 368: 0.001976922468390811
Position 2674: 0.0019693242478349597
Position 2635: 0.0015460467489628038
Position 2668: 0.0011834367950624494
Position 2561: 0.0011502226827182068
Position 440: 0.0008906111518379586
Position 2599: 0.0008628091347287196
Position 356: 0.0006689850929713791
Position 436: 0.0006605194991306734
Position 2537: 0.0005874099413954416
Position 4754: 0.00047254954050669133
Position 4795: 0.0004180301864706893
Position 7995: 0.00040321971187419486
Position 2779: 0.0003944275601591945
Position 4537: 0.00036773804007926006
Position 8193: 0.00017081656427712666
Position 8523: 0.00012610413227636655
Position 7911: 7.0041859503532e-05
Position 2519: 1.4370750800691103e-05
Position 7993: 2.6735503157505296e-06
Position 7923: 2.1792572444138035e-06
Position 7395: 1.1038701027071593e-06
Position 2229: 2.980509382069926e-07
Position 7773: 2.3865744847946983e-07
Position 7860: 2.1786880467743594e-09
Position 354: 2.0019943369276864e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2405: 0.9999999805686653
Position 7578: 0.9999990640245502
Position 8051: 0.9991455364127597
Position 4589: 0.9987355432117758
Position 2166: 0.9873966643301305
Position 4391: 0.9848076795875949
Position 7246: 0.9622274616940609
Position 2970: 0.9180237247130997
Position 5102: 0.8260266644624452
Position 3125: 0.73883507346007
Position 2762: 0.1717127766310775
Position 1188: 0.15353214391505518
Position 3145: 0.11928912555294653
Position 1782: 0.10556303623850188
Position 5615: 0.09216666758434534
Position 3613: 0.08810681801408289
Position 5662: 0.08565087594032529
Position 1291: 0.0804508880044608
Position 1256: 0.079600737559404
Position 1493: 0.06442000061005153
Position 1800: 0.04615207455969704
Position 3666: 0.04021213125744238
Position 5497: 0.031908557645959235
Position 8436: 0.031383824902732976
Position 2941: 0.029052209682119336
Position 5589: 0.02882179102291836
Position 3798: 0.026925385435074903
Position 3163: 0.025289484301840116
Position 3606: 0.023370151668306093
Position 1460: 0.022684061562177716
Position 7267: 0.021070016290294643
Position 3389: 0.019675620153763437
Position 3581: 0.0170247808841668
Position 7808: 0.01669559976348565
Position 7205: 0.010730283640015091
Position 4172: 0.009418032484633462
Position 6028: 0.008841902829243634
Position 1821: 0.008669345398646368
Position 3675: 0.008119955662844534
Position 5089: 0.0076716481323100055
Position 8573: 0.007589422121019253
Position 4986: 0.007375789318162658
Position 5827: 0.006657068302025972
Position 1759: 0.006348713431447141
Position 709: 0.006186944706726797
Position 1424: 0.00594239072983977
Position 6174: 0.005610650837353325
Position 7748: 0.004964733189869355
Position 258: 0.0048472819276064215
Position 5359: 0.003991229758415401
Position 7859: 0.0037063585618656216
Position 7847: 0.0030281715272475877
Position 879: 0.002959005099292111
Position 5154: 0.002217641098217282
Position 2914: 0.0016550540339742108
Position 4601: 0.0012358626760630273
Position 7892: 0.0008564047768269414
Position 2823: 0.0008323871581598706
Position 5113: 0.0006511415473826573
Position 2590: 0.0006328789744864685
Position 5128: 0.0006246633675882195
Position 4962: 0.0005347804341628961
Position 5389: 0.0004007448483459108
Position 2893: 0.0003916811718296127
Position 5160: 0.000357321587861464
Position 8102: 0.0003312010790843911
Position 8464: 0.00032193144401331837
Position 3253: 0.00022945705588209148
Position 911: 0.00022534250590697515
Position 5690: 0.0002090042670087918
Position 273: 0.00020612756517430613
Position 7751: 0.00019949431687141426
Position 8250: 0.00017081656427712666
Position 4801: 0.00015517052820099685
Position 242: 0.00014346329395291792
Position 3626: 9.572812438664221e-05
Position 5725: 8.698133188135356e-05
Position 4917: 8.645691332192877e-05
Position 7595: 9.359754521045338e-07
Position 4623: 1.6164535028635374e-07
Position 2422: 1.663840015710142e-08
Position 2452: 1.7711935469094167e-09
Position 2437: 6.365059770000129e-10
