Gene = Atac3
index = 34
Annotated 5SS: [ 447  858 1126 1289 1571 1960 2113 2238]
Annotated 3SS: [ 503  912 1267 1452 1633 2017 2167 2297]
SMsplice 5SS: [ 194  664  858 1126 1571 1960 2113 2238]
SMsplice 3SS: [ 314  728  912 1452 1633 2050 2167 2297]
top_k =  100
Partition function (log Z): 17.936414778159463

Sorted 5' Splice Sites (High to Low Probability):
Position 1571: 0.9986895374430804
Position 858: 0.9971579045548491
Position 1126: 0.9834407785164632
Position 1960: 0.9742012980028131
Position 2238: 0.9082381675903475
Position 664: 0.8574712520865739
Position 194: 0.8551618610711644
Position 2113: 0.7328501930338225
Position 447: 0.37873574489149786
Position 2779: 0.23318209975408855
Position 245: 0.03817369297433747
Position 1100: 0.015110464116090433
Position 36: 0.014189689765549879
Position 2793: 0.013999128407300495
Position 459: 0.005820967238817833
Position 1289: 0.004319431625229933
Position 76: 0.0020678163358467385
Position 299: 0.0020300933066033926
Position 59: 0.0013230197653763829
Position 1696: 0.001232169934512534
Position 543: 0.0011708691649864502
Position 833: 0.00047842098201902053
Position 470: 0.0004406296327801067
Position 1992: 0.0004207739921570474
Position 1316: 0.0002622654626122418
Position 1974: 0.00017332756587860865
Position 840: 0.0001393509579730739
Position 1575: 0.00011917927515363377
Position 198: 0.00011099975620797959
Position 1979: 8.492424814997171e-05
Position 1130: 6.52266941000021e-05
Position 759: 5.840626553992642e-05
Position 17: 5.278760666156324e-05
Position 2117: 4.963152929226738e-05
Position 1179: 4.8547132749630056e-05
Position 1527: 3.3046636965523995e-05
Position 1855: 2.1210772864544798e-05
Position 1498: 1.9891518759796424e-05
Position 41: 4.491228805533686e-06
Position 107: 3.1209191161295494e-06
Position 216: 2.513239296371951e-06
Position 1531: 1.1831822174397054e-08
Position 1309: 1.8456665691780992e-09
Position 1107: 5.338349849070718e-10
Position 221: 5.096800137305433e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 912: 0.9982971500610633
Position 1633: 0.9911274916322109
Position 728: 0.8830702330363018
Position 1452: 0.7698509817450174
Position 2167: 0.7368356031083558
Position 2050: 0.63932994158081
Position 314: 0.5927916756345714
Position 2297: 0.4720566284708751
Position 2303: 0.4145458182387847
Position 503: 0.33139967202156395
Position 2017: 0.26557949744847564
Position 1411: 0.21599922835418978
Position 3002: 0.20465186323932888
Position 358: 0.1487920871302563
Position 2012: 0.06137446708947496
Position 264: 0.054966552664402035
Position 335: 0.05031598246118445
Position 513: 0.03567816461305482
Position 274: 0.027661003956443456
Position 2839: 0.023361086272764123
Position 1455: 0.01075298761972962
Position 2897: 0.009862171693145157
Position 299: 0.009414877429532736
Position 2320: 0.009110394868793633
Position 123: 0.00773820790780542
Position 2832: 0.007574303724724741
Position 2475: 0.006627541764123748
Position 2394: 0.00565243651132025
Position 524: 0.0052544662087486305
Position 1267: 0.00445352190247135
Position 1749: 0.003052115368835222
Position 1690: 0.002759297239732201
Position 2972: 0.002537317017123482
Position 94: 0.0025215885855391523
Position 2070: 0.0020445933719961365
Position 193: 0.0020128880923949294
Position 783: 0.0017668209460996063
Position 1674: 0.0016688920134298388
Position 2925: 0.0013732963569573502
Position 1777: 0.001143142767424766
Position 107: 0.0009586830103190972
Position 370: 0.0008865236761684269
Position 1178: 0.000830716029705398
Position 578: 0.0006836657507564637
Position 1415: 0.0005379543615051437
Position 1315: 0.0004976387202321545
Position 2089: 0.0003785788321579587
Position 981: 0.0002940182709534574
Position 1896: 0.00026168624854588094
Position 2204: 0.0002578629993487818
Position 1332: 0.00016630277050274058
Position 1701: 0.00014366569085045861
Position 2112: 0.00010501226370086308
Position 1780: 5.9235688910500394e-05
Position 419: 2.6269944760162354e-05
Position 2327: 2.1805548606659804e-05
Position 133: 1.883298320081721e-05
Position 1861: 1.707435507395801e-05
Position 165: 2.388431983477503e-06
Position 232: 1.0334846307301795e-06
Position 198: 5.064658448321172e-10
