Gene = ebi
index = 1689
Annotated 5SS: [ 380 1644]
Annotated 3SS: [ 444 1721]
SMsplice 5SS: [ 380 1644]
SMsplice 3SS: [ 444 1721]
top_k =  100
Partition function (log Z): 0.937507970103068

Sorted 5' Splice Sites (High to Low Probability):
Position 1644: 0.9989934518003724
Position 380: 0.9983572879102299
Position 2809: 0.1591248614450349
Position 2511: 0.13666844283336788
Position 2289: 0.10862993146398522
Position 1300: 0.037268797336003454
Position 2650: 0.031438746916441974
Position 2031: 0.021047348218150665
Position 2882: 0.010471033825838427
Position 2411: 0.009872223134607451
Position 1269: 0.009590595878973453
Position 2665: 0.0064426959035737
Position 2024: 0.00609976722618346
Position 496: 0.005406415494476493
Position 582: 0.002064164919294062
Position 651: 0.001917435829721577
Position 861: 0.0014770120580915307
Position 3287: 0.0012480028152960167
Position 1290: 0.000837226611735128
Position 1360: 0.00077270346657195
Position 1504: 0.0007682295050960718
Position 384: 0.0005777764328964296
Position 1249: 0.00031178026816416774
Position 1996: 0.00024240198183384014
Position 2029: 0.00018777911843247504
Position 1003: 0.00016435429579180104
Position 2016: 0.00016228301184722678
Position 180: 0.00013244967978257895
Position 343: 0.00010650810598643476
Position 1648: 0.00010607764807766871
Position 600: 9.17516481183645e-05
Position 240: 6.711937854062473e-05
Position 570: 5.509434428209655e-05
Position 1605: 5.2167244268703765e-05
Position 1819: 4.9037701288423984e-05
Position 141: 4.5350026903367024e-05
Position 1847: 3.855715420594586e-05
Position 575: 3.63758862660548e-05
Position 223: 2.177467781066793e-05
Position 208: 1.586439020116897e-05
Position 210: 1.2754643757734122e-05
Position 2073: 1.0861384876047289e-05
Position 50: 5.486838768354011e-06
Position 282: 5.3495191080260815e-06
Position 290: 5.099462499010604e-06
Position 22: 3.9190894457191e-06
Position 165: 3.5240162477049777e-06
Position 293: 3.3443329704491865e-06
Position 189: 2.947245728401895e-06
Position 796: 2.4254465648000184e-06
Position 72: 1.6837671395595565e-06
Position 270: 1.5177504098258214e-06
Position 1942: 9.185427145966195e-07
Position 150: 6.661145188137795e-07
Position 1679: 4.2937730099993404e-07
Position 1458: 3.323265866381965e-07
Position 59: 3.1058706422189227e-07
Position 35: 2.657007029836023e-07
Position 772: 2.4103842669402243e-07
Position 314: 7.785984852510051e-08
Position 375: 4.2680171549258184e-08
Position 355: 1.8550402402225562e-08
Position 1565: 1.3209637740462228e-09
Position 1257: 1.1656662080593282e-09
Position 672: 2.922638410923414e-10
Position 976: 1.593377017012621e-10
Position 326: 9.965987342000854e-11
Position 1434: 8.305096621523695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1721: 0.997313501851581
Position 444: 0.9925403776266047
Position 3187: 0.1909208682607696
Position 2741: 0.05666517071621766
Position 2939: 0.05317830110705378
Position 2872: 0.04633769820756236
Position 1354: 0.04544620316208999
Position 2099: 0.02782898870870381
Position 2881: 0.02561028346597807
Position 3133: 0.021859038914814978
Position 2346: 0.019117805154931184
Position 3010: 0.017687573883539278
Position 3455: 0.012432186661793838
Position 548: 0.007058891782186238
Position 1565: 0.005862726826545421
Position 3167: 0.005329154324656827
Position 2339: 0.00451330713111344
Position 1330: 0.0040379563423342405
Position 2401: 0.0035388692803635688
Position 2779: 0.0029402446121285296
Position 2744: 0.002221157332826101
Position 1750: 0.001950728274933309
Position 633: 0.0012943124946759434
Position 1427: 0.0007697797984726455
Position 2638: 0.0007115261387819915
Position 1203: 0.0005328090290126646
Position 681: 0.0005049198115931532
Position 2579: 0.000491405658092628
Position 1059: 0.000487932893042639
Position 1377: 0.0004624818348914755
Position 2371: 0.00035558160657339475
Position 1135: 0.00024961268068896875
Position 1318: 0.0001987560237179389
Position 551: 0.00010087364963027252
Position 496: 9.09232371293672e-05
Position 267: 7.371962032906327e-05
Position 335: 6.595711412391468e-05
Position 201: 4.042031319705664e-05
Position 570: 2.9990948363250258e-05
Position 290: 2.934084767003391e-05
Position 293: 2.650691287900665e-05
Position 372: 2.2585095409170847e-05
Position 223: 2.1240480476481515e-05
Position 2141: 1.119772144039063e-05
Position 1996: 1.0515921251863286e-05
Position 1942: 8.100954955514168e-06
Position 120: 6.977352266914222e-06
Position 2058: 5.841676728207778e-06
Position 296: 4.943458898854615e-06
Position 2087: 4.6665357666569965e-06
Position 2048: 4.382088570134392e-06
Position 282: 3.6148384417167657e-06
Position 95: 3.5954040722887754e-06
Position 2183: 1.7993418070189043e-06
Position 299: 1.4188915445639724e-06
Position 270: 9.191074719081642e-07
Position 92: 7.339916053492598e-07
Position 218: 7.11640408762826e-07
Position 302: 5.780943940461227e-07
Position 342: 4.563494468803476e-07
Position 77: 3.5831558810759836e-07
Position 375: 3.4944413260780643e-07
Position 404: 2.2603766932976075e-07
