Gene = Cnot4
index = 1083
Annotated 5SS: [ 267 1504 1677 1878 2034 2820 2997 3964 4154 4283 4556 4879 5026 5152
 5618 5847]
Annotated 3SS: [1318 1562 1727 1937 2600 2878 3051 4018 4246 4360 4617 4945 5087 5209
 5690 5914]
SMsplice 5SS: [ 267 1504 1677 1878 2025 2820 2997 3964 4154 4556 4879 5026 5152 5618
 5847]
SMsplice 3SS: [1318 1562 1727 1937 2319 2878 3051 4018 4360 4617 4945 5087 5209 5690
 5914]
top_k =  100
Partition function (log Z): 40.348240781396285

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9983268835726634
Position 2820: 0.9968582392464889
Position 5618: 0.9964996820512797
Position 1677: 0.995676444067746
Position 1878: 0.9842027827384546
Position 4556: 0.9792498496662242
Position 3964: 0.974753357610463
Position 1504: 0.9642019414044659
Position 4879: 0.8367787033926569
Position 4154: 0.8241553964344329
Position 5152: 0.8193199352642494
Position 5026: 0.7620300691283911
Position 2025: 0.704261632323233
Position 267: 0.5832285636129335
Position 2997: 0.3960521951597048
Position 2973: 0.335103055752598
Position 2235: 0.27463606281390057
Position 2961: 0.19412044353141691
Position 4283: 0.19319188740661128
Position 6115: 0.13123218287380842
Position 5013: 0.12720470009455606
Position 2966: 0.06510044025574849
Position 1110: 0.06385400178044608
Position 479: 0.05358909289849793
Position 5998: 0.048348310872649576
Position 932: 0.0441866389964085
Position 423: 0.03860681365011244
Position 447: 0.03498712444799329
Position 714: 0.027444676725880815
Position 759: 0.027123346917022093
Position 4560: 0.020654302547007775
Position 3124: 0.018156722345002978
Position 565: 0.01464369205422406
Position 206: 0.012480730268685323
Position 2618: 0.012455092835548812
Position 253: 0.011214981791802272
Position 3957: 0.008864643756335173
Position 271: 0.00876362428707928
Position 1059: 0.008554228828422472
Position 1179: 0.007727173022713142
Position 2034: 0.006956305794394473
Position 1101: 0.005233166142226988
Position 3220: 0.004715172301717425
Position 1963: 0.004352122576144389
Position 5622: 0.0024837802935408627
Position 3517: 0.002404353849724812
Position 4307: 0.0017211729022857747
Position 2523: 0.0014876199596302103
Position 3969: 0.0013643377680290667
Position 6010: 0.0012812686010193583
Position 2113: 0.0008384638718565901
Position 1445: 0.0006670381649400706
Position 2009: 0.00047912490062148065
Position 5851: 0.00045280993545562765
Position 4289: 0.0004396177960706867
Position 5746: 0.00043151491775044815
Position 265: 0.00035204225724356385
Position 3576: 0.0002022526477010983
Position 3694: 0.0001796100053220782
Position 1838: 7.814253385444985e-05
Position 4744: 7.0520581861826e-05
Position 4214: 5.442759323998938e-05
Position 244: 4.231768844484915e-05
Position 246: 4.109525184280744e-05
Position 4158: 3.7981510740589986e-05
Position 251: 2.6409846967331224e-05
Position 1882: 2.5712950691515858e-05
Position 4147: 2.550351121508984e-05
Position 1631: 2.404753801590879e-05
Position 1812: 2.2948666619128294e-05
Position 2827: 2.0228517663857757e-05
Position 5841: 1.4661271186810391e-05
Position 134: 1.4653008418230099e-05
Position 1845: 1.4273264080452302e-05
Position 5844: 1.1066461279882666e-05
Position 4544: 1.0068124483001424e-05
Position 4869: 4.0146363235527485e-06
Position 122: 1.729323892616161e-06
Position 291: 7.581908611227225e-07
Position 31: 2.496175803584357e-07
Position 187: 2.389794585078991e-07
Position 113: 2.2495911985799724e-07
Position 5: 9.119559900770312e-08
Position 5575: 7.814429639257554e-08
Position 339: 7.673052517704599e-08
Position 4578: 2.80227009974996e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5914: 0.9952831976229107
Position 4018: 0.993646188353372
Position 3051: 0.9928692020319903
Position 4360: 0.9927406744155673
Position 1727: 0.9896065289408874
Position 2878: 0.9829733081114558
Position 1937: 0.9819888720105872
Position 5690: 0.963696702789747
Position 1562: 0.9555067847115043
Position 4617: 0.9539996275271092
Position 5087: 0.8922489614931115
Position 4945: 0.8234218652075607
Position 5209: 0.7590344640032011
Position 2319: 0.7552781684882623
Position 1318: 0.5619911559088919
Position 326: 0.18700784005776386
Position 6172: 0.17451253617835055
Position 1178: 0.1582956435562529
Position 2600: 0.13357019736098477
Position 2112: 0.034455907100796955
Position 4627: 0.03416205140663375
Position 2102: 0.02395142703438523
Position 2449: 0.023703260510940433
Position 5310: 0.020563100511112792
Position 1100: 0.02047652872973752
Position 2685: 0.01968623915300931
Position 4246: 0.018587394495255267
Position 5364: 0.0172455664095442
Position 1585: 0.013671336611080808
Position 5703: 0.013646267254923612
Position 5238: 0.009846825220362088
Position 5322: 0.009310556718832306
Position 2890: 0.008721491767037206
Position 893: 0.00871677914083099
Position 3366: 0.008570190738058982
Position 5812: 0.00783684776766523
Position 5742: 0.00758967334538694
Position 3837: 0.007229589325363532
Position 2164: 0.006008804479999952
Position 4965: 0.005948127620293956
Position 4667: 0.005407823430083528
Position 2226: 0.004808268614836386
Position 6213: 0.004142485466451365
Position 1742: 0.004108427369413729
Position 4962: 0.003916719659596544
Position 6115: 0.0034997837679027637
Position 4404: 0.003498286453982816
Position 2482: 0.0033447662845898386
Position 5280: 0.0033193190954168865
Position 4744: 0.0029274616518956452
Position 2731: 0.0025832942897793883
Position 4266: 0.0025189796255389294
Position 5788: 0.002446405970387783
Position 3075: 0.0024036803499389793
Position 4685: 0.00206717485466423
Position 5746: 0.0017950102379393842
Position 5791: 0.0017403466278592536
Position 1748: 0.0014486773521183507
Position 4372: 0.0013441311163906525
Position 5928: 0.0013087959288549315
Position 5111: 0.0012010811789796984
Position 1781: 0.00113084358886638
Position 4303: 0.0009061726604113533
Position 6124: 0.000794133046560308
Position 4083: 0.00078187875437341
Position 4058: 0.0006439378579379544
Position 6054: 0.0004122301818194219
Position 5108: 0.0003993795082809407
Position 6296: 0.0003779261139458883
Position 4642: 0.0003108209667868769
Position 412: 0.0002699523733833283
Position 2024: 0.00024916988862588684
Position 4467: 0.00017279508247739338
Position 806: 0.00015649974313925683
Position 1946: 0.00011676914446847232
Position 3985: 9.782735114474941e-05
Position 3006: 7.946519194192119e-05
