Gene = mthl15
index = 1804
Annotated 5SS: [1391 1943 2287 2591 2833 3290]
Annotated 3SS: [1769 2030 2511 2653 2902 3366]
SMsplice 5SS: [1391 1943 2591 2833 3290]
SMsplice 3SS: [1769 2025 2653 2902 3366]
top_k =  100
Partition function (log Z): 10.46078847803199

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9968139521365112
Position 2833: 0.9955379012736981
Position 1943: 0.9939565878289143
Position 3290: 0.9386343437379794
Position 1391: 0.460463832865385
Position 1210: 0.416455389580654
Position 3478: 0.3829978690428638
Position 2287: 0.23082803982644154
Position 2307: 0.17345593762277375
Position 779: 0.12640871769421766
Position 2438: 0.06396226616234157
Position 655: 0.05184311131616698
Position 343: 0.02847132121065438
Position 770: 0.025225233260129827
Position 395: 0.020672118753905417
Position 1277: 0.01597350405053506
Position 3519: 0.015451524379357926
Position 156: 0.014782629508130201
Position 3535: 0.014530461925227944
Position 764: 0.01388278918584448
Position 3010: 0.012257516938150723
Position 1184: 0.011008504780270548
Position 132: 0.010339373286390115
Position 3654: 0.008940431316053049
Position 352: 0.008094841571869923
Position 2348: 0.007782336612268628
Position 449: 0.0075401626341072454
Position 1284: 0.00661471104189737
Position 359: 0.005975308441149032
Position 2291: 0.004360752839249116
Position 1925: 0.004019947338896005
Position 892: 0.003925959897609693
Position 1562: 0.003779331110222647
Position 316: 0.003690382086315318
Position 2468: 0.003037550258159106
Position 2793: 0.003027733912562474
Position 350: 0.002850766361218089
Position 3320: 0.002813519063080579
Position 2145: 0.002546747543568343
Position 2406: 0.002335161366983616
Position 1462: 0.001966176056915413
Position 488: 0.0015777590899578421
Position 31: 0.0015179255839640436
Position 2420: 0.0012089179663219195
Position 212: 0.0010669536153976526
Position 3121: 0.0010615847318500911
Position 758: 0.0007142516204527901
Position 1981: 0.0006570572296888323
Position 38: 0.0006089557890306269
Position 3151: 0.0005167832220064601
Position 741: 0.00042462910894852836
Position 2997: 0.00025514014848975137
Position 2837: 0.00011406057842795807
Position 3214: 9.129039857179238e-05
Position 3114: 5.528596617685602e-05
Position 117: 3.0149478064527237e-05
Position 115: 2.2584647562666744e-05
Position 2708: 8.980485621521437e-06
Position 2093: 8.442612771054641e-06
Position 2825: 8.512410818642097e-07
Position 2831: 4.966635843612873e-07
Position 2815: 2.1975410450911344e-07
Position 2512: 1.8586315247689586e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2653: 0.9990327628849606
Position 2025: 0.9581124029926852
Position 3366: 0.9509461049776509
Position 1769: 0.9487422848926956
Position 2902: 0.9177271949995255
Position 2511: 0.4481855998880552
Position 3571: 0.21175259545257977
Position 3653: 0.13410231083401267
Position 1037: 0.11521625438192583
Position 830: 0.06903182693444475
Position 3626: 0.04403275936469189
Position 1276: 0.03946744322485454
Position 1795: 0.03740878740504956
Position 2406: 0.0327863204723579
Position 3705: 0.027613837604090048
Position 2060: 0.02362025553261024
Position 3081: 0.022783059913722117
Position 3036: 0.022588160825327826
Position 1304: 0.017337391755982645
Position 2920: 0.01522669654688308
Position 2974: 0.013975096870415525
Position 2436: 0.008925723778213261
Position 2209: 0.006559651956114125
Position 1731: 0.0055046464938472385
Position 191: 0.004750052320432017
Position 3530: 0.004595038017810888
Position 2947: 0.004225183182565357
Position 2030: 0.0036443074374282146
Position 2924: 0.0032672393042793234
Position 1353: 0.002200340797274852
Position 3439: 0.00206824603674303
Position 1425: 0.0019180535131798735
Position 2206: 0.0018592125498527517
Position 989: 0.0014517424240182166
Position 2365: 0.0013674156676445782
Position 992: 0.00123296899966928
Position 864: 0.0011508479272159557
Position 3177: 0.0010239272626733722
Position 2027: 0.0007664765202132661
Position 2663: 0.0003662145991552315
Position 3200: 0.00026087946400977314
Position 912: 0.00012201069591617234
Position 3400: 8.661902339874314e-05
Position 1105: 6.034723523853394e-05
Position 406: 5.1744575699812364e-05
Position 2760: 3.698132997128816e-05
Position 3385: 1.2065469975750151e-05
