Gene = Samuel
index = 1468
Annotated 5SS: [10587 11676 31483 36334 37056 38004]
Annotated 3SS: [11518 30728 35862 36574 37310 52345]
SMsplice 5SS: [  454 11676 31483 36334 37056 38004]
SMsplice 3SS: [11518 30728 35862 36574 37310 52345]
top_k =  100
Partition function (log Z): -58.27138319882943

Sorted 5' Splice Sites (High to Low Probability):
Position 2925: 0.9987206736970552
Position 11676: 0.9941853912913081
Position 2077: 0.9895846606612037
Position 1762: 0.7562206710916158
Position 2600: 0.6819855177217711
Position 1208: 0.5999067834442244
Position 454: 0.46009227547727244
Position 95: 0.3812479297215349
Position 2507: 0.03389534035389695
Position 867: 0.022947951799976527
Position 647: 0.022147011096700458
Position 233: 0.009300348337600257
Position 280: 0.007387153995591233
Position 12043: 0.0063474650129702916
Position 312: 0.005932411897846311
Position 304: 0.0034945134144824756
Position 722: 0.002898089276287976
Position 316: 0.002769965861537738
Position 276: 0.002008382905279091
Position 272: 0.001869367257845774
Position 274: 0.0017492296404091503
Position 308: 0.001353832284038907
Position 270: 0.0010509900655143616
Position 243: 9.578658338706126e-05
Position 258: 4.308393060894602e-05
Position 165: 2.7004741119335942e-05
Position 310: 1.774709674069125e-05
Position 26: 3.07507303517986e-08
Position 61: 2.3548397011399526e-08
Position 32: 8.29702452216471e-09
Position 4: 6.330004620308687e-09
Position 139: 4.405953376976643e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11518: 0.9999934494896365
Position 2138: 0.9857304984160796
Position 16808: 0.9782597793202579
Position 2647: 0.6722439904702381
Position 1843: 0.6247459554910731
Position 1562: 0.5851612104722456
Position 154: 0.339552801108085
Position 1927: 0.29150970110886537
Position 1170: 0.2656069554450274
Position 2651: 0.05663084776338033
Position 940: 0.05478571068656949
Position 396: 0.04646934244230662
Position 520: 0.02170855159767377
Position 504: 0.014620696065129059
Position 990: 0.014016879602073411
Position 11945: 0.013309109048386258
Position 540: 0.011685877569046998
Position 12118: 0.00896396793563084
Position 181: 0.0009240603852545119
Position 362: 0.0006125926164905639
Position 350: 0.0005422556002344854
Position 372: 0.00019993661202741261
Position 287: 2.2619674651091255e-06
Position 3003: 1.5484547447631975e-06
Position 4564: 5.913670927242979e-07
Position 297: 5.336469792347938e-07
Position 4170: 4.0099609205986693e-07
Position 3808: 7.889945491113075e-08
Position 2975: 6.34470156864397e-08
