Gene = Gart
index = 1181
Annotated 5SS: [ 370 4764 5468 5750 6354 7462]
Annotated 3SS: [4515 4817 5523 5931 6411 7523]
SMsplice 5SS: [ 370 4764 5468 5750 6354 7462]
SMsplice 3SS: [4515 4817 5523 5931 6411 7523]
top_k =  100
Partition function (log Z): 4.207459128323495

Sorted 5' Splice Sites (High to Low Probability):
Position 5468: 0.9983352827930257
Position 7462: 0.9944487576452238
Position 370: 0.9655074498851294
Position 4764: 0.944288336749619
Position 6354: 0.8923848817995266
Position 5750: 0.6477358765635638
Position 1624: 0.35632401149493015
Position 5839: 0.07268658245006937
Position 6350: 0.06057826692375261
Position 99: 0.031868473507551835
Position 6532: 0.03178182882516086
Position 374: 0.03163127857774498
Position 6340: 0.021150305252146527
Position 1619: 0.021118490249977924
Position 5760: 0.01573670307973747
Position 7905: 0.008068821393890535
Position 652: 0.006215278935570516
Position 1163: 0.00569005074966803
Position 103: 0.003685969475995764
Position 5395: 0.0013578008411036513
Position 1002: 0.00069915682526863
Position 5714: 0.000683381386973415
Position 550: 0.000583401537613242
Position 440: 0.0004759061773586361
Position 118: 0.00041548814521720896
Position 142: 0.00030014446589231715
Position 721: 0.0002578282608946533
Position 5299: 0.00020316802169744315
Position 716: 0.00019793546895218527
Position 455: 0.0001954682182108651
Position 7014: 0.00018991917012587848
Position 126: 0.0001536458878239832
Position 32: 9.415534871711906e-05
Position 5787: 3.912614239141508e-05
Position 113: 3.74697079563679e-05
Position 120: 3.616209867346461e-05
Position 442: 2.7643428687216384e-05
Position 418: 8.026818594985671e-06
Position 6175: 6.9910877056680494e-06
Position 81: 6.743239714404966e-06
Position 19: 5.343682798641879e-06
Position 462: 2.853765265438346e-06
Position 150: 2.1192973095235956e-06
Position 409: 1.2663543981758434e-06
Position 171: 1.206831530577851e-06
Position 211: 9.55427677785096e-07
Position 446: 6.531401910038684e-07
Position 159: 6.447801721500144e-07
Position 404: 5.474679645684871e-07
Position 271: 4.855853850711838e-07
Position 296: 4.0271816338404066e-07
Position 432: 1.3485145377560358e-08
Position 227: 8.226257783605689e-09
Position 252: 5.450547090534714e-09
Position 5741: 4.501912090876443e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7523: 0.9774566985843532
Position 4515: 0.9738743767226113
Position 6411: 0.9653374771313479
Position 5523: 0.953553470141793
Position 5931: 0.6735093775299369
Position 4817: 0.6290917854768195
Position 4831: 0.3412229888295794
Position 1266: 0.16240414107664594
Position 1478: 0.1289680450798667
Position 1492: 0.04154298337971936
Position 5566: 0.03580363845013597
Position 6599: 0.03298489029900758
Position 185: 0.024924116319889274
Position 5838: 0.02454505695390912
Position 5894: 0.022248298773269
Position 1131: 0.020852353103629415
Position 5824: 0.020046849340139835
Position 516: 0.01528265615078677
Position 7533: 0.011730502615430152
Position 1338: 0.011417963530994812
Position 7973: 0.008068821393890535
Position 6527: 0.007616691528583793
Position 159: 0.0074659803246151174
Position 5937: 0.006893920108497182
Position 7564: 0.005059950593270545
Position 1304: 0.002815692848018006
Position 168: 0.001881082559547368
Position 1539: 0.0018720331688041722
Position 1439: 0.0016128162721687398
Position 1214: 0.0009398480132522918
Position 221: 0.0008743359383775581
Position 1561: 0.0008520279580212651
Position 150: 0.000794224217717318
Position 998: 0.0003538427327160746
Position 1035: 0.0003538139137961428
Position 5591: 0.00023593571711790325
Position 7601: 0.0002296733908758449
Position 834: 0.00019501500492849927
Position 7639: 0.00016185163141986498
Position 418: 7.265028557374872e-05
Position 677: 3.956267209265458e-05
Position 270: 2.917985899172917e-05
Position 5492: 3.779415636098609e-06
Position 458: 8.802808928155361e-07
Position 554: 8.649364743971071e-07
Position 299: 5.750914318581572e-07
