Gene = pigeon
index = 1836
Annotated 5SS: [ 150  613  978 2200 2489 2763 3058]
Annotated 3SS: [ 207  675 1035 2255 2547 2832 3402]
SMsplice 5SS: [ 150  613  978 2200 2489 2763 3058 3286]
SMsplice 3SS: [ 207  675 1035 2255 2547 2832 3138 3402]
top_k =  100
Partition function (log Z): 22.25584270882556

Sorted 5' Splice Sites (High to Low Probability):
Position 613: 0.990683941727662
Position 2489: 0.9899421372685493
Position 978: 0.9784225534876653
Position 2200: 0.971689362737196
Position 2763: 0.9551398716638505
Position 3286: 0.9315481522667476
Position 150: 0.9242487546398258
Position 3058: 0.8618696394061327
Position 1840: 0.11256079907298516
Position 468: 0.06399816369436054
Position 2767: 0.02769080339831713
Position 3073: 0.021412928738792764
Position 982: 0.01998505603382366
Position 2704: 0.009392184235787807
Position 1825: 0.008616305031381727
Position 1844: 0.0022389469186344085
Position 373: 0.0018834094488120235
Position 1996: 0.001620985829101518
Position 2735: 0.0014974287944492977
Position 975: 0.0013914074928706324
Position 2741: 0.0011779965364572505
Position 2493: 0.0009924911196726165
Position 617: 0.0009112546258438901
Position 3557: 0.0007227165421262636
Position 1393: 0.0006938804062150346
Position 3260: 0.0005377736197126914
Position 624: 0.00048044729971298734
Position 3641: 0.00047404095030788155
Position 2430: 0.00045904477377066286
Position 3027: 0.0003673284271425826
Position 3805: 0.000320302365345833
Position 2643: 0.00024880689453967103
Position 3550: 0.00022962861899551403
Position 154: 0.00020507431046651732
Position 2223: 0.00020335144145563764
Position 2497: 0.00018170596642330948
Position 812: 0.00015442200844851801
Position 2512: 0.00010924444935683593
Position 2384: 0.00010586216210433927
Position 3647: 0.00010146221985027449
Position 594: 9.972391573931959e-05
Position 3305: 9.784955768431202e-05
Position 2483: 9.493359547318916e-05
Position 3589: 8.189843634639103e-05
Position 2756: 7.260630344686956e-05
Position 2476: 7.196662054955113e-05
Position 278: 6.684286042564148e-05
Position 2722: 4.2981679004770555e-05
Position 484: 3.586298684998079e-05
Position 2676: 2.8763394723290385e-05
Position 191: 2.0654099509349588e-05
Position 2909: 1.7896793331371014e-05
Position 195: 1.0489290699564727e-05
Position 158: 1.0372405867505067e-05
Position 308: 4.584038090856028e-06
Position 998: 1.1169594387956918e-06
Position 60: 8.425537117192525e-08
Position 2997: 2.1430973147892935e-08
Position 123: 2.125471761037729e-08
Position 2983: 1.7041978575625285e-08
Position 947: 2.9407708128676607e-09
Position 14: 5.546562633107067e-10
Position 552: 4.622909644461472e-10
Position 45: 4.514876745142249e-10
Position 54: 3.1670758077690986e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1035: 0.9987223452018572
Position 675: 0.9901209721799389
Position 3402: 0.9896988892473763
Position 2832: 0.9882357760330409
Position 2255: 0.9687569426868047
Position 2547: 0.9541376936286283
Position 207: 0.8719539854299904
Position 3138: 0.8033461397007996
Position 1896: 0.0943976958535052
Position 527: 0.0613572689196497
Position 2572: 0.0349327812281047
Position 212: 0.03172716734359347
Position 1899: 0.028396160330643735
Position 245: 0.012474758586329031
Position 3241: 0.010016224571109442
Position 3363: 0.010010795071625183
Position 2897: 0.007270143202093945
Position 686: 0.006232886362491614
Position 239: 0.0020471729634439547
Position 452: 0.0019622826338975864
Position 3263: 0.0017346805754989254
Position 2894: 0.0016798764118803081
Position 2074: 0.0014178931512446155
Position 1062: 0.0011114300128668368
Position 472: 0.0008894904969061319
Position 2596: 0.0008627376614760914
Position 2351: 0.0008403119769403591
Position 683: 0.0008141991528587928
Position 854: 0.0008017243617206818
Position 2399: 0.0007962447139716424
Position 3704: 0.0007403992257766167
Position 3245: 0.000710259694840297
Position 1464: 0.0006938804062150346
Position 2841: 0.0006846097922620984
Position 2704: 0.0005590098762921088
Position 2288: 0.0005394950967903399
Position 3667: 0.0005367606256705177
Position 539: 0.000534150210963997
Position 386: 0.000451349091215897
Position 1874: 0.00041640047550888074
Position 338: 0.0003711312713397437
Position 209: 0.00032230188831540473
Position 3229: 0.00030407414628848116
Position 3892: 0.0002976795043225043
Position 3624: 0.0002687365129791825
Position 2445: 0.00021678275856111691
Position 335: 0.00015825343164695808
Position 403: 0.0001569506746136023
Position 400: 0.00013576833184566301
Position 3851: 9.913558904352707e-05
Position 278: 9.097357771328876e-05
Position 691: 3.89529843318057e-05
Position 2927: 3.802500948337384e-05
Position 443: 3.682771109769741e-05
Position 860: 3.353052590152774e-05
Position 707: 2.6798608580167448e-05
Position 2987: 1.7881950135175456e-05
Position 581: 1.4676403638598548e-05
Position 512: 1.3030280602280927e-05
Position 341: 1.2506316556242311e-05
Position 305: 7.765285950847008e-07
Position 296: 5.800796112489244e-07
