Gene = Tgi
index = 1558
Annotated 5SS: [ 9350 14418]
Annotated 3SS: [14102 14485]
SMsplice 5SS: [  211   934 14418]
SMsplice 3SS: [  765 14102 14485]
top_k =  100
Partition function (log Z): 4.716366484507811

Sorted 5' Splice Sites (High to Low Probability):
Position 14418: 0.9999999862811606
Position 934: 0.9971369521069999
Position 211: 0.8099001486997445
Position 2275: 0.5010752366719237
Position 3302: 0.13487174028928206
Position 681: 0.07881501372659505
Position 7625: 0.0754377824159989
Position 705: 0.07494152966013594
Position 5358: 0.01644270314668279
Position 555: 0.008784047456673551
Position 1524: 0.005158198163253293
Position 539: 0.0040223356770825456
Position 227: 0.0035520745792552238
Position 1506: 0.0033258101756401693
Position 15255: 0.0029644643685686504
Position 4972: 0.002774315812792667
Position 15524: 0.002314414431496881
Position 720: 0.0021185812474766776
Position 34: 0.0015034460157314373
Position 1479: 0.001400249853431179
Position 246: 0.0013462035617710292
Position 14603: 0.0012472171273348884
Position 216: 0.0011208177328998605
Position 292: 0.001055252069551518
Position 413: 0.0006385862689587201
Position 499: 0.0006270981409970254
Position 14600: 0.0005997518457034897
Position 125: 0.0005091122308578332
Position 339: 0.0004649237456392165
Position 575: 0.00039465621278112807
Position 331: 0.00030284398996710895
Position 722: 0.0002911821295572162
Position 287: 0.0002608382256994418
Position 1191: 0.000258244887083611
Position 547: 0.0002528262111127178
Position 15588: 0.0002518315912044191
Position 1529: 0.0002402649431308318
Position 1230: 0.00019922281959285011
Position 670: 0.00019418847463825993
Position 672: 0.0001927547143201713
Position 381: 0.00014806849768258555
Position 269: 0.00012154458567158161
Position 1461: 0.00010760373309424336
Position 1427: 0.00010007812302018288
Position 129: 7.295111133215191e-05
Position 14872: 6.920450014677565e-05
Position 23: 7.2669034793636485e-06
Position 14706: 9.88613829385716e-07
Position 118: 1.38698104446581e-07
Position 420: 2.142715093088975e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14485: 0.9999999999974971
Position 14102: 0.9999999862811609
Position 765: 0.9552070961938864
Position 1574: 0.3817135181189082
Position 7475: 0.0698601553982902
Position 2893: 0.05828575378779259
Position 1392: 0.04372951052302582
Position 1708: 0.03129155760232328
Position 2628: 0.025645526726306034
Position 1603: 0.02170033695856887
Position 266: 0.01638876036802005
Position 5234: 0.012653011943528227
Position 3122: 0.011019876325969121
Position 1659: 0.010099625715927126
Position 1943: 0.010064757915846375
Position 2137: 0.008447083806181874
Position 786: 0.007314600519624806
Position 3154: 0.007312737850998314
Position 477: 0.006412551880610696
Position 6800: 0.0055776270177087025
Position 1637: 0.004312131378425232
Position 1612: 0.004133283088756137
Position 5026: 0.003789691203154565
Position 2652: 0.00369528345214061
Position 2349: 0.0034104489853072593
Position 1618: 0.003371948536190933
Position 2544: 0.0033148244553324784
Position 3020: 0.0032021280791209965
Position 1018: 0.0030486217201845783
Position 1461: 0.002815507514500267
Position 15333: 0.0027888841119834014
Position 4891: 0.002774315812792667
Position 15641: 0.0025009885195924147
Position 2550: 0.0024016021872963486
Position 2739: 0.0016610924798678285
Position 14657: 0.0013398139225540163
Position 109: 0.0009674644766965722
Position 462: 0.0006791393450048788
Position 539: 0.000635202014415368
Position 366: 0.0005206261055350409
Position 308: 0.0004776563647296183
Position 630: 0.00047443094754644384
Position 489: 0.0004080232067719942
Position 856: 0.0004053240464303948
Position 15598: 0.00037249454308159024
Position 15437: 0.000242954800160312
Position 1109: 0.00019322073684497045
Position 1521: 0.00016901092211488785
Position 2231: 0.0001648464699853562
Position 14662: 0.00016125844667133401
Position 1087: 0.0001197804740137521
Position 901: 9.000338317953035e-05
Position 1712: 7.570005880354437e-05
Position 807: 5.193685082544037e-05
Position 15684: 4.147813424142291e-05
Position 685: 2.802797086390189e-05
Position 406: 1.9611482707655154e-05
Position 543: 1.6770659417912863e-05
Position 160: 1.0204721895227123e-05
Position 1171: 4.907354925170882e-06
