Gene = SmydA-2
index = 1508
Annotated 5SS: [1186 1804]
Annotated 3SS: [1541 1859]
SMsplice 5SS: [1186 1804]
SMsplice 3SS: [1541 1859]
top_k =  100
Partition function (log Z): -5.419101150940679

Sorted 5' Splice Sites (High to Low Probability):
Position 1804: 0.990281556217227
Position 1186: 0.8544140118137247
Position 871: 0.028600776167798155
Position 152: 0.014680565117452861
Position 287: 0.013194155083598013
Position 482: 0.012408581149758202
Position 796: 0.0026194999258263817
Position 578: 0.002283777038484687
Position 2159: 0.0018700609347335813
Position 531: 0.001731580184399035
Position 1455: 0.001421654502333347
Position 1302: 0.00131649782538804
Position 244: 0.0012658658580006605
Position 2192: 0.0012031673549531981
Position 1290: 0.0011528506842779635
Position 760: 0.0011221074978394145
Position 1212: 0.0010579675929148435
Position 156: 0.0009453477520520042
Position 49: 0.0008510246076593958
Position 1680: 0.000769647782415385
Position 644: 0.0006142253062507478
Position 418: 0.0005909615878681712
Position 331: 0.0005293141846528107
Position 1116: 0.00046872823389865236
Position 1134: 0.0004135547254122298
Position 241: 0.00035215223589060333
Position 106: 0.00033432459297493163
Position 54: 0.00026126552762266144
Position 521: 0.000249493242488036
Position 1780: 0.00010551178765378852
Position 2107: 6.0239582255728445e-05
Position 2188: 5.231239081976173e-05
Position 443: 4.6878544604161675e-05
Position 646: 3.765395007794638e-05
Position 2123: 3.197894743431186e-05
Position 403: 1.850147517660954e-05
Position 1938: 1.1478887416614523e-05
Position 753: 2.006758634984e-07
Position 1585: 3.7749006200891854e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1859: 0.9937021774061725
Position 1541: 0.8784779345647326
Position 1606: 0.014370559572209559
Position 1748: 0.011889837164725704
Position 1354: 0.009612475643015652
Position 922: 0.005798279124042407
Position 1279: 0.003979919923571719
Position 204: 0.0033320336584084973
Position 1508: 0.00289677740361244
Position 1583: 0.0024208940942827676
Position 2219: 0.0020184513578211426
Position 1461: 0.0019176796217733943
Position 705: 0.0010188926073840562
Position 1358: 0.000882846700149996
Position 2241: 0.000858482442375467
Position 500: 0.0008332561463126086
Position 1632: 0.0006072754119573813
Position 1115: 0.0003687975285560479
Position 1082: 0.00034088004094348374
Position 2248: 0.0003275763850996235
Position 452: 0.00031309132372727767
Position 1884: 0.000295680050149273
Position 254: 0.0002711316704320627
Position 679: 0.00023353047252802509
Position 350: 0.00018636069076388248
Position 555: 0.0001576581690105729
Position 341: 0.00015691994951588876
Position 2257: 7.936868596706965e-05
Position 1970: 2.074090896343176e-05
