Gene = Trp1
index = 1568
Annotated 5SS: [1177 2172 2528]
Annotated 3SS: [1355 2225 3018]
SMsplice 5SS: [ 156 1305 2172 2528]
SMsplice 3SS: [ 534 1355 2225 3018]
top_k =  100
Partition function (log Z): 9.70074958182079

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9899386910790696
Position 156: 0.9165911681807648
Position 1305: 0.9160071235514023
Position 2528: 0.8370396449315687
Position 2913: 0.5178722206678851
Position 770: 0.44219711876597323
Position 41: 0.10857899005942696
Position 603: 0.07816201871419133
Position 1566: 0.06645198210903747
Position 1177: 0.0637169563685011
Position 3084: 0.0379823485345366
Position 3098: 0.03025239583607967
Position 446: 0.020518237327417175
Position 616: 0.009040975731597437
Position 689: 0.008424883842453178
Position 1771: 0.007433971703748713
Position 2136: 0.004845608869727061
Position 206: 0.003969116365849684
Position 2621: 0.0036943804634432097
Position 3089: 0.002332714309573293
Position 2451: 0.0021537273078036656
Position 45: 0.0016945394618076432
Position 482: 0.0015961806732990498
Position 297: 0.0015210966076728719
Position 1202: 0.0015158469604057952
Position 2546: 0.0013689787248294628
Position 2356: 0.0008647928019541503
Position 1232: 0.0008484690436459875
Position 3231: 0.0007590267076398266
Position 202: 0.0007382689106533088
Position 2373: 0.0006294232167614279
Position 3583: 0.0006217123455196343
Position 3057: 0.0005925962866874041
Position 2052: 0.0005170604425588755
Position 240: 0.00023455526442658076
Position 38: 0.00015432440560632268
Position 394: 9.971776900486195e-05
Position 762: 9.76408808761981e-05
Position 716: 7.710236069798164e-05
Position 492: 4.745796635143116e-05
Position 238: 4.3190693431851285e-05
Position 278: 4.207041823740069e-05
Position 47: 3.195361658730801e-05
Position 26: 2.235336796195017e-05
Position 210: 7.439834805173066e-06
Position 32: 6.862494206787208e-06
Position 383: 5.903125157537708e-06
Position 421: 4.886720376503392e-06
Position 160: 3.5841761821850243e-06
Position 347: 2.680038729513865e-06
Position 1473: 1.8156105068483228e-06
Position 337: 1.6759831246214282e-06
Position 204: 1.4122242850772614e-06
Position 49: 3.7293083069836854e-07
Position 12: 3.2885635627688365e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1355: 0.9999999999999984
Position 2225: 0.9926318151196549
Position 3018: 0.9838108687492527
Position 534: 0.886758559895708
Position 987: 0.4614355764556754
Position 2679: 0.1761001050569054
Position 99: 0.08907689433289989
Position 2787: 0.08138813505521111
Position 3165: 0.071161407130084
Position 2654: 0.0633292577047427
Position 1065: 0.04586397905294651
Position 1622: 0.04391171035135463
Position 929: 0.0335147040162292
Position 2873: 0.03222189651969445
Position 1619: 0.02179460992935632
Position 2988: 0.01513127890354509
Position 1275: 0.014770732552307405
Position 868: 0.014455794609649018
Position 2884: 0.009641780134516689
Position 963: 0.008282315451353847
Position 655: 0.007595231004918837
Position 1072: 0.007241788979151433
Position 1850: 0.005077705570335531
Position 2264: 0.0025607747436946025
Position 567: 0.002399754218019045
Position 265: 0.001857920224911755
Position 2288: 0.0018368702639083164
Position 2239: 0.0012130800614982798
Position 218: 0.0008470482557517163
Position 2412: 0.0008428346606723699
Position 3288: 0.0007590267076398273
Position 3645: 0.0006217123455196339
Position 2956: 0.0005660592835674397
Position 2432: 0.0005229521192675213
Position 688: 0.0005034651155626237
Position 116: 0.0003653751790827293
Position 383: 0.00034795435646338
Position 445: 0.0003357654350948505
Position 289: 0.00020597073383813347
Position 2451: 8.746719091139987e-05
Position 2200: 7.539905227506641e-05
Position 2227: 6.452968481868716e-05
Position 342: 4.9262774561055726e-05
Position 180: 3.5419142649216896e-05
Position 315: 3.071923858580261e-05
Position 995: 2.233146065155076e-05
Position 489: 9.94120628818798e-06
Position 1533: 1.8156105068483228e-06
