Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
top_k =  100
Partition function (log Z): 23.676793154749188

Sorted 5' Splice Sites (High to Low Probability):
Position 9596: 0.9965505256190176
Position 321: 0.9963559414291018
Position 8174: 0.9939142922050107
Position 9436: 0.9935923099300624
Position 7295: 0.9903332239604273
Position 9750: 0.9781215174746394
Position 10052: 0.9780803758035953
Position 6215: 0.9476225105378985
Position 8383: 0.8993808567754428
Position 7668: 0.8785039048016497
Position 6328: 0.6385864059498483
Position 8740: 0.41826514638973483
Position 12073: 0.4136918105401497
Position 10355: 0.23961590571757488
Position 9234: 0.2080088716357026
Position 7119: 0.13389358223373465
Position 3072: 0.12908655283414683
Position 8813: 0.11225116073054196
Position 9291: 0.10705181594480742
Position 7874: 0.0894173673122756
Position 8432: 0.07744769097682398
Position 6950: 0.04782854068733079
Position 8786: 0.04501806746440909
Position 8749: 0.023909534013097415
Position 10534: 0.02040295965775433
Position 8855: 0.01119310279334253
Position 9742: 0.010088482050627193
Position 10868: 0.009012078071252825
Position 7646: 0.008560300240232197
Position 6943: 0.006239381134934783
Position 6337: 0.006071092548978409
Position 6415: 0.005714907452178521
Position 10301: 0.003479975915329731
Position 432: 0.003214849156592268
Position 10444: 0.002877719195195176
Position 6346: 0.0027517572127685784
Position 7282: 0.0019705987205148314
Position 8119: 0.0018054117151847875
Position 7299: 0.0015341237096110345
Position 1520: 0.0013688180983142547
Position 8436: 0.0009020722038830735
Position 7286: 0.0006962563651632907
Position 10364: 0.0006764675493706138
Position 9808: 0.0006373608443146951
Position 8396: 0.0003767273964340535
Position 9754: 0.0003195706116517253
Position 10000: 0.00028879599981076066
Position 7672: 0.00010313112766983309
Position 9600: 9.210484777922329e-05
Position 10036: 8.39144732555169e-05
Position 8344: 8.2990420448838e-05
Position 9697: 1.596338058290791e-05
Position 9730: 1.4475929007332006e-05
Position 1197: 1.0576851289037533e-05
Position 962: 5.380508371633094e-06
Position 9685: 4.248940217079789e-06
Position 9733: 4.216018621042458e-06
Position 66: 1.4270881909179042e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9895: 0.9999377942465746
Position 9498: 0.9959646579524943
Position 8628: 0.9958596079216825
Position 9656: 0.985573940592913
Position 8251: 0.9715811151994811
Position 7166: 0.9589499471310873
Position 7562: 0.9522453262910242
Position 6077: 0.8287251262156233
Position 9340: 0.7799787587877015
Position 6286: 0.6213805602953825
Position 14478: 0.6056965401154203
Position 10115: 0.5536356350066504
Position 7948: 0.3389148145535733
Position 7984: 0.32853343357397174
Position 7732: 0.28262819083299334
Position 10669: 0.1746491876633121
Position 10997: 0.14708017363045536
Position 6667: 0.14525715229839592
Position 9299: 0.11277541831456762
Position 10419: 0.11042622677477833
Position 5489: 0.10764103181229581
Position 2821: 0.0832484692859351
Position 6647: 0.07785008685570449
Position 7860: 0.05344791611796735
Position 11423: 0.05001901143574308
Position 4913: 0.042562071071255106
Position 2789: 0.021885164059323482
Position 8902: 0.01889518139737932
Position 2786: 0.0156104343789603
Position 10173: 0.011950664684103345
Position 9380: 0.011845401816055512
Position 7383: 0.008843283236237077
Position 10615: 0.006934764683224102
Position 12420: 0.00608077746190377
Position 7719: 0.005049225073468919
Position 2740: 0.004918180363263017
Position 8266: 0.00417419249971821
Position 9025: 0.0029243601836749624
Position 1614: 0.0024834918230868088
Position 4987: 0.0020606117582924817
Position 8559: 0.0010135034548380479
Position 1930: 0.0009408129235779344
Position 6565: 0.0008836502431527819
Position 10711: 0.000796377577275241
Position 6470: 0.0007310685858380016
Position 6568: 0.0006964594229053777
Position 6715: 0.0006366941788888253
Position 10387: 0.0005563500839220295
Position 1286: 0.00037804876738970963
Position 9675: 0.00031523103838990255
Position 10099: 0.00027060492652031926
Position 6694: 0.0002435569698270965
Position 6414: 0.0002109250235910501
Position 8286: 0.00019402305589121248
Position 6672: 0.00019039935034695238
Position 1025: 0.00016149488630316265
Position 755: 0.00015792211964419213
Position 954: 0.0001385718258267225
Position 6611: 0.0001359615584941924
Position 893: 0.0001209555326907458
Position 10181: 0.00011368887998025354
Position 9677: 2.1535210182057654e-05
Position 8640: 1.765226714143858e-06
Position 8681: 1.6174176760698168e-06
Position 9914: 3.5403572089620903e-09
