Gene = Nse4
index = 1333
Annotated 5SS: [ 180  449  673 1066]
Annotated 3SS: [ 230  504  735 1120]
SMsplice 5SS: [ 180  449  673 1066]
SMsplice 3SS: [ 230  504  735 1120]
top_k =  100
Partition function (log Z): 14.470704182624202

Sorted 5' Splice Sites (High to Low Probability):
Position 180: 0.9999364431690257
Position 673: 0.9995880696918515
Position 449: 0.9712678819087607
Position 1066: 0.9149715944035283
Position 1501: 0.22530633575560172
Position 1172: 0.1454304932170474
Position 1505: 0.06604377645127743
Position 1061: 0.028848244705293073
Position 1279: 0.022693215191676705
Position 453: 0.01981469693650046
Position 1312: 0.016627972372907373
Position 1321: 0.01129339088837274
Position 434: 0.00299506511394491
Position 1176: 0.0018419457892254376
Position 795: 0.0010517737297402463
Position 1483: 0.0005708227708693614
Position 861: 0.0004666506164691609
Position 799: 0.00030106603413460596
Position 1454: 0.00021664079015415298
Position 386: 0.0002039790161180006
Position 1070: 0.00015912282329745293
Position 372: 0.00013876179339947106
Position 677: 0.00011155773862983154
Position 462: 0.00010885997778928529
Position 628: 8.397742245509936e-05
Position 1478: 8.10623646686398e-05
Position 483: 5.4904412459056006e-05
Position 389: 5.110067043475397e-05
Position 24: 4.0331818788625684e-05
Position 30: 3.899343026355163e-05
Position 419: 2.9542495420373185e-05
Position 974: 2.5388885625853243e-05
Position 184: 1.907954893346406e-05
Position 631: 1.8122891304792186e-05
Position 985: 1.5811286664370743e-05
Position 488: 1.477717171839635e-05
Position 1040: 1.2884643844557139e-05
Position 634: 1.201740105162946e-05
Position 684: 8.796561033218184e-06
Position 647: 7.445690316819021e-06
Position 994: 5.57961921970967e-06
Position 330: 4.561949444496661e-06
Position 1009: 3.995775960356154e-06
Position 514: 2.7450376585189953e-06
Position 460: 2.5691185531337507e-06
Position 144: 2.20247328669255e-06
Position 1026: 2.043939417884738e-06
Position 567: 1.6945914251077633e-06
Position 1051: 1.0248105438386875e-06
Position 551: 1.0021431934927963e-06
Position 70: 3.6495991171038075e-07
Position 65: 6.279254683973893e-08
Position 262: 5.760911976174237e-08
Position 97: 2.403120872673172e-09
Position 616: 7.016193427556458e-10
Position 702: 1.5751574545221875e-11
Position 350: 3.396811553117129e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.9989860033804124
Position 735: 0.9865411091552051
Position 504: 0.9865061778717494
Position 1120: 0.9390628147216868
Position 1562: 0.30908044694995074
Position 1240: 0.08382386767810929
Position 1363: 0.035519465315367316
Position 1366: 0.02951112599017844
Position 1377: 0.02930974753378547
Position 739: 0.010262197961611314
Position 567: 0.005140040672024334
Position 1519: 0.004013375669850141
Position 523: 0.0026019942210164133
Position 1312: 0.00202368837048234
Position 942: 0.0017139227177650213
Position 909: 0.0014530425931526295
Position 939: 0.001292102228514481
Position 1251: 0.0010447889885990844
Position 278: 0.0006025994982448293
Position 1132: 0.00043750935285415577
Position 1289: 0.000347485090202364
Position 292: 0.00028214044025306133
Position 596: 0.0002442831001934765
Position 780: 0.00018763104728870695
Position 747: 0.00014301699475839503
Position 613: 0.00011760915145540623
Position 627: 6.412898130327119e-05
Position 296: 5.5353391053907975e-05
Position 70: 4.0071152899983225e-05
Position 105: 3.725631917386012e-05
Position 759: 3.16739768014342e-05
Position 535: 1.0540012272584259e-05
Position 575: 9.18836292132442e-06
Position 754: 8.606946531732227e-06
Position 702: 7.836721478476362e-06
Position 1091: 6.561394701113952e-06
Position 309: 5.268102735587252e-06
Position 532: 1.4577113962969984e-06
Position 232: 1.2596159339108874e-06
Position 364: 1.0874283752830715e-06
Position 280: 7.669977451586696e-07
Position 128: 5.157992017765389e-07
Position 386: 4.256244670695594e-07
Position 260: 1.089057673287659e-07
Position 313: 1.0398698812156257e-07
Position 323: 1.0041525668300394e-07
Position 166: 6.923829148549727e-09
Position 175: 5.6015256133441674e-11
Position 179: 1.518381965951862e-13
